Unique ID,Street address,City,State,ZIP
59989,"15652 HOMAN AVE, MARKHAM, IL 60428",,,
59990,"4340 W 180TH ST, COUNTRY CLUB HILLS, IL 60478",,,
59991,"17100 69TH AVE, TINLEY PARK, IL 60477",,,
59992,"15601 CENTRAL AVE, OAK FOREST, IL 60452",,,
59993,"14025 KOSTNER AVE, MIDLOTHIAN, IL 60445",,,
59994,"3220 W 159TH ST, MARKHAM, IL 60428",,,
59995,"14025 KOSTNER AVE, MIDLOTHIAN, IL 60445",,,
59996,"2440 W WALTER ZIMNY DR, POSEN, IL 60469",,,
59997,"3220 W 145TH ST, MIDLOTHIAN, IL 60445",,,
59998,"5204 MIDLOTHIAN TURNPIKE, CRESTWOOD, IL 60445",,,
59999,"13800 S TRUMBULL AVE, ROBBINS, IL 60472",,,
60000,"15501 S KILPATRICK AVE, OAK FOREST, IL 60452",,,
60001,"13800 S TRUMBULL AVE, ROBBINS, IL 60472",,,
60002,"5931 SCHOOL ST, OAK FOREST, IL 60452",,,
60003,"15652 HOMAN AVE, MARKHAM, IL 60428",,,
60004,"17423 67TH CT, TINLEY PARK, IL 60477",,,
60005,"3847 W 135TH ST, ROBBINS, IL 60472",,,
60006,"6527 W 171ST ST, TINLEY PARK, IL 60477",,,
60007,"14500 KOSTNER AVE, MIDLOTHIAN, IL 60445",,,
60008,"18301 GOVERNORS HWY, HOMEWOOD, IL 60430",,,
60009,"5731 ALBERT DR, OAK FOREST, IL 60452",,,
60010,"14620 SPRINGFIELD AVE, MIDLOTHIAN, IL 60445",,,
60011,"4340 W 180TH ST, COUNTRY CLUB HILLS, IL 60478",,,
60012,"14500 KOSTNER AVE, MIDLOTHIAN, IL 60445",,,
60013,"2600 W 171ST ST, HAZEL CREST, IL 60429",,,
60014,"17050 CALIFORNIA AVE, HAZEL CREST, IL 60429",,,
60015,"6141 KIMBERLY DR, TINLEY PARK, IL 60477",,,
60016,"6611 171ST ST, TINLEY PARK, IL 60477",,,
60017,"16313 KEDZIE PKWY, MARKHAM, IL 60428",,,
60018,"5931 SCHOOL ST, OAK FOREST, IL 60452",,,
60019,"14123 S LYDIA AVE, ROBBINS, IL 60472",,,
60020,"16313 KEDZIE PKWY, MARKHAM, IL 60428",,,
60021,"16640 KEDZIE AVE, MARKHAM, IL 60428",,,
60022,"4200 W 183RD ST, COUNTRY CLUB HILLS, IL 60478",,,
