tconst,genre_ids,release_date,title,poster_path,nearest,percentage,year
tt0077281,"878, 53, 18",1978-11-23,Blood Type: Blue,/caS0bI3byDqwGdrANp1ojufps9d.jpg,#791B1C,3.031111111111111,1978
tt0077465,35,1978-12-21,Where Are You Going on Holiday?,/v7ieoiLENbYf63gksVrjlum8D8z.jpg,#E8DAC5,11.842962962962963,1978
tt0077465,35,1978-12-21,Where Are You Going on Holiday?,/v7ieoiLENbYf63gksVrjlum8D8z.jpg,#161515,6.548148148148149,1978
tt0077465,35,1978-12-21,Where Are You Going on Holiday?,/v7ieoiLENbYf63gksVrjlum8D8z.jpg,#B99A75,5.733333333333333,1978
tt0077465,35,1978-12-21,Where Are You Going on Holiday?,/v7ieoiLENbYf63gksVrjlum8D8z.jpg,#161537,5.351111111111111,1978
tt0077465,35,1978-12-21,Where Are You Going on Holiday?,/v7ieoiLENbYf63gksVrjlum8D8z.jpg,#463B37,4.761481481481482,1978
tt0077710,"35, 10749",1978-01-11,L'Hôtel de la plage,/l9u0hd0eoiVSRMaq22mKx6KyQqu.jpg,#E2E6EE,23.454814814814814,1978
tt0077710,"35, 10749",1978-01-11,L'Hôtel de la plage,/l9u0hd0eoiVSRMaq22mKx6KyQqu.jpg,#B3E6EE,13.300740740740741,1978
tt0077710,"35, 10749",1978-01-11,L'Hôtel de la plage,/l9u0hd0eoiVSRMaq22mKx6KyQqu.jpg,#8BB4EE,10.672592592592594,1978
tt0077710,"35, 10749",1978-01-11,L'Hôtel de la plage,/l9u0hd0eoiVSRMaq22mKx6KyQqu.jpg,#5DB4EE,4.527407407407407,1978
tt0077710,"35, 10749",1978-01-11,L'Hôtel de la plage,/l9u0hd0eoiVSRMaq22mKx6KyQqu.jpg,#226579,3.908148148148148,1978
tt0078968,"18, 10770",1979-12-16,Christmas Lilies of the Field,/gTMwml2cNeecg122jSpf8wRgebB.jpg,#EBEAEE,24.51851851851852,1979
tt0078968,"18, 10770",1979-12-16,Christmas Lilies of the Field,/gTMwml2cNeecg122jSpf8wRgebB.jpg,#182A28,12.311111111111112,1979
tt0078968,"18, 10770",1979-12-16,Christmas Lilies of the Field,/gTMwml2cNeecg122jSpf8wRgebB.jpg,#492A28,4.992592592592593,1979
tt0078968,"18, 10770",1979-12-16,Christmas Lilies of the Field,/gTMwml2cNeecg122jSpf8wRgebB.jpg,#7AC1D0,4.299259259259259,1979
tt0078968,"18, 10770",1979-12-16,Christmas Lilies of the Field,/gTMwml2cNeecg122jSpf8wRgebB.jpg,#EBEAD0,3.517037037037037,1979
tt0080822,35,1980-08-25,Crazy Swedish Holidays in Paris,/jDsqx8MAYeE1YXHsg8O4PVuysxO.jpg,#E6DEDB,17.80148148148148,1980
tt0080822,35,1980-08-25,Crazy Swedish Holidays in Paris,/jDsqx8MAYeE1YXHsg8O4PVuysxO.jpg,#B8A9A3,9.94074074074074,1980
tt0080822,35,1980-08-25,Crazy Swedish Holidays in Paris,/jDsqx8MAYeE1YXHsg8O4PVuysxO.jpg,#291111,8.346666666666666,1980
tt0080822,35,1980-08-25,Crazy Swedish Holidays in Paris,/jDsqx8MAYeE1YXHsg8O4PVuysxO.jpg,#92A9A3,6.684444444444444,1980
tt0080822,35,1980-08-25,Crazy Swedish Holidays in Paris,/jDsqx8MAYeE1YXHsg8O4PVuysxO.jpg,#E6DEA3,6.088888888888889,1980
tt0085593,"18, 10770",1983-12-20,The Gift of Love: A Christmas Story,/hnV117phybCYA7JVqPecs8pYzFB.jpg,#1B1718,19.75111111111111,1983
tt0085593,"18, 10770",1983-12-20,The Gift of Love: A Christmas Story,/hnV117phybCYA7JVqPecs8pYzFB.jpg,#6597AB,12.82074074074074,1983
tt0085593,"18, 10770",1983-12-20,The Gift of Love: A Christmas Story,/hnV117phybCYA7JVqPecs8pYzFB.jpg,#8697AB,6.811851851851852,1983
tt0085593,"18, 10770",1983-12-20,The Gift of Love: A Christmas Story,/hnV117phybCYA7JVqPecs8pYzFB.jpg,#4797AB,5.5377777777777775,1983
tt0085593,"18, 10770",1983-12-20,The Gift of Love: A Christmas Story,/hnV117phybCYA7JVqPecs8pYzFB.jpg,#6597D9,4.72,1983
tt0087548,"10402, 10770",1984-12-02,Kenny & Dolly: A Christmas to Remember,/sXyZvCN5oTbaCUnZTTeBSMWqBox.jpg,#191919,34.859259259259254,1984
tt0087548,"10402, 10770",1984-12-02,Kenny & Dolly: A Christmas to Remember,/sXyZvCN5oTbaCUnZTTeBSMWqBox.jpg,#E5E5E5,20.936296296296298,1984
tt0087548,"10402, 10770",1984-12-02,Kenny & Dolly: A Christmas to Remember,/sXyZvCN5oTbaCUnZTTeBSMWqBox.jpg,#B2B2B2,16.21333333333333,1984
tt0087548,"10402, 10770",1984-12-02,Kenny & Dolly: A Christmas to Remember,/sXyZvCN5oTbaCUnZTTeBSMWqBox.jpg,#7F7F7F,14.37037037037037,1984
tt0087548,"10402, 10770",1984-12-02,Kenny & Dolly: A Christmas to Remember,/sXyZvCN5oTbaCUnZTTeBSMWqBox.jpg,#4C4C4C,13.620740740740741,1984
tt0089285,18,1986-06-16,Wakacje w Amsterdamie,/AdKqc6JWl29ASHx6s57jpJNVxzc.jpg,#DF572D,18.59851851851852,1986
tt0089285,18,1986-06-16,Wakacje w Amsterdamie,/AdKqc6JWl29ASHx6s57jpJNVxzc.jpg,#DFC4EF,16.512592592592593,1986
tt0089285,18,1986-06-16,Wakacje w Amsterdamie,/AdKqc6JWl29ASHx6s57jpJNVxzc.jpg,#547EEF,9.214814814814815,1986
tt0089285,18,1986-06-16,Wakacje w Amsterdamie,/AdKqc6JWl29ASHx6s57jpJNVxzc.jpg,#4869B2,8.72,1986
tt0089285,18,1986-06-16,Wakacje w Amsterdamie,/AdKqc6JWl29ASHx6s57jpJNVxzc.jpg,#4869D1,6.1066666666666665,1986
tt0090838,"18, 10770",1986-12-24,Christmas Eve,/Ypds5Mo5bsxqCkyB5rMSQAlRTw.jpg,#1C1615,37.05777777777778,1986
tt0090838,"18, 10770",1986-12-24,Christmas Eve,/Ypds5Mo5bsxqCkyB5rMSQAlRTw.jpg,#4C3F3B,10.634074074074073,1986
tt0090838,"18, 10770",1986-12-24,Christmas Eve,/Ypds5Mo5bsxqCkyB5rMSQAlRTw.jpg,#E5DDC6,7.422222222222222,1986
tt0090838,"18, 10770",1986-12-24,Christmas Eve,/Ypds5Mo5bsxqCkyB5rMSQAlRTw.jpg,#1C3F3B,3.7985185185185184,1986
tt0090838,"18, 10770",1986-12-24,Christmas Eve,/Ypds5Mo5bsxqCkyB5rMSQAlRTw.jpg,#4C665A,3.6325925925925926,1986
tt0090839,"18, 10751, 10770",1986-12-21,The Christmas Gift,/iTDsf98X0KHRUiZiiFqP36Rgjee.jpg,#E7E4DE,11.884444444444444,1986
tt0090839,"18, 10751, 10770",1986-12-21,The Christmas Gift,/iTDsf98X0KHRUiZiiFqP36Rgjee.jpg,#1E1510,10.72888888888889,1986
tt0090839,"18, 10751, 10770",1986-12-21,The Christmas Gift,/iTDsf98X0KHRUiZiiFqP36Rgjee.jpg,#BBE4DE,8.204444444444444,1986
tt0090839,"18, 10751, 10770",1986-12-21,The Christmas Gift,/iTDsf98X0KHRUiZiiFqP36Rgjee.jpg,#5B1510,5.656296296296296,1986
tt0090839,"18, 10751, 10770",1986-12-21,The Christmas Gift,/iTDsf98X0KHRUiZiiFqP36Rgjee.jpg,#903C32,4.995555555555556,1986
tt0093198,"18, 10770",1987-10-20,A Hobo's Christmas,/fKlqPdMdsU0AbqB6Svc0snllxZ7.jpg,#0F1820,15.682962962962963,1987
tt0093198,"18, 10770",1987-10-20,A Hobo's Christmas,/fKlqPdMdsU0AbqB6Svc0snllxZ7.jpg,#D6D2DE,8.308148148148147,1987
tt0093198,"18, 10770",1987-10-20,A Hobo's Christmas,/fKlqPdMdsU0AbqB6Svc0snllxZ7.jpg,#0F4156,6.42962962962963,1987
tt0093198,"18, 10770",1987-10-20,A Hobo's Christmas,/fKlqPdMdsU0AbqB6Svc0snllxZ7.jpg,#2F66A8,6.213333333333333,1987
tt0093198,"18, 10770",1987-10-20,A Hobo's Christmas,/fKlqPdMdsU0AbqB6Svc0snllxZ7.jpg,#2F417E,4.802962962962963,1987
tt0094873,"18, 10749, 10770",1988-12-12,The Christmas Wife,/7ftGUe7Rc5H7dbVkfFG11B8KKA7.jpg,#120C08,13.134814814814815,1988
tt0094873,"18, 10749, 10770",1988-12-12,The Christmas Wife,/7ftGUe7Rc5H7dbVkfFG11B8KKA7.jpg,#122015,11.748148148148148,1988
tt0094873,"18, 10749, 10770",1988-12-12,The Christmas Wife,/7ftGUe7Rc5H7dbVkfFG11B8KKA7.jpg,#120C15,11.380740740740741,1988
tt0094873,"18, 10749, 10770",1988-12-12,The Christmas Wife,/7ftGUe7Rc5H7dbVkfFG11B8KKA7.jpg,#2F2015,9.14962962962963,1988
tt0094873,"18, 10749, 10770",1988-12-12,The Christmas Wife,/7ftGUe7Rc5H7dbVkfFG11B8KKA7.jpg,#6B4B39,7.822222222222222,1988
tt0095347,"18, 10770",1988-12-12,I'll Be Home for Christmas,/4i4XUItmsZBZMXBCGjNzFDwvYSF.jpg,#F2ED18,19.58814814814815,1988
tt0095347,"18, 10770",1988-12-12,I'll Be Home for Christmas,/4i4XUItmsZBZMXBCGjNzFDwvYSF.jpg,#F2ED38,17.2,1988
tt0095347,"18, 10770",1988-12-12,I'll Be Home for Christmas,/4i4XUItmsZBZMXBCGjNzFDwvYSF.jpg,#252018,10.826666666666666,1988
tt0095347,"18, 10770",1988-12-12,I'll Be Home for Christmas,/4i4XUItmsZBZMXBCGjNzFDwvYSF.jpg,#D7CBCE,7.576296296296296,1988
tt0095347,"18, 10770",1988-12-12,I'll Be Home for Christmas,/4i4XUItmsZBZMXBCGjNzFDwvYSF.jpg,#F2EDCE,3.8903703703703703,1988
tt0095589,"18, 10770",1988-12-19,"Marcus Welby, M.D.: A Holiday Affair",/rxHP1RKv4mfBVvwE5JbSQZ8gNM3.jpg,#141112,25.848888888888887,1988
