"423760","178 BENETT DRIVE, WHARTON, WV 25208, , , ","No_Match"
"422430","18866 CHARLES TOWN RD, HARPERS FERRY, WV 25425, , , ","Match","Exact","18866 CHARLES TOWN RD, HARPERS FERRY, WV, 25425","-77.78667344210908,39.24321668249024","635728817","L"
"423761","269 WASHINGTON AVE, MADISON, WV 25130, , , ","Match","Exact","269 WASHINGTON AVE, MADISON, WV, 25130","-81.82055588573473,38.05921765534339","78550845","L"
"422431","18866 CHARLES TOWN RD, HARPERS FERRY, WV 25425, , , ","Match","Exact","18866 CHARLES TOWN RD, HARPERS FERRY, WV, 25425","-77.78667344210908,39.24321668249024","635728817","L"
"423762","208 STRANGE CREEK RD, STRANGE CREEK, WV 26639, , , ","Match","Non_Exact","208 STRANGE CREEK RD, STRANGE CREEK, WV, 25063","-80.8972599308151,38.56585235856653","48858450","L"
"422432","449 ROSE HILL DR, KEARNEYSVILLE, WV 25430, , , ","No_Match"
"423763","2126 SERVIA ELMIRA RD, DUCK, WV 25063, , , ","No_Match"
"421101","2847 BEESON RD, LASHMEET, WV 24733, , , ","Match","Exact","2847 BEESON RD, LASHMEET, WV, 24733","-81.1978897509133,37.449663302091494","647006746","L"
"421100","621 WILLOWTON RD, PRINCETON, WV, , , ","Tie"
"422426","208 W GERMAN ST, SHEPHERDSTOWN, WV 25443, , , ","Match","Exact","208 W GERMAN ST, SHEPHERDSTOWN, WV, 25443","-77.80757430933244,39.43143581116169","123419611","L"
"423757","32832 COAL RIVER ROAD, SYLVESTER, WV 25193, , , ","Match","Exact","32832 COAL RIVER RD, SYLVESTER, WV, 25193","-81.55784220153487,38.010014648105084","78545731","R"
"422427","662 S CHURCH ST, SHEPHERDSTOWN, WV 25443, , , ","Match","Exact","662 S CHURCH ST, SHEPHERDSTOWN, WV, 25443","-77.80897091326113,39.42651603890721","639234443","R"
"423758","269 WASHINGTON AVE, MADISON, WV 25130, , , ","Match","Exact","269 WASHINGTON AVE, MADISON, WV, 25130","-81.82055588573473,38.05921765534339","78550845","L"
"422428","160 DANIEL RD, SHENANDOAH JCT, WV 25442, , , ","Match","Exact","160 DANIEL RD, SHENANDOAH JUNCTION, WV, 25442","-77.84164560841975,39.33828225962094","633121334","R"
"423759","338 VAN HIGH SCHOOL, VAN, WV 25206, , , ","No_Match"
"422429","160 DANIEL RD, SHENANDOAH JCT, WV 25442, , , ","Match","Exact","160 DANIEL RD, SHENANDOAH JUNCTION, WV, 25442","-77.84164560841975,39.33828225962094","633121334","R"
"422422","614 LONE OAK RD, RANSON, WV 25438, , , ","Match","Exact","614 LONE OAK RD, RANSON, WV, 25438","-77.87368879187875,39.31540094425549","601619258","L"
"423753","7487 COAL RIVER ROAD, COMFORT, WV 25049, , , ","No_Match"
"422423","103 SHENANDOAH JCT RD, SHENANDOAH JCT, WV 25442, , , ","Match","Exact","103 SHENANDOAH JUNCTION RD, SHENANDOAH JUNCTION, WV, 25442","-77.8545419066129,39.35444402463327","123438001","L"
"423754","9846 COAL RIVER ROAD, SETH, WV 25181, , , ","No_Match"
"422424","7485 SHEPHERDSTOWN PIKE, SHEPHERDSTOWN, WV 25443, , , ","No_Match"
"423755","22654 COAL RIVER ROAD, ORGAS, WV 25148, , , ","No_Match"
"422425","855 CARTER AVE, BAKERTON, WV 25410, , , ","No_Match"
"423756","37949 COAL RIVER ROAD, WHITESVILLE, WV 25209, , , ","Match","Exact","37949 COAL RIVER RD, WHITESVILLE, WV, 25209","-81.53613107565525,37.9821787142169","78560231","R"
"422440","200 JOHN ST, CEDAR GROVE, WV 25039, , , ","No_Match"
"423771","2764 STATE ST, GASSAWAY, WV 26624, , , ","No_Match"
"422441","6333 KELLEYS CREEK RD, MAMMOTH, WV 25012, , , ","Match","Non_Exact","6333 KELLYS CREEK RD, MAMMOTH, WV, 25132","-81.35802109571836,38.26410985587154","78613580","L"
"423772","7765 HEROLD RD, SUTTON, WV 26601, , , ","Match","Exact","7765 HEROLD RD, SUTTON, WV, 26601","-80.75413327255546,38.59514156059629","48858525","R"
"422442","123 SELBE LN, CHARLESTON, WV 25314, , , ","No_Match"
