Unique ID,Street address,City,State,ZIP
119977,US 421 N SAND GAP KY 40481,,,
119978,US 421 S GRAYHAWK KY 40434,,,
119979,1980 NORTH BEND ROAD HEBRON KY 41048,,,
119980,3099 ZION RD HENDERSON KY 42420,,,
119981,2154 HIGHWAY 136 W HENDERSON KY 42420,,,
119982,200 SPRING ST ALBANY KY 42602,,,
119983,499 KY HIGHWAY 699 CORNETTSVILLE KY 41731,,,
119984,1000 VALLEY COLLEGE DR LOUISVILLE KY 40272,,,
119985,1001 FAIRDALE RD LOUISVILLE KY 40118,,,
119986,MAIN & MORGAN MORGANFIELD KY 42437,,,
119987,1001 FAIRDALE RD LOUISVILLE KY 40118,,,
119988,1001 FAIRDALE RD LOUISVILLE KY 40118,,,
119989,1985 MT. ZION RD UNION KY 41091,,,
119990,1010 BEECHER ST LOUISVILLE KY 40215,,,
119991,1010 BEECHER ST LOUISVILLE KY 40215,,,
119992,212 WASHINGTON ST ALBANY KY 42602,,,
119993,1010 BEECHER ST LOUISVILLE KY 40215,,,
119994,9221 FRANKFORT RD WADDY KY 40076,,,
119995,830 TYRONE RD VERSAILLES KY 40383,,,
119996,MAIN ST UNIONTOWN KY 42461,,,
119997,1010 BEECHER ST LOUISVILLE KY 40215,,,
119998,1020 E BURNETT AVE LOUISVILLE KY 40217,,,
119999,2022 VERONA MUDLICK RD VERONA KY 41092,,,
120000,1409 S HWY 76 RUSSELL SPRINGS KY 42642,,,
120001,1020 E BURNETT AVE LOUISVILLE KY 40217,,,
120002,1020 E BURNETT AVE LOUISVILLE KY 40217,,,
120003,212 WASHINGTON ST ALBANY KY 42602,,,
120004,501 HWY 189 BYPASS GREENVILLE KY 42345,,,
120005,10200 DIXIE HWY LOUISVILLE KY 40272,,,
120006,46 S SPRING ST SEBREE KY 42455,,,
120007,10200 DIXIE HWY LOUISVILLE KY 40272,,,
120008,104 OLD VEECHDALE RD SIMPSONVILLE KY 40067,,,
120009,10200 SHELBYVILLE RD LOUISVILLE KY 40223,,,
120010,10200 SHELBYVILLE RD LOUISVILLE KY 40223,,,
120011,21 SOUTH MAIN STREET WALTON KY 41094,,,
120012,10200 SHELBYVILLE RD LOUISVILLE KY 40223,,,
120013,10205 BARDSTOWN BLUFF RD LOUISVILLE KY 40291,,,
120014,HWY 3156 ALBANY KY 42602,,,
120015,10205 BARDSTOWN BLUFF RD LOUISVILLE KY 40291,,,
120016,716 CAVE MILL RD BOWLING GREEN KY 42104,,,
120017,10217 SHELBYVILLE RD LOUISVILLE KY 40223,,,
120018,MAIN ST MORGANFIELD KY 42437,,,
120019,108 E LOCUST ST MT STERLING KY 40353,,,
120020,10219 TAYLORSVILLE RD LOUISVILLE KY 40229,,,
120021,1025 RUBEL AVE LOUISVILLE KY 40204,,,
120022,2676 CONRAD LANE BURLINGTON KY 41005,,,
120023,1025 RUBEL AVE LOUISVILLE KY 40204,,,
120024,1025 RUBEL AVE LOUISVILLE KY 40204,,,
120025,HWY 558 RT 3 ALBANY KY 42602,,,
120026,8619 N BIG CREEK RD HATFIELD KY 41514,,,
120027,1044 ALTA VISTA RD LOUISVILLE KY 40205,,,
120028,2565 RUSSELLVILLE RD BOWLING GREEN KY 42101,,,
120029,1044 ALTA VISTA RD LOUISVILLE KY 40205,,,
120030,SIXTH ST UNIONTOWN KY 42461,,,
120031,1044 ALTA VISTA RD LOUISVILLE KY 40205,,,
120032,3291 HWY 1804 WILLIAMSBURG KY 40769,,,
120033,1051 HESS LN LOUISVILLE KY 40217,,,
120034,2805 LONGBRANCH ROAD UNION KY 41091,,,
120035,4901 MAIN ST CLAY CITY KY 40312,,,
120036,1051 HESS LN LOUISVILLE KY 40217,,,
120037,10607 HOBBS STATION RD LOUISVILLE KY 40223,,,
120038,INTERS. US127 76 ALBANY LAND R ALBANY KY 42602,,,
120039,5447 KY HIGHWAY 476 BULAN KY 41722,,,
120040,10607 HOBBS STATION RD LOUISVILLE KY 40223,,,
120041,146 DAVID MIRACLE ROAD MIRACLE KY 40856,,,
120042,10607 HOBBS STATION RD LOUISVILLE KY 40223,,,
120043,STURGIS STURGIS KY 42459,,,
120044,10616 W MANSLICK RD LOUISVILLE KY 40118,,,
120045,10616 W MANSLICK RD LOUISVILLE KY 40118,,,
120046,2950 E WASHINGTON ST BURLINGTON KY 41005,,,
120047,10617 TAYLORSVILLE RD LOUISVILLE KY 40221,,,
120048,10617 TAYLORSVILLE RD LOUISVILLE KY 40221,,,
120049,OLD KY 90 PLEASANT RIDGE RD ALBANY KY 42602,,,
120050,5596 TAYLORSVILLE RD FINCHVILLE KY 40022,,,
120051,10617 TAYLORSVILLE RD LOUISVILLE KY 40221,,,
120052,98 N 7TH ST SHELBYVILLE KY 40065,,,
120053,10617 TAYLORSVILLE RD LOUISVILLE KY 40221,,,
120054,WAVERLY WAVERLY KY 42462,,,
120055,10617 TAYLORSVILLE RD LOUISVILLE KY 40221,,,
120056,10617 TAYLORSVILLE RD LOUISVILLE KY 40221,,,
120057,5310 MERCURY DR LOUISVILLE KY 40258,,,
120058,10617 TAYLORSVILLE RD LOUISVILLE KY 40221,,,
120059,BREEDING RD EDMONTON KY 42129,,,
120060,107 EVERGREEN RD LOUISVILLE KY 40243,,,
120061,RT 1 HWY 696 ALBANY KY 42602,,,
120062,107 EVERGREEN RD LOUISVILLE KY 40243,,,
120063,61 N STATE ST SEBREE KY 42455,,,
120064,108 URTON LN LOUISVILLE KY 40223,,,
120065,1000 WOODHURST ST BOWLING GREEN KY 42103,,,
120066,520 OLD MORGANTOWN RD BOWLING GREEN KY 42101,,,
120067,108 URTON LN LOUISVILLE KY 40223,,,
120068,2650 PLANO RD BOWLING GREEN KY 42104,,,
120069,1101 CHEROKEE RD LOUISVILLE KY 40204,,,
120070,300 MAIN ST FLORENCE KY 41042,,,
120071,1101 CHEROKEE RD LOUISVILLE KY 40204,,,
120072,1101 CHEROKEE RD LOUISVILLE KY 40204,,,
120073,RT 2 LEES CHAPEL COMMUNITY ALBANY KY 42602,,,
120074,CORNER HWY 200/TUGGLE HOLLOW R MONTICELLO KY 42633,,,
120075,1101 CHEROKEE RD LOUISVILLE KY 40204,,,
120076,7597 RUSSELLVILLE RD BOWLING GREEN KY 42101,,,
120077,1101 E KENTUCKY ST LOUISVILLE KY 40204,,,
120078,1001 LIBERTY AVE BOWLING GREEN KY 42104,,,
120079,108 E LOCUST ST MT STERLING KY 40353,,,
120080,1101 E KENTUCKY ST LOUISVILLE KY 40204,,,
