Unique ID,Street address,City,State,ZIP
49991,"2300 W 123RD PL, BLUE ISLAND, IL 60406",,,
49992,"2140 BROADWAY ST, BLUE ISLAND, IL 60406",,,
49993,"12905 DIVISION ST, BLUE ISLAND, IL 60406",,,
49994,"12445 S MORGAN ST, CALUMET PARK, IL 60827",,,
49995,"1301 VERMONT ST, CALUMET PARK, IL 60827",,,
49996,"12633 S ASHLAND AVE, CALUMET PARK, IL 60827",,,
49997,"12426 S LOOMIS ST, CALUMET PARK, IL 60827",,,
49998,"2300 W 123RD PL, BLUE ISLAND, IL 60406",,,
49999,"100 S SCHOOL ST, MOUNT PROSPECT, IL 60056",,,
50000,"1001 WELLINGTON AVE, ELK GROVE VILLAGE, IL 60007",,,
50001,"200 REV MORRISON BLVD, ELK GROVE VILLAGE, IL 60007",,,
50002,"305 OAKTON ST, ELK GROVE VILLAGE, IL 60007",,,
50003,"411 S MAPLE ST, MOUNT PROSPECT, IL 60056",,,
50004,"1519 E CENTRAL, ARLINGTON HEIGHTS, IL 60005",,,
50005,"100 S SCHOOL ST, MOUNT PROSPECT, IL 60056",,,
50006,"103 S BUSSE RD, MOUNT PROSPECT, IL 60056",,,
50007,"711 CHELMSFORD LN, ELK GROVE VILLAGE, IL 60007",,,
50008,"700 W LINCOLN ST, MOUNT PROSPECT, IL 60056",,,
50009,"700 S MEIER RD, MOUNT PROSPECT, IL 60056",,,
50010,"1001 WELLINGTON AVE, ELK GROVE VILLAGE, IL 60007",,,
50011,"200 REV MORRISON BLVD, ELK GROVE VILLAGE, IL 60007",,,
50012,"1835 W CENTRAL RD, ARLINGTON HEIGHTS, IL 60005",,,
50013,"395 W ALGONQUIN RD, DES PLAINES, IL 60018",,,
50014,"300 E COUNCIL TRAIL, MOUNT PROSPECT, IL 60056",,,
50015,"900 LANDMEIER RD, ELK GROVE VILLAGE, IL 60007",,,
50016,"305 OAKTON ST, ELK GROVE VILLAGE, IL 60007",,,
50017,"330 GOLF RD, ARLINGTON HEIGHTS, IL 60005",,,
50018,"280 CLEARMONT DR, ELK GROVE VILLAGE, IL 60005",,,
50019,"2121 S GOEBBERT RD, ARLINGTON HEIGHTS, IL 60005",,,
50020,"1835 PHEASANT TRL, MOUNT PROSPECT, IL 60056",,,
50021,"618 E GOLF RD, MOUNT PROSPECT, IL 60056",,,
50022,"10 W ALGONQUIN RD, DES PLAINES, IL 60016",,,
50023,"103 S BUSSE RD, MOUNT PROSPECT, IL 60056",,,
50024,"1100 LINNEMAN RD, MOUNT PROSPECT, IL 60056",,,
50025,"700 S MEIER RD, MOUNT PROSPECT, IL 60056",,,
50026,"3405 ALGONQUIN RD, ROLLING MEADOWS, IL 60008",,,
50027,"65 KENNEDY BLVD, ELK GROVE VILLAGE, IL 60007",,,
50028,"260 DULLES RD, DES PLAINES, IL 60016",,,
50029,"10 W ALGONQUIN RD, DES PLAINES, IL 60016",,,
50030,"420 DEMPSTER ST, MOUNT PROSPECT, IL 60056",,,
50031,"280 CLEARMONT DR, ELK GROVE VILLAGE, IL 60005",,,
50032,"200 S WILLE ST, MOUNT PROSPECT, IL 60056",,,
50033,"1725 W CRYSTAL LN, MOUNT PROSPECT, IL 60056",,,
50034,"1750 ELMHURST RD, DES PLAINES, IL 60016",,,
50035,"588 DARA JAMES RD, DES PLAINES, IL 60016",,,
50036,"1750 ELMHURST RD, DES PLAINES, IL 60016",,,
50037,"1308 S CYPRESS DR, MOUNT PROSPECT, IL 60056",,,
50038,"3405 ALGONQUIN RD, ROLLING MEADOWS, IL 60008",,,
