year,nearest_overall,n
1967,#007F7F,4.705185185185186
1967,#7F7F7F,4.358518518518519
1967,#7FFFFF,6.506666666666666
1967,#FFFF00,20.634074074074075
1967,#FFFFFF,86.26962962962962
1968,#000000,34.72888888888889
1968,#007F7F,20.471111111111114
1968,#00FFFF,54.09777777777778
1968,#7F0000,12.942222222222224
1968,#7F7F00,34.94222222222222
1968,#7F7F7F,36.54222222222222
1968,#FF0000,79.32444444444445
1968,#FFFFFF,37.297777777777775
1969,#000000,55.24444444444444
1969,#7F0000,80.3437037037037
1969,#7F7F00,4.314074074074075
1969,#7F7F7F,47.92296296296296
1969,#7FFFFF,20.01777777777778
1969,#FF007F,36.391111111111115
1969,#FFFFFF,102.75259259259259
1970,#000000,25.647407407407407
1970,#7F7F7F,18.571851851851854
1970,#7F7FFF,10.542222222222222
1970,#7FFFFF,26.880000000000003
1970,#FFFF7F,10.666666666666668
1970,#FFFFFF,190.02666666666667
1971,#000000,198.98962962962963
1971,#7F0000,51.398518518518514
1971,#7F7F00,7.76
1971,#7F7F7F,151.32444444444445
1971,#7FFFFF,29.36296296296296
1971,#FFFFFF,195.50814814814814
1972,#000000,65.46666666666667
1972,#007F00,6.08
1972,#007F7F,11.665185185185186
1972,#7F0000,24.047407407407405
1972,#7F7F00,12.115555555555556
1972,#7F7F7F,32.08592592592593
1972,#7F7FFF,25.937777777777775
1972,#FF7F00,16.005925925925926
1972,#FF7F7F,4.637037037037037
1972,#FF7FFF,11.605925925925927
1972,#FFFF00,5.25037037037037
1972,#FFFFFF,61.92296296296296
1973,#000000,22.68148148148148
1973,#00007F,5.662222222222222
1973,#7F7F7F,67.35407407407408
1973,#7FFFFF,8.355555555555554
1973,#FF007F,12.379259259259259
1973,#FF7F7F,4.017777777777778
1973,#FFFF7F,6.062222222222222
1973,#FFFFFF,119.43111111111111
1974,#000000,411.78962962962964
1974,#007F7F,33.096296296296295
1974,#7F0000,9.315555555555555
1974,#7F7F7F,24.637037037037036
1974,#7F7FFF,17.15851851851852
1974,#FF0000,75.89333333333335
1974,#FF7F00,20.32
1974,#FF7FFF,13.075555555555557
1974,#FFFF7F,9.43111111111111
1974,#FFFFFF,100.31703703703704
1975,#000000,73.27111111111111
1975,#007F7F,50.355555555555554
1975,#7F0000,44.18666666666667
1975,#7F7F00,5.256296296296297
1975,#7F7F7F,85.28
1975,#FF7F7F,17.49037037037037
1975,#FFFF7F,20.755555555555556
1975,#FFFFFF,99.06074074074074
1976,#000000,443.85777777777776
1976,#7F0000,10.245925925925924
1976,#7F7F00,17.68
1976,#7F7F7F,122.49481481481482
1976,#7F7FFF,100.38518518518518
1976,#FF7F7F,12.15111111111111
1976,#FFFF7F,3.768888888888889
1976,#FFFFFF,74.5925925925926
1977,#000000,362.56296296296296
1977,#007F7F,83.57629629629629
1977,#7F0000,88.96
1977,#7F007F,3.8459259259259264
1977,#7F7F00,83.78074074074074
1977,#7F7F7F,319.7659259259259
1977,#7F7FFF,50.21037037037037
1977,#FF0000,5.4874074074074075
1977,#FF7F7F,34.77333333333333
1977,#FFFF7F,33.03703703703704
1977,#FFFFFF,237.79259259259257
1978,#000000,309.91407407407405
1978,#00007F,21.333333333333332
1978,#007F7F,86.23703703703704
1978,#7F0000,21.303703703703704
1978,#7F7F00,17.88148148148148
1978,#7F7F7F,78.1362962962963
1978,#7F7FFF,43.22962962962963
1978,#7FFFFF,13.300740740740741
1978,#FF0000,87.42222222222222
1978,#FF7F7F,22.802962962962962
1978,#FFFF00,39.57333333333334
1978,#FFFF7F,150.92148148148146
1978,#FFFFFF,422.8977777777778
1979,#000000,245.96148148148148
1979,#00007F,14.536296296296298
1979,#007F7F,114.27555555555556
1979,#007FFF,45.48740740740741
1979,#7F0000,47.57037037037037
1979,#7F007F,22.75851851851852
1979,#7F7F00,41.102222222222224
1979,#7F7F7F,332.70222222222225
1979,#7F7FFF,63.57333333333334
1979,#7FFFFF,21.623703703703704
1979,#FF0000,98.34666666666666
1979,#FF7F7F,24.18962962962963
1979,#FFFF7F,50.272592592592595
1979,#FFFFFF,241.96444444444444
1980,#000000,200.58370370370372
1980,#7F0000,40.992592592592594
1980,#7F7F00,7.466666666666668
1980,#7F7F7F,138.9748148148148
1980,#7F7FFF,13.324444444444445
1980,#7FFFFF,9.475555555555555
1980,#FF007F,10.666666666666666
1980,#FF7F7F,59.25925925925926
1980,#FFFF7F,13.946666666666667
1980,#FFFFFF,648.6962962962963
1981,#000000,212.10962962962964
1981,#007F7F,5.0162962962962965
1981,#007FFF,97.83999999999999
1981,#7F0000,18.127407407407407
1981,#7F7F00,31.17925925925926
1981,#7F7F7F,285.5733333333333
1981,#7F7FFF,28.835555555555555
1981,#FF7F00,5.007407407407408
1981,#FF7F7F,10.524444444444445
1981,#FFFF7F,41.608888888888885
1981,#FFFFFF,82.17185185185186
1982,#000000,95.54666666666667
1982,#00007F,11.68888888888889
1982,#007F7F,36.72888888888889
1982,#007FFF,50.65777777777778
1982,#00FFFF,34.10666666666667
1982,#7F0000,65.99111111111111
1982,#7F7F7F,27.191111111111113
1982,#7F7FFF,40.47111111111111
1982,#7FFFFF,90.63999999999999
1982,#FF0000,53.14666666666667
1982,#FF7F00,35.28888888888889
1982,#FF7F7F,70.10666666666667
1982,#FFFF7F,16.213333333333335
1982,#FFFFFF,142.4888888888889
1983,#000000,289.3925925925926
1983,#7F0000,16.90074074074074
1983,#7F7F00,67.00444444444445
1983,#7F7F7F,125.62074074074074
1983,#7F7FFF,4.72
1983,#7FFF00,9.937777777777779
1983,#7FFF7F,48.42074074074074
1983,#FF0000,4.2844444444444445
1983,#FF7F7F,9.534814814814816
1983,#FFFF7F,68.47111111111111
1983,#FFFFFF,163.49925925925925
1984,#000000,183.42814814814815
1984,#007F7F,17.339259259259258
1984,#7F0000,108.38814814814815
1984,#7F7F7F,207.75407407407405
1984,#7F7FFF,11.377777777777778
1984,#7FFF7F,3.9229629629629628
1984,#FF7F7F,39.70962962962963
1984,#FFFF7F,67.15851851851852
1984,#FFFFFF,452.9451851851852
1985,#000000,159.79555555555555
1985,#00007F,47.04888888888889
1985,#007F00,8.817777777777778
1985,#007FFF,9.522962962962964
1985,#7F0000,19.191111111111113
1985,#7F7F7F,69.47851851851851
1985,#7FFF7F,9.351111111111111
1985,#7FFFFF,12.959999999999999
1985,#FFFF7F,54.459259259259255
1985,#FFFFFF,209.99111111111108
1986,#000000,331.8933333333333
1986,#00007F,33.303703703703704
1986,#007F00,45.28
1986,#007F7F,48.34074074074074
1986,#7F0000,34.87111111111111
1986,#7F7F00,44.080000000000005
1986,#7F7F7F,179.11407407407407
1986,#7F7FFF,15.32148148148148
1986,#7FFFFF,20.8562962962963
1986,#FF7F00,18.59851851851852
1986,#FF7F7F,22.865185185185183
1986,#FF7FFF,9.066666666666666
1986,#FFFF7F,54.23703703703704
1986,#FFFFFF,299.33037037037036
1987,#000000,269.4459259259259
1987,#00007F,10.388148148148147
1987,#007F7F,69.55851851851853
1987,#7F0000,53.88740740740741
1987,#7F7F00,65.89925925925927
1987,#7F7F7F,103.0725925925926
1987,#7FFFFF,31.128888888888888
1987,#FF7F7F,24.568888888888893
1987,#FFFF7F,46.40296296296296
1987,#FFFFFF,247.24740740740742
1988,#000000,235.7185185185185
1988,#00007F,14.364444444444445
1988,#007F7F,120.24888888888889
1988,#007FFF,67.05777777777777
1988,#7F0000,35.117037037037036
1988,#7F007F,34.55111111111111
1988,#7F7F00,19.241481481481483
1988,#7F7F7F,119.29185185185185
1988,#7FFFFF,41.35111111111111
1988,#FF0000,35.48444444444445
1988,#FFFF00,36.78814814814815
1988,#FFFFFF,324.1688888888889
1989,#000000,232.89481481481482
1989,#00007F,26.859259259259257
1989,#007F7F,27.10814814814815
1989,#7F0000,6.21037037037037
1989,#7F007F,12.296296296296298
1989,#7F7F7F,74.56296296296296
1989,#7F7FFF,13.30962962962963
1989,#FF7F7F,8.8533333333333335
1989,#FFFFFF,94.81481481481481
1990,#000000,371.01037037037037
1990,#007F00,53.12888888888889
1990,#7F0000,67.80444444444444
1990,#7F7F00,18.405925925925928
1990,#7F7F7F,142.73185185185184
1990,#FF7F00,9.297777777777778
1990,#FF7F7F,24.02074074074074
1990,#FFFF7F,42.690370370370374
1990,#FFFFFF,229.4340740740741
1991,#000000,292.9985185185185
1991,#007F7F,74.50370370370369
1991,#7F0000,36.24888888888889
1991,#7F7F00,13.727407407407407
1991,#7F7F7F,117.66518518518518
1991,#7F7FFF,32.53333333333333
1991,#7FFFFF,13.991111111111111
1991,#FF0000,70.43851851851852
1991,#FF7F7F,139.33333333333334
1991,#FF7FFF,24.257777777777775
1991,#FFFF7F,14.275555555555556
1991,#FFFFFF,744.8948148148148
1992,#000000,378.1925925925926
1992,#00007F,19.285925925925927
1992,#7F0000,190.03555555555556
1992,#7F7F00,59.26518518518518
1992,#7F7F7F,234.8562962962963
1992,#7F7FFF,33.87259259259259
1992,#7FFFFF,23.943703703703704
1992,#FF0000,162.58074074074074
1992,#FF007F,8.64
1992,#FF7F00,8.503703703703703
1992,#FF7F7F,132.12740740740742
1992,#FFFF00,17.77777777777778
1992,#FFFF7F,22.73481481481481
1992,#FFFFFF,501.3511111111111
1993,#000000,292.02074074074073
1993,#00007F,51.54666666666667
1993,#007F00,40.82666666666667
1993,#007F7F,76.54222222222222
1993,#7F0000,76.13925925925926
1993,#7F007F,15.671111111111111
1993,#7F7F00,38.675555555555555
1993,#7F7F7F,97.95851851851852
1993,#7F7FFF,79.9762962962963
1993,#7FFFFF,112.3437037037037
1993,#FF7F7F,21.022222222222226
1993,#FF7FFF,11.336296296296295
1993,#FFFF7F,109.81037037037038
1993,#FFFFFF,274.24296296296296
1994,#000000,213.57037037037037
1994,#00007F,32.471111111111114
1994,#007F00,61.94962962962963
1994,#007F7F,178.99555555555554
1994,#007FFF,20.968888888888888
1994,#7F0000,146.76444444444445
1994,#7F7F00,27.022222222222226
1994,#7F7F7F,202.59555555555556
1994,#7F7FFF,29.635555555555555
1994,#7FFFFF,12.764444444444445
1994,#FF7F00,54.32888888888889
1994,#FF7F7F,24.402962962962963
1994,#FFFF00,8.115555555555556
1994,#FFFF7F,43.88444444444444
1994,#FFFFFF,338.2518518518518
1995,#000000,422.57481481481483
1995,#00007F,24.844444444444445
1995,#007F7F,57.60296296296296
1995,#7F0000,44.76444444444444
1995,#7F7F00,66.00296296296295
1995,#7F7F7F,305.2503703703704
1995,#7F7FFF,60.46222222222222
1995,#7FFFFF,60.56
1995,#FF0000,45.34222222222222
1995,#FF7F00,7.543703703703704
1995,#FF7F7F,71.97333333333334
1995,#FFFF7F,200.69037037037037
1995,#FFFFFF,332.9451851851852
1996,#000000,588.0266666666666
1996,#00007F,172.22518518518518
1996,#007F00,14.062222222222221
1996,#007F7F,42.657777777777774
1996,#007FFF,81.76592592592593
1996,#7F0000,108.46518518518519
1996,#7F7F00,14.586666666666666
1996,#7F7F7F,392.0325925925926
1996,#7F7FFF,59.52888888888889
1996,#7FFFFF,11.04888888888889
1996,#FF7F00,13.28888888888889
1996,#FF7F7F,98.3674074074074
1996,#FF7FFF,9.102222222222222
1996,#FFFF00,77.34222222222222
1996,#FFFF7F,31.081481481481482
1996,#FFFFFF,691.5733333333334
1997,#000000,377.64444444444445
1997,#00007F,38.76444444444444
1997,#007F00,9.297777777777778
1997,#007F7F,64.36148148148149
1997,#007FFF,43.50222222222223
1997,#7F0000,110.92148148148148
1997,#7F007F,18.88
1997,#7F7F00,44.72
1997,#7F7F7F,144.05037037037036
1997,#7F7FFF,78.33777777777777
1997,#7FFFFF,90.27555555555554
1997,#FF7F00,5.102222222222222
1997,#FF7F7F,45.324444444444445
1997,#FFFF7F,55.50222222222222
1997,#FFFFFF,479.9881481481481
1998,#000000,627.9703703703703
1998,#00007F,35.425185185185185
1998,#007F00,27.422222222222224
1998,#007F7F,34.27851851851852
1998,#007FFF,45.03703703703704
1998,#7F0000,31.626666666666665
1998,#7F7F00,63.85185185185185
1998,#7F7F7F,77.01037037037037
1998,#7F7FFF,68.32296296296296
1998,#7FFF7F,11.12
1998,#7FFFFF,26.21333333333333
1998,#FF0000,2.8207407407407405
1998,#FF7F7F,22.477037037037036
1998,#FFFF00,7.73925925925926
1998,#FFFF7F,51.68296296296297
1998,#FFFFFF,383.41037037037034
1999,#000000,436.64296296296294
1999,#00007F,104.01481481481481
1999,#007F7F,65.92296296296296
1999,#007FFF,25.037037037037035
1999,#7F0000,121.62962962962963
1999,#7F7F00,27.783703703703704
1999,#7F7F7F,244.20444444444445
1999,#7F7FFF,39.49925925925926
1999,#7FFFFF,34.885925925925925
1999,#FF7F7F,22.62222222222222
1999,#FFFF00,9.65925925925926
1999,#FFFF7F,55.56740740740741
1999,#FFFFFF,425.44296296296295
2000,#000000,572.397037037037
2000,#00007F,62.251851851851846
2000,#007F7F,155.2651851851852
2000,#007FFF,25.200000000000003
2000,#7F0000,223.7422222222222
2000,#7F007F,20.871111111111112
2000,#7F7F00,10.56
2000,#7F7F7F,264.8
2000,#7F7FFF,31.288888888888888
2000,#7FFFFF,66.17185185185186
2000,#FF0000,23.82222222222222
2000,#FF7F00,19.650370370370368
2000,#FF7F7F,43.78962962962963
2000,#FF7FFF,25.200000000000003
2000,#FFFF7F,44.54222222222222
2000,#FFFFFF,851.6533333333333
2001,#000000,255.15259259259258
2001,#00007F,114.13333333333333
2001,#007F7F,64.17185185185186
2001,#7F0000,60.55407407407407
2001,#7F007F,26.684444444444445
2001,#7F7F00,68.08592592592592
2001,#7F7F7F,134.1540740740741
2001,#7F7FFF,92.81481481481481
2001,#7FFFFF,60.19851851851852
2001,#FF0000,60.24296296296296
2001,#FF7F7F,40.355555555555554
2001,#FFFF7F,90.09777777777778
2001,#FFFFFF,642.3496296296296
2002,#000000,638.4237037037037
2002,#00007F,68.9125925925926
2002,#007F7F,42.40296296296296
2002,#7F0000,165.35111111111112
2002,#7F007F,10.56
2002,#7F7F00,49.84888888888889
2002,#7F7F7F,389.80444444444447
2002,#7F7FFF,131.8962962962963
2002,#7FFFFF,13.937777777777777
2002,#FF7F7F,20.411851851851853
2002,#FFFF7F,119.4162962962963
2002,#FFFFFF,534.5392592592592
2003,#000000,330.92148148148146
2003,#00007F,55.84
2003,#007F7F,95.2237037037037
2003,#007FFF,26.056296296296296
2003,#7F0000,45.37185185185185
2003,#7F7F00,49.851851851851855
2003,#7F7F7F,282.75851851851854
2003,#7F7FFF,7.199999999999999
2003,#7FFFFF,178.08888888888887
2003,#FF0000,297.27407407407406
2003,#FF7F7F,20.12148148148148
2003,#FFFF7F,20.63111111111111
2003,#FFFFFF,730.5748148148148
2004,#000000,745.9525925925926
2004,#00007F,46.669629629629625
2004,#007F7F,256.3911111111111
2004,#7F0000,263.3511111111111
2004,#7F7F00,80.42370370370371
2004,#7F7F7F,269.46962962962965
2004,#7F7FFF,34.91851851851852
2004,#7FFFFF,78.56296296296296
2004,#FF0000,31.715555555555554
2004,#FF7F7F,153.57037037037037
2004,#FF7FFF,16.204444444444444
2004,#FFFF7F,64.33185185185185
2004,#FFFFFF,1200.56
2005,#000000,917.9822222222222
2005,#00007F,128.07407407407408
2005,#007F00,12.72888888888889
2005,#007F7F,171.58518518518517
2005,#007FFF,33.03407407407407
2005,#7F0000,59.727407407407405
2005,#7F007F,27.191111111111113
2005,#7F7F00,37.75703703703704
2005,#7F7F7F,211.00148148148148
2005,#7F7FFF,50.00888888888889
2005,#7FFFFF,10.53037037037037
2005,#FF0000,24.056296296296296
2005,#FF7F00,21.445925925925927
2005,#FF7F7F,46.038518518518515
2005,#FF7FFF,11.733333333333333
2005,#FFFF7F,64.24888888888889
2005,#FFFFFF,747.2681481481482
2006,#000000,861.1881481481481
2006,#00007F,33.81333333333333
2006,#007F00,48.22518518518519
2006,#007F7F,146.7733333333333
2006,#007FFF,58.57777777777778
2006,#00FFFF,11.537777777777777
2006,#7F0000,200.89481481481482
2006,#7F7F00,64.25481481481481
2006,#7F7F7F,512.1659259259259
2006,#7F7FFF,142.6577777777778
2006,#7FFF7F,7.345185185185185
2006,#7FFFFF,64.31703703703704
2006,#FF0000,71.15555555555557
2006,#FF7F7F,90.78518518518518
2006,#FF7FFF,23.45777777777778
2006,#FFFF7F,15.437037037037037
2006,#FFFFFF,1112.4888888888888
2007,#000000,831.2918518518519
2007,#00007F,67.93185185185185
2007,#007F00,47.46074074074074
2007,#007F7F,148.68740740740742
2007,#007FFF,59.28296296296296
2007,#7F0000,186.6874074074074
2007,#7F7F00,39.114074074074075
2007,#7F7F7F,278.4888888888889
2007,#7F7FFF,47.46666666666667
2007,#7FFF7F,13.528888888888888
2007,#7FFFFF,114.37629629629629
2007,#FF0000,58.165925925925926
2007,#FF007F,7.591111111111111
2007,#FF7F00,2.5214814814814814
2007,#FF7F7F,132.22814814814814
2007,#FF7FFF,13.034074074074075
2007,#FFFF00,15.205925925925925
2007,#FFFF7F,152.97185185185185
2007,#FFFFFF,1001.3837037037036
2008,#000000,922.5896296296296
2008,#00007F,250.68740740740742
2008,#0000FF,15.2
2008,#007F00,20.364444444444445
2008,#007F7F,160.47407407407408
2008,#007FFF,50.678518518518516
2008,#7F0000,135.06666666666666
2008,#7F007F,23.43111111111111
2008,#7F7F00,35.013333333333335
2008,#7F7F7F,487.4014814814815
2008,#7F7FFF,9.511111111111111
2008,#7FFFFF,86.06222222222222
2008,#FF0000,120.45333333333333
2008,#FF7F00,43.81333333333333
2008,#FF7F7F,61.92
2008,#FF7FFF,18.266666666666666
2008,#FFFF00,10.657777777777778
2008,#FFFF7F,27.955555555555556
2008,#FFFFFF,1587.3274074074075
2009,#000000,476.8059259259259
2009,#00007F,64.6637037037037
2009,#007F00,10.835555555555555
2009,#007F7F,36.95703703703704
2009,#7F0000,252.8711111111111
2009,#7F7F00,48.64592592592592
2009,#7F7F7F,169.75407407407408
2009,#7F7FFF,17.348148148148148
2009,#7FFF7F,3.7511111111111113
2009,#7FFFFF,35.76888888888889
2009,#FF0000,81.16148148148149
2009,#FF7F00,26.19851851851852
2009,#FF7F7F,134.89777777777778
2009,#FF7FFF,4.005925925925926
2009,#FFFF00,83.71555555555554
2009,#FFFF7F,112.97777777777777
2009,#FFFFFF,943.3481481481482
2010,#000000,630.954074074074
2010,#00007F,177.71851851851852
2010,#007F00,66.57777777777777
2010,#007F7F,61.531851851851854
2010,#7F0000,149.46370370370371
2010,#7F7F00,28.25777777777778
2010,#7F7F7F,290.42074074074077
2010,#7F7FFF,26.42074074074074
2010,#7FFF7F,10.293333333333333
2010,#7FFFFF,58.693333333333335
2010,#FF0000,198.68148148148148
2010,#FF007F,76.56888888888889
2010,#FF7F00,9.152592592592592
2010,#FF7F7F,81.83111111111111
2010,#FF7FFF,50.162962962962965
2010,#FFFF00,45.6
2010,#FFFF7F,98.2311111111111
2010,#FFFFFF,450.6222222222222
2011,#000000,1002.6548148148148
2011,#00007F,84.0237037037037
2011,#007F00,52.785185185185185
2011,#007F7F,86.50666666666666
2011,#007FFF,98.54222222222222
2011,#00FFFF,19.43111111111111
2011,#7F0000,325.7274074074074
2011,#7F007F,3.3125925925925928
2011,#7F7F00,133.89925925925925
2011,#7F7F7F,367.4903703703704
2011,#7F7FFF,46.74074074074073
2011,#7FFF7F,14.924444444444443
2011,#7FFFFF,320.0503703703704
2011,#FF0000,32.31703703703704
2011,#FF007F,12.346666666666666
2011,#FF7F7F,99.92888888888889
2011,#FF7FFF,15.437037037037038
2011,#FFFF7F,210.07407407407408
2011,#FFFFFF,1893.7481481481482
2012,#000000,1418.7525925925927
2012,#00007F,183.67111111111112
2012,#007F00,11.905185185185186
2012,#007F7F,96.52444444444444
2012,#007FFF,147.03407407407406
2012,#7F0000,531.4162962962963
2012,#7F007F,6.0562962962962965
2012,#7F7F00,23.395555555555557
2012,#7F7F7F,520.0562962962963
2012,#7F7FFF,117.39259259259259
2012,#7FFFFF,115.55259259259259
2012,#FF0000,48.23703703703704
2012,#FF7F7F,265.78962962962964
2012,#FFFF00,14.755555555555556
2012,#FFFF7F,189.25629629629628
2012,#FFFFFF,2509.6444444444446
2013,#000000,1911.111111111111
2013,#00007F,146.0088888888889
2013,#0000FF,14.035555555555554
2013,#007F00,5.28
2013,#007F7F,66.85037037037037
2013,#007FFF,16.474074074074075
2013,#7F0000,501.4666666666667
2013,#7F007F,23.102222222222224
2013,#7F7F00,163.97037037037038
2013,#7F7F7F,442.962962962963
2013,#7F7FFF,99.56148148148148
2013,#7FFF7F,11.60888888888889
2013,#7FFFFF,84.39111111111112
2013,#FF0000,163.51111111111112
2013,#FF7F7F,313.9496296296296
2013,#FF7FFF,72.51555555555557
2013,#FFFF00,50.05037037037037
2013,#FFFF7F,235.8074074074074
2013,#FFFFFF,1807.3866666666668
2014,#000000,1358.4
