tconst,adult,backdrop_path,id,title,original_language,original_title,overview,poster_path,media_type,genre_ids,popularity,release_date,video,vote_average,vote_count
tt0020356,FALSE,/gmVoDR24LBV8KuWUshAiYNRfBxu.jpg,300936,Sailor's Holiday,en,Sailor's Holiday,"Sailors Pike and Shorty are on leave when a street woman swindles them out of some money by telling them she is looking for her long-lost brother, a sailor.",/sbBIV5w5yKKjudyljayMsk0NgWx.jpg,movie,35,1.171,1929-09-14,FALSE,4.8,2
tt0021268,FALSE,/7QOazyJJowvaMVG95RgnEfO8SvC.jpg,166636,St. Jorgen's Day,ru,Праздник святого Йоргена,"The priests, stock market officials, and police conspire to squeeze income out of pilgrims come to see relics of a Christ like figure. A pair of con men try to pass of a resurrected saint.",/clzd4u3ZIyLbWrnu7kqlJnkGcUj.jpg,movie,35,0.84,1930-08-25,FALSE,6.2,7
tt0023039,FALSE,/dI07i74HqJtCicdr7eBAkJnMn1p.jpg,882832,Husband's Holiday,en,Husband's Holiday,A stuffy family man cheats on his wife but she refuses him a divorce at first. Meanwhile his mistress resents her second class status.,/yQKY6qzlDi9FjR844L8MPcMuVJd.jpg,movie,18,4.5,1931-12-19,FALSE,0,0
tt0025006,FALSE,/9CIogToKpEminkkFmYGv4TbzXvp.jpg,178771,Cowboy Holiday,en,Cowboy Holiday,"Buck's friend Sheriff Simpson is after the Juarez Kid. Buck knows the Kid and the Sheriff's description does not fit. Buck then meets a one time outlaw who is now the Sheriff's deputy and thinks he is posing as the Kid. When a rancher is killed by the supposed Kid, Buck has a plan utilizing the real Juarez's Kid's ranch that will trap him.",/9873ifGd5BGn4iExk9dT7giQJZq.jpg,movie,37,2.744,1934-12-14,FALSE,5,1
tt0028763,FALSE,/2PBD2FxXhc9xcBeAbU09y6bFswF.jpg,241657,Dangerous Holiday,en,Dangerous Holiday,A young violin prodigy is assumed kidnapped after he runs away from home.,/hAyFPzLiNfVCiYqMCyAzdGdTOS0.jpg,movie,18,4.453,1937-06-06,FALSE,0,0
tt0039473,FALSE,/pGx38NLrB7ZYyX6aWYx0ogHCiNM.jpg,51655,Hoppy's Holiday,en,Hoppy's Holiday,"Hoppy, California, and Lucky travel to Mesa City for a short vacation. California buys new clothes and carrying his old ones in a suitcase, bumps into escaping bank robbers in the dark. His suitcase gets switched with that of the robbers and he is seen with the money. Hoppy must find the money that has mysteriously disappeared and also the robbers so that he can clear California who is now in jail.",/wM3dZIP0sGdqVGMWMCL0vgF8VoI.jpg,movie,37,2.083,1947-07-18,FALSE,0,0
tt0040848,FALSE,/jVT7GhSTo1wI50hzNim5eYSYJpY.jpg,43451,Summer Holiday,en,Summer Holiday,"Danville, Connecticut at the turn of the century. Young Richard Miller lives in a middle-class neighborhood with his family. He is in love with the girl next-door, Muriel, but her father isn't too happy with their puppy-love, since Richard always share his revolutionary ideas with her.",/kzXI15OQWzDpwweyUnKhiCSyqy5.jpg,movie,10402,7.924,1948-04-15,FALSE,4.9,9
tt0041099,FALSE,NA,654822,Holiday in Hell,ar,أجازة في جهنم,"A group of regular people join a gang, but they fail in executing their task, so the gang sacks them (literally), so they decide to start their own gang.",/n7FYNU3FQIz2fVBy2AJYH8FCEdm.jpg,movie,,0.841,1949-05-09,FALSE,0,0
tt0042568,FALSE,/wO09cYCyIKLcBKCLn9IpeZAaomF.jpg,531758,Holiday Rhythm,en,Holiday Rhythm,"A young executive is trying to convince an airline to sponsor a travel show on television, but he's not getting anywhere. When he tells his fiancé that he may have to postpone their honeymoon, she goes off on him, and as he backs away from her he hits his head on a fire extinguisher and knocks himself out. While unconscious he dreams his own version of the show he's trying so hard to sell.",/4Zm4mYCLJF4UUP8ljXyYY3EzTyR.jpg,movie,10402,4.166,1950-10-30,FALSE,0,0
tt0044715,FALSE,/hUUcnjzo3qQAK0vUqFr9dxsylc.jpg,193888,Holiday for Sinners,en,Holiday for Sinners,Three old friends reunite during Mardi Gras and try to forget their problems.,/9dzzRLMN9ubyyh0jV07UiiOMXS3.jpg,movie,18,1.283,1952-07-25,FALSE,5.5,4
tt0046487,FALSE,/qi7PmFSlCXVAwqlvdiN2ZrlxJGj.jpg,778,Monsieur Hulot's Holiday,fr,Les vacances de Monsieur Hulot,"Monsieur Hulot, Jacques Tati’s endearing clown, takes a holiday at a seaside resort, where his presence provokes one catastrophe after another. Tati’s masterpiece of gentle slapstick is a series of effortlessly well-choreographed sight gags involving dogs, boats, and firecrackers; it was the first entry in the Hulot series and the film that launched its maker to international stardom.",/r4F4tsU0Ajeh9ZYUkWOJSYmioj7.jpg,movie,35,15.7,1953-02-25,FALSE,7,409
tt0047939,FALSE,/yZs9lI1skZ89L2XqQ11XMwKhpg2.jpg,182874,Cinerama Holiday,en,Cinerama Holiday,"Two couples, one from St. Louis and one from Switzerland each go to the other's country and travel around.",/3ksyctXpOz3wYYCPbae5AkGaMdT.jpg,movie,99,1.96,1955-02-08,FALSE,7.7,3
tt0048104,FALSE,/8JaTBLcCT6OXkpRr7KmLfkpdkO5.jpg,4709,Holiday for Henrietta,fr,La Fête à Henriette,"Two scriptwriters argue about the fate of Henrietta, a charming and gamine shopgirl. One favors a comical path for their heroine, who is overcome with sentimental love for a young photographer on Bastille Day. The other has a more thrilling and dastardly fate in mind for her. Among the film's irresistible conceits is Hildegarde Neff as an oversexed circus bareback rider.",/qGGsEVGIVUPcmt8PrLNEHBQ3SCH.jpg,movie,35,3.542,1952-12-17,FALSE,7.3,12
tt0052897,FALSE,/vsjD6A1fUNK36I2wkcjkne9b0Y5.jpg,130980,Holiday for Lovers,en,Holiday for Lovers,"Clifton Webb as a strict, conservative father heads the cast of this 1959 comedy, about an American family vacationing in South America. Directed by Henry Levin, the film also features Jane Wyman, Jill St. John, Carol Lynley, Paul Henreid, Gary Crosby, Henny Backus, Wally Brown, Gardner McKay and Jose Greco.",/sGp2fbrOpuIGLKwpw7ufHsKrQcK.jpg,movie,35,3.577,1959-07-21,FALSE,4.5,2
tt0058197,FALSE,NA,277071,Holiday in St. Tropez,de,Holiday in St. Tropez,A hotel needs to be fixed up by its guests.,/9A7CMWRXX76PL9kRpFCLBnIxk6L.jpg,movie,"35, 10402",0.936,1964-08-14,FALSE,6,1
tt0064037,FALSE,/36dFOvSJXJEALPug3YQkCTx25gg.jpg,74403,The Christmas Tree,fr,L'Arbre de Noël,"A French-American millionaire, his girlfriend and his war buddy try to grant his dying son's every wish.",/usEaKgFPfVQHLKltzPshcPlIP4C.jpg,movie,18,13.827,1969-09-25,FALSE,6.4,27
tt0068683,FALSE,/AaGLbdEtiBsxSJ6QQBTnG3JvGlw.jpg,102965,Main Thing Holidays,de,Hauptsache Ferien,,/4o9yMG4h6IeLJAJtHVycoDmPm6k.jpg,movie,"10751, 35",0.6,1972-09-14,FALSE,4.8,4
tt0070004,FALSE,NA,467340,A Dream for Christmas,en,A Dream for Christmas,A Southern minister is assigned to a poor church in California where the congregation is drifting away and the church itself is scheduled for demolition.,/giBgyHmIXakArWSzpmSuZJGbM8U.jpg,movie,"18, 10770",5.488,1973-12-24,FALSE,6,2
tt0071613,FALSE,/ePMrWBFymjeEN2nbQsjUdfnusCt.jpg,19249,Holiday on the Buses,en,Holiday on the Buses,"Due to a female passenger falling out of her top whilst running for the bus Stan is distracted and crashes the bus resulting in the depot managers car being written off. As a result Stan, Jack and Blakey are fired. Stan and Jack soon get new jobs as a bus crew at a Pontins holiday resort but discover that Blakey has also gotten a job there as the chief security guard.",/lwzQzFvlOZcWVu5iVJlWF1487Oe.jpg,movie,35,13.055,1973-05-19,FALSE,7.8,52
tt0075846,FALSE,/AiRc3NN1Ix8oXgEBtoOBWcm2eRO.jpg,279926,"Christmas Miracle in Caufield, U.S.A.",en,"Christmas Miracle in Caufield, U.S.A.","Based on the true story of coal miners who became trapped underground in a cave-in on Christmas Eve, 1951.",/kyIlTd2pbCE8aBFJGwASz7Bk0gi.jpg,movie,"18, 10770",3.863,1977-12-26,FALSE,6.5,2
tt0075875,FALSE,/bLpkr4craZfkxGV037KqCeFiDsY.jpg,50076,Confessions from a Holiday Camp,en,Confessions from a Holiday Camp,"Timmy Lea and his brother-in-law Sidney Noggett are working as entertainment officers at Funfrall, a typical British holiday camp. The staff are lazy and inefficient, preferring to laze by the pool rather than organise activities for the holiday campers. A new owner, Mr. Whitemonk, an ex-prison officer, takes over the camp and is determined to install discipline into the staff. He is on the verge of dismissing Timmy and Sidney; however, Sidney's suggestion of organising a beauty contest changes his mind.",/iKGeRk6hN5SAn0l6yjzj6vJGBGW.jpg,movie,"35, 10749",5.284,1977-01-01,FALSE,5.4,12
tt0076783,FALSE,NA,456974,Sunshine Christmas,en,Sunshine Christmas,"A musician, brooding over the marriage of his sometime girlfriend, decides to take his adopted daughter to his home in Texas to celebrate Christmas with his family. While there, he begins to rekindle the relationship he once had with his childhood girlfriend.",/29ETxz7OZncDRmpigG4R9TbqcrV.jpg,movie,"18, 10770",4.722,1977-12-12,FALSE,0,0
tt0077281,FALSE,/iG1bmpihWb86eiGVBupQbchnBJE.jpg,267040,Blood Type: Blue,ja,ブルークリスマス,"UFOs appear on Earth, and people who actually see them suddenly find that their blood has turned blue. Soon panic and hysteria result in the new ""blue-bloods"" being persecuted by the rest of mankind, and eventually certain all-too-familiar measures begin to be taken against them.",/caS0bI3byDqwGdrANp1ojufps9d.jpg,movie,"878, 53, 18",6.297,1978-11-23,FALSE,6.2,4
tt0077465,FALSE,/tViqUQ62fPzqxeLXp2X38F8vKNN.jpg,60188,Where Are You Going on Holiday?,it,Dove vai in vacanza?,"In three vignettes, two exes, a tour guide and a married couple struggle to overcome a series of misadventures during their vacations.",/v7ieoiLENbYf63gksVrjlum8D8z.jpg,movie,35,11.813,1978-12-21,FALSE,5.7,68
tt0077710,FALSE,/no01BRi4G1rufpFnnDsBNKrkh3L.jpg,82175,L'Hôtel de la plage,fr,L'Hôtel de la plage,"Visitors young and old get up to fun antics and romance at a seaside hotel in Brittany, France.",/l9u0hd0eoiVSRMaq22mKx6KyQqu.jpg,movie,"35, 10749",3.168,1978-01-11,FALSE,5.5,32
tt0078968,FALSE,NA,445534,Christmas Lilies of the Field,en,Christmas Lilies of the Field,"In this belated sequel to 'Lilies of the Field' (1963), jack-of-all-trades Homer Smith revisits the chapel in the Arizona desert that he helped build for five German nuns under the supervision of Mother Maria, and he reluctantly helps them out of a pinch once more.",/gTMwml2cNeecg122jSpf8wRgebB.jpg,movie,"18, 10770",6.383,1979-12-16,FALSE,5,1
tt0080822,FALSE,NA,424854,Crazy Swedish Holidays in Paris,sv,Gräsänkor på skandalsemester,"Barbro and Ulla are two Swedish friends who maintain the myth of Swedish liberty and sexual appetite. Evert and Jan-Olof, their spouses, are not worse, and have competitions about who can give their respective wife the most pleasure.",/jDsqx8MAYeE1YXHsg8O4PVuysxO.jpg,movie,35,1.456,1980-08-25,FALSE,1,1
tt0085593,FALSE,/5Xv6xEu6TaExiEklKQxUIgp9qV5.jpg,153918,The Gift of Love: A Christmas Story,en,The Gift of Love: A Christmas Story,"After experiencing several stressful situations within a short time — including the failure of the family business and the loss of her mother — Janet Broderick becomes ill. Falling into a deep sleep, she dreams of returning to her hometown, taking her children with her to meet her deceased loved ones. Perhaps, during a Christmas reunion with her beloved family, she will find the answer to coping with her troubles.",/hnV117phybCYA7JVqPecs8pYzFB.jpg,movie,"18, 10770",8.317,1983-12-20,FALSE,6.5,2
tt0087548,FALSE,NA,219541,Kenny & Dolly: A Christmas to Remember,en,Kenny & Dolly: A Christmas to Remember,"Now-classic holiday special based around Rogers' and Partons' best-selling album, Once Upon a Christmas.",/sXyZvCN5oTbaCUnZTTeBSMWqBox.jpg,movie,"10402, 10770",3.597,1984-12-02,FALSE,6.5,2
tt0089285,FALSE,NA,193171,Wakacje w Amsterdamie,en,Wakacje w Amsterdamie,"The film tells the trials and tribulations of marriage Kosińskich, which breaks down as a result of his wife travel to work abroad in Amsterdam. The woman extends her stay in the Netherlands, and eventually divorces her husband Paul. In parting, their deprived son Michael looses both parents, and is forced to be present in court for divorce hearings and sent to child care services.",/AdKqc6JWl29ASHx6s57jpJNVxzc.jpg,movie,18,1.37,1986-06-16,FALSE,9,1
tt0090838,FALSE,NA,374438,Christmas Eve,en,Christmas Eve,"Story of a well-to-do elderly woman, who befriends the homeless and volunteers her time with children, who learns she has an incurable illness and wants desperately to reunite her three grown grand children (who are scattered across the U.S. living their own lives), with their estranged father, her son. She hires a private detective to search for them so as to try to get everyone together on Christmas Eve.",/Ypds5Mo5bsxqCkyB5rMSQAlRTw.jpg,movie,"18, 10770",3.494,1986-12-24,FALSE,7.7,3
tt0090839,FALSE,/1cA5kuhmIpd6qPhTjs645kCCzkm.jpg,99914,The Christmas Gift,en,The Christmas Gift,A widowed New York City architect and his young daughter take a Christmas vacation and end up in a small mystical town in Colorado where everyone believes in Santa Claus.,/iTDsf98X0KHRUiZiiFqP36Rgjee.jpg,movie,"18, 10751, 10770",8.177,1986-12-21,FALSE,5.7,14
tt0093198,FALSE,NA,144082,A Hobo's Christmas,en,A Hobo's Christmas,"A hobo played by Barnard Hughes decides it's time to go home. Drifting from place to place, Hughes finds himself in his hometown of Salt Lake City at Christmas time. Here he hopes to close old wounds and be reunited with his unforgiving son played by Gerald McRaney, and get to know the grandchildren he has never met. McRaney, still resenting the fact that Hughes ran out on his family 25 years earlier, gives his father only one day with his grandkids; after that, he's expected to leave and never come back. All the while Hughes' friends warn him that his son and the past are memories that are best left alone, and should leave, but he has to find out for himself.",/fKlqPdMdsU0AbqB6Svc0snllxZ7.jpg,movie,"18, 10770",4.803,1987-10-20,FALSE,7,3
tt0094873,FALSE,NA,108018,The Christmas Wife,en,The Christmas Wife,"An aging and recent widower, not wanting to spend his first Christmas alone, responds to an ad in the newspaper which reads: ""You are not alone. We make social arrangements of all kinds.""  When he visits the Social Arranger, he makes it very clear his only interest is in ""social company"" and is subsequently introduced to a woman who agrees to spend the holiday with him. The woman bids him to not ask any questions about her personal life, which harbors a secret that threatens their developing friendship, and could ultimately change both their lives.",/7ftGUe7Rc5H7dbVkfFG11B8KKA7.jpg,movie,"18, 10749, 10770",2.093,1988-12-12,FALSE,7,3
tt0095347,FALSE,NA,357901,I'll Be Home for Christmas,en,I'll Be Home for Christmas,"The Bundy family try to have a good family Christmas, despite World War II.",/4i4XUItmsZBZMXBCGjNzFDwvYSF.jpg,movie,"18, 10770",6.775,1988-12-12,FALSE,0,0
tt0095589,FALSE,/kqReDf0KaPP78rbr1nbirAlIs15.jpg,1020226,"Marcus Welby, M.D.: A Holiday Affair",en,"Marcus Welby, M.D.: A Holiday Affair","Robert Young brings his Marcus Welby alter ego to television for one last time. Having retired, the good doctor takes a trip to Europe alone and falls in love with an American divorcee who is caring for a blind dancer.",/rxHP1RKv4mfBVvwE5JbSQZ8gNM3.jpg,movie,"18, 10770",0.682,1988-12-19,FALSE,0,0
tt0097126,FALSE,NA,285712,Das Mädchen mit den Feuerzeugen,de,Das Mädchen mit den Feuerzeugen,,/nCtyaMqYcOHKU7kd1pfY6oUKKx6.jpg,movie,18,0.6,1987-12-17,FALSE,10,1
tt0097958,FALSE,/1KYDPOC6ENDWCkW3TGCdca104hi.jpg,5825,National Lampoon's Christmas Vacation,en,National Lampoon's Christmas Vacation,"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.",/gL8ZDtAy8vO95aAnv1H5CR4CGMA.jpg,movie,35,146.791,1989-11-30,FALSE,7.224,2147
tt0099780,FALSE,NA,344663,Holidays on the River Yarra,en,Holidays on the River Yarra,Two teenagers get entangled in a criminal coup enterprise but must raise $500 each in order to set sail for Africa.,/rgniv72dSTvSWBjcsiuYgvaAbjm.jpg,movie,,1.4,1991-09-15,FALSE,5,3
tt0099930,FALSE,/bIPKYkyWuQjkTfBupBmV9hamb6y.jpg,325585,The Kid Who Loved Christmas,en,The Kid Who Loved Christmas,"In this sentimental holiday tale, a young boy is taken away from his loving, adoptive household when his new mom is killed in an auto accident and his traveling musician dad is deemed unfit to care for him, being on the road too much. Now, the only thing that can help is if a cold, bureaucratic adoption agency caseworker sees the error of her ways and allows them to be together.",/oEtp1fKN8fHoQjkZ1ckA4XiFdPz.jpg,movie,"18, 10751, 10770",4.86,1990-12-14,FALSE,6.7,3
tt0103960,FALSE,NA,18980,The Winter Stallion,en,The Winter Stallion,"Dai Davies (Eric Wyn) is a Welshman running a cash-strapped farm in modern Wales and raising his orphaned granddaughter Gwen (Sian MacLean) with the help of her godmother Nerys (Lynette Davies). When he dies unexpectedly, he leaves Gwen's guardianship to his estranged son Alan (Daniel J. Travanti), who has returned to Wales accompanied by his stepson Cliff Dean (Patrick Loomer). Alan's return pits himself against land developer Howard (Dafydd Hywel) and Cliff against Gwen's would-be suitor Gwilyn (Richard Lynch). As Alan and Gwen try to connect in the background of readying the farm's prize stallion Mabon for a race that could save the farm, Howard resorts to dirty tricks to try and force through the farm's sale.",/oaz0vGrm6o1LaIlVvD2LKMCDCw5.jpg,movie,"10751, 10770",2.4,1992-01-01,FALSE,4.5,2
tt0112509,FALSE,NA,70934,Billy's Holiday,en,Billy's Holiday,"This movie is all about a normal guy called Billy Apples. He is a social drinker and sometimes lead singer of a band. While he is doing all of this, he still manages to bring up his teenage daughter. One night while sitting at home Billy finds that he has a talent! He finds that he is able to sing like his idol, 50's singer Billie Holiday. From there he is going places, from huge live performances to even cutting a hit record, but in the end he must make a choice between the life he has, and the life he once knew. Written by Graham Wilson Jr",/xe08JcSJuUzOijAsbl8HmlbspnU.jpg,movie,,1.534,1995-07-26,FALSE,0,0
tt0116189,FALSE,/9wyIjY5jQWRlYYlpwaTWsVdss6g.jpg,278818,Sesame Street: Elmo Saves Christmas,en,Sesame Street: Elmo Saves Christmas,"Can there be such a thing as too much Christmas? Find out... when a magical Christmas wish is granted and Elmo gets to see what the world would be like if every day were Christmas! You'll enjoy lots of songs and holiday cheer with Elmo and his new friend Lightning, the reindeer, and discover for yourself why Christmas is best kept to one day a year!",/9uo62njF52kMYQLU3DbzUn1y5wX.jpg,movie,"10751, 10402, 12",8.217,1996-12-24,FALSE,6.2,10
tt0116717,FALSE,NA,231472,Joulubileet,fi,Joulubileet,"A story of Mike, just out of prison, and his buddies throwing a Christmas party under the most obscure circumstances is filled with juicy dialogue and plot twists that will definitely make your jaw drop – and have you chuckle for days after.",/nBTDWA54R0heqyjtyyMMxF55PiF.jpg,movie,35,3.108,1996-11-29,FALSE,7.1,8
tt0118201,FALSE,/ZKRShrHJSI8mE0jSr2Rhb8gGbt.jpg,58777,Will It Snow for Christmas?,fr,Y'aura t'il de la neige à Noël ?,"A woman and her seven children live on a farm in Southern France. In spite of the hard work and the mediocre accommodation, their life would be a happy one, but for one person: the owner of the farm, an egotistic and authoritarian individual who is also the lover of the woman and the father of all her children. The farmer handles them as his property, uses them as cheap labour to work in the fields, and denies them the right to leave the farm. It is only the love of the woman for her children that allows them to endure their situation; but even for her, disenchantment has set in.",/yMYgQoFbo58eIc9nX8UsI1T7MLW.jpg,movie,18,3.653,1996-12-25,FALSE,6.9,28
tt0122244,FALSE,NA,568928,Scrooge's Rock 'N' Roll Christmas,en,Scrooge's Rock 'N' Roll Christmas,Scrooge is visited by a girl with a snow globe—which shows him people like Mike Love and Three Dog Night singing Christmas carols—to teach the crotchety old skinflint the True Spirit of Christmas.,/eqY6RXPM6VzIUWlchSa8KGDMs5g.jpg,movie,"10770, 10402",2.054,1984-12-23,FALSE,0,0
tt0122260,FALSE,NA,1023049,Skyward Christmas,en,Skyward Christmas,"In this sequel to ""Skyward"" and pilot to a prospective series, Julie attempts a secret flight to bring her grandfather home for a Christmas reunion.",/1ZxQdmU6WkuwxXcWrEf1FaHHLO1.jpg,movie,"18, 10770",2.082,1981-12-03,FALSE,0,0
tt0125465,FALSE,NA,333067,Last Holiday,kk,Posledniye kanikuly,"May Day in Alma Ata, 1979. Valera, Karim and Jacob are a crew of hard-partying, drug-taking teenagers looking for kicks during their spring holiday, and they break into the bar at the Highland ice rink and steal an electric guitar. When Valera's dad finds the guitar, he turns his son over to the police, who brutalize him and leave him severely wounded on the outskirts of town. Karim and Jacob kill Valera's father, then hide their friend and do their best to keep him alive.",/vdKyjs4bAU0ZMMrFMHGfmR6QLiB.jpg,movie,18,1.12,1996-01-02,FALSE,3,1
tt0125945,FALSE,NA,306107,Holiday Hookers,en,Natale in casa d'appuntamento,"Madame is running a high class escort (and prostitution) service. She wants to quit the business as soon as she makes enough money to make her dreams come true. However, the relationship with her girls is deteriorating.",/8MKRcmVYFon4DsUZqVYlG8IQtwt.jpg,movie,35,2.484,1976-01-01,FALSE,2,1
tt0129145,FALSE,/tdmSQay8btI9OQbOFC6Rd7hsG7Z.jpg,208789,Holidays with Pay,en,Holidays with Pay,"The Rogers family head off by car to Blackpool where, after a musical interlude and fun on the prom, they have an adventure in a haunted house.",/wMcftpfRpqflROMYl4vkUnV0Ubc.jpg,movie,35,1.341,1948-07-20,FALSE,0,0
tt0129827,FALSE,/oGTVhjPlU0Wd8hKbVnZEoi4qhDA.jpg,355924,A Christmas Reunion,fr,A Christmas Reunion,Follows the story of grandfather and his grandson and what their generations had to go through which in the end may not be that different.,/1mGvtDauoz61RSLbW0oeLB5PGgh.jpg,movie,"18, 10770, 14",1.777,1994-11-30,FALSE,6,1
tt0136399,FALSE,NA,1215744,"Merry Christmas, George Bailey!",en,"Merry Christmas, George Bailey!","Performance of the 1947 Lux Radio version of ""It's a Wonderful Life"", taped live in the historic Pasadena Playhouse as a benefit for the Pediatric AIDS Foundation.",/vjtHskJCjtSZaUpJHuPVjyW5vUk.jpg,movie,,1.176,1997-12-25,FALSE,0,0
tt0137044,FALSE,/69IkUptoypsqdG5UecZJ5EzuB4F.jpg,439254,Jouluksi kotiin,fi,Jouluksi kotiin,"Construction worker Urho Suomalainen, his factory-worker wife Sirkka, and their two school-age children dream about getting away from their cramped rental apartment and moving to a house of their own. Urho decides to build one from scratch, starting from hauling trees from the forest to the sawmill. As the building progresses, a serious fault is discovered in its foundations. The family also has problems with their mortgage. Urho develops pneumonia and passes away before he sees his house completed. At his grave, a fellow worker gives a powerful speech praising socialism.",/t7snDScBa6hltN74ZnrCHZ8h6Xc.jpg,movie,18,1.4,1975-04-11,FALSE,7,2
tt0139393,FALSE,/mzrxWd7IN2LiFj0gMuBY8cXLkD.jpg,496030,Johann's Gift to Christmas,en,Johann's Gift to Christmas,A mouse from the streets and a church mouse try to help a priest and an organist save Christmas by composing a Christmas carol.,/ajbRzlN9KqXPTBxsI4dNRUYKS7S.jpg,movie,"16, 10751",4.327,1992-09-25,FALSE,0,0
tt0144827,FALSE,NA,373519,Christmas,en,Christmas,"An adaptation of Dickens' ""A Christmas Carol "" with Robert Guillaume as John Grin, the Scrooge character. His son Kevin has a role as the Bob Cratchit character, with Geoffrey Holder and Ted Lange as two of the Ghosts.",/uwGU8T3akrd2IaJrEI1eTb8QqEA.jpg,movie,"18, 10770",2.676,1986-12-01,FALSE,0,0
tt0144828,FALSE,/wJXrffAijhFdGwFVgYxNdUWo9NU.jpg,815922,Christmas in America,en,Christmas in America,"TV movie depicting a father and son's strained relationship with the mother often trying to be the bridge between the men in her life. The father, Frank Morgan (Kenny Rogers), is a photographer who is too often absent, according to his son. When his son, David Morgan (Kenneth Rogers Jr.), finally attends a display of his father's work despite still being bitter about their relationship, he finally realizes how important his family really was to him.",/v3blpqZ3tKsPlRUzzdgd68x9BL6.jpg,movie,"10770, 18",0.862,1989-12-13,FALSE,0,0
tt0156400,FALSE,NA,44349,The Christmas Wish,en,The Christmas Wish,"Returning to his home town after the death of the grandfather who raised him, slick and cynical Wall Street trader Will Martin feels decidedly out of place, and not at all in tune with the Christmas preparations being made by the local citizenry. But Will isn't really taking a sentimental journey at all: He's merely in town to modernize and streamline his family's real-estate company. While going through his grandfather's effects, Will and his grandmother come across the old man's diary--which reveals a lengthy relationship with a woman named Lillian.",/eS5FSn26Cbk1gBGDkjoxGfjgkV9.jpg,movie,"10751, 18, 10749, 10770",3.77,1998-12-06,FALSE,6.2,13
tt0173731,FALSE,/qcHxfhxkANO7zMq1KKAZnVgfJex.jpg,548558,Home for Christmas,en,Home for Christmas,Dolly Parton returns home to Sevierville and to Dollywood where she joins her family and friends to share songs and memories of the holidays in this 1990 TV special to accompany her Christmas CD Home for the Holidays.,/bUo1vPKgE9Z0rKanzOjH2SeGzaj.jpg,movie,"10402, 10751, 99",1.148,1990-12-21,FALSE,6,1
tt0176292,FALSE,NA,324472,Christmas Wafer,sk,Vianočné oblátky,Lovely overview of traditional Slovak Christmas.,NA,movie,"10751, 10770, 10402",1.4,1977-12-24,FALSE,8,1
tt0177398,FALSE,NA,193973,You're Invited to Mary-Kate & Ashley's Christmas Party,en,You're Invited to Mary-Kate & Ashley's Christmas Party,"Come join Mary-Kate &amp; Ashley's Christmas Party. There will be singing, dancing and lots of fun!! If it's up to me (and me) you'll RSVP!!!!",/lxrQkEsN4Mr42iQVAeLj3JdmmrB.jpg,movie,,1.448,1997-01-01,FALSE,7.3,3
tt0178787,FALSE,/x6kEf43JgFCX7WC3WoFsldPZPAT.jpg,437506,Navidad de los pobres,es,Navidad de los pobres,A woman finds herself in trouble from a single mother whose father has stolen her child and decides to protect her.,/lVL5P5u0Xe0368JIPrXM1GmQEnQ.jpg,movie,35,0.6,1947-08-12,FALSE,0,0
tt0180984,FALSE,NA,30401,Scream Queens Naked Christmas,en,Scream Queens Naked Christmas,Scream Queens celebrate Christmas with no clothes on.,/41vmO4hAeirx1zj5dSimAOx67eV.jpg,movie,"27, 10770",2.058,1996-10-22,FALSE,2,2
tt0182307,FALSE,/3Wnp2JlkLQl1qScDLSFifqQHhv.jpg,316076,Maridos en vacaciones,es,Maridos en vacaciones,"Friends Alberto and Jorge, who work together in an insurance company and live in the same building, are married to two sisters (Elsa and Alicia). When they go on vacation to Mar del Plata, Alberto and Jorge decide to enjoy their ""single life"". In addition to this, they have to fulfill a duty entrusted by their boss: to find the revue theater entrepreneur Félix Sagastume, to sign an insurance contract.  It is in a canteen where they go to look for him, and there they meet two aspiring vedettes (Zuzú and Bibí), who confuse them with important businessmen and see in them a possibility of achieving fame.",/e9rnww1Nh3H2iPtEGLe2UCfgKmm.jpg,movie,35,2.207,1975-06-26,FALSE,7.1,14
tt0183681,FALSE,NA,365035,Friday Is No Holiday,cs,Pátek není svátek,,/dQSNJLpHSHIn09f14OeDFahxqky.jpg,movie,35,2.113,1980-03-14,FALSE,5,2
tt0187774,FALSE,NA,110437,Carry on Christmas,en,Carry on Christmas,"Sid James as Father Christmas recounts times of the festive season through the ages, from life in stone age times. A country house party in the 18th Century. Christmas in the trenches during world war one. Next up is a Robin Hood send up with Sid as Robin.",/sBWlAtsxSePDAmqEu8HVIucajL0.jpg,movie,35,3.903,1973-12-24,FALSE,7,4
