tconst,adult,backdrop_path,id,title,original_language,original_title,overview,poster_path,media_type,genre_ids,popularity,release_date,video,vote_average,vote_count
tt14945492,FALSE,/qwREqLTeSUh2LsvSi1worZnHQK3.jpg,1032454,Christmas Unfiltered,en,Christmas Unfiltered,"A teen who feels ignored by her family makes a Christmas wish to be listened to, then wakes up and discovers she can only tell the whole truth.",/gVx7g8YkrjDVF62zMFGMxyjExen.jpg,movie,"35, 18, 10751",11.059,2022-12-01,FALSE,6.4,21
tt14980372,FALSE,/3oazc11uSYs0dcHCGTRGILaaZFO.jpg,1071852,Blackjack Christmas,en,Blackjack Christmas,"A story of two sisters - one who migrated to and built a nice life in the US, while the other stayed behind in their native Jamaica. When addiction threatens to tear the family apart, the sisters find their way back to one another and rebuild their bond.",/oPctPddohJtP5H1i30cqjCbtymz.jpg,movie,10751,5.38,2022-12-15,FALSE,0,0
tt14999558,FALSE,NA,987770,Anything But Christmas,en,Anything But Christmas,"A Kentucky State Representative has proposed a bill to change the Christmas holiday’s name to something more inclusive.  It is presented as the Holiday Bill, but if the bill passes and they do change the name, what will they call it?  No one seems to know,  just Anything BUT Christmas.",/1sIThl0wV271onvKbFpEMc3h7cH.jpg,movie,35,1.4,2021-12-03,FALSE,0,0
tt15005176,FALSE,/wUz99i3I4zZ71KM0t1tLKQJJId9.jpg,1065039,Christmas in Miami,fr,Christmas in Miami,"Akpos jets off with his family to the exotic city of Miami, Florida to represent Nigeria at the Intercontinental Christmas Fiesta, which is a unifying Fiesta that will bring together 6 families from 6 very diverse nations across 5 continents, to spend the week leading up to Christmas together, on an exotic island in Miami, USA. This 'mini' Olympics of Christmas is a multi-ethnic story of unity in diversity. It celebrates how we are all different, but the same, or how we are all 'same difference'. It reminds that Christmas transcends skin colour and racial barriers. It's a rib-tickling comedy that aims to unite borders by helping each of the nations represented to also debunk long-held negative stereotypes and perceptions that the general public always had about them. And of course, somewhere in between all of these, we are treated to endless servings of Akpos' mis-adventures.",/bpk7OXQvrmlJ5rDZBANPMqcWmlR.jpg,movie,35,1.236,2021-12-24,FALSE,0,0
tt15010346,FALSE,/8azo79XONFzslTjdqZPhPNiAdfy.jpg,882968,Christmas on 5th Avenue,en,Christmas on 5th Avenue,"Eve, A Christmas loving professional wish granter, takes on the task of decorating the high-end condo for a reclusive writer who is spending the holidays out of town. But when the handsome writer turns out to be home for the holidays after all, Eve will have to pull out all her tricks to make him fall in love with Christmas all over again – and maybe find romance along the way.",/pJE4lG23q6xX1MrxUQtqMXyI46f.jpg,movie,"10770, 35, 10749",5.529,2021-11-21,FALSE,6.8,9
tt15010580,FALSE,/oh6DxnmuOdQaRCF1FEibtFSjRss.jpg,1035919,Christmas with My Ex,en,Christmas with My Ex,Christmas chaos ensues when a woman is forced to spend the holidays with her ex and family.,/rGlV8m30gTVCfspkYZGRyoCztDK.jpg,movie,"10770, 35, 10749",1.949,2022-12-04,FALSE,7,1
tt15026092,FALSE,/2MBxfbH1OJ86oGWd6wNQ3rqANZO.jpg,995963,Christmas for Sale,en,Christmas for Sale,"Real Estate Mogul Terri McKenzie finds herself with a case of mistaken identity when Billionaire George Camden needs help with his divorce proceedings. When she falls in too deep, can the truth save her company and her heart?",/YLOMckeVav8ivq8p1d03muZHdi.jpg,movie,"10749, 10770",2.512,2021-12-23,FALSE,6,1
tt1504362,FALSE,/uIM194h5adOGZP59BvIAJbLjsfV.jpg,33282,Natale a Beverly Hills,it,Natale a Beverly Hills,The story of some Italians at Beverly Hills during the Christmas holiday.,/1XkhgSNga06JO5JFcbkn2KT9mRg.jpg,movie,35,10.941,2009-12-18,FALSE,4.8,276
tt1508256,FALSE,/tNokpmLEe6zxNvrxBJrk8jHjSEv.jpg,484100,Дедушка в подарок,ru,Дедушка в подарок,,/DwwiNv36hyWuSJ387089fncFlT.jpg,movie,"10749, 10751",0.6,2008-12-29,FALSE,6,1
tt15091462,FALSE,/hY2sAMW4E27B8ms7Jv2nfsSSEoo.jpg,881853,The Enchanted Christmas Cake,en,The Enchanted Christmas Cake,"Gwen recently lose her grandmother and she is struggling to run their bakery and regain the Christmas spirit, and figure out her grandmother's magical recipe for the town's legendary Enchanted Christmas Cake.",/rKaJoJlrrxn1lTVoukWtysjyIjn.jpg,movie,"10770, 35, 10749",7.248,2021-12-15,FALSE,6.1,38
tt15111214,FALSE,/ta12Yq6Eg9IgxFO1tGgqcVnzdWu.jpg,854424,Secret Santa: A Christmas Adventure,en,Secret Santa: A Christmas Adventure,"Friends Ted and Andre are down on their luck with no plans for Christmas. Late one December night, they are visited by a strange guest with an unusual request for help.",/zOhspQbxPkX0ptTHQNreZTzsbbN.jpg,movie,"35, 12, 18",2.222,2021-11-11,FALSE,7.2,4
tt15235708,FALSE,/jCSTuEOP6VeWBYMgLMTkue4Iu3a.jpg,877828,A Dickens of a Holiday!,en,A Dickens of a Holiday!,"To make the 100th anniversary of her hometown's Victorian festival a success, Cassie invites action movie star and former high school classmate Jake to play Scrooge in A Christmas Carol.",/rqm52nuyi19lxFEHz4DCVsCmA6v.jpg,movie,"10770, 35, 10749",8.011,2021-12-10,FALSE,7.2,20
tt15248422,FALSE,NA,917795,The King: A Christmas Story from a Heavenly Perspective,en,The King: A Christmas Story from a Heavenly Perspective,"Join a journey of amazement, wonder, and lots of commotion as two young angels discover the mission of their beloved King. At first disillusioned, they soon learn His mission of mercy and forgiveness is the world's only hope.",/8upcQpfv530pSxyf1q2eLWf9G7Q.jpg,movie,,1.114,2021-11-02,FALSE,0,0
tt15279930,FALSE,/1nWcH24c8lf2XcsR8fHJ8lLxWx8.jpg,1033230,Another Christmas,en,Another Christmas,Kelly Brooks is an elementary schoolteacher who gave up on love during the holiday season until her childhood friend Andrew a professional baseball player returns home to win Kelly's heart for Christmas.,/rWMMD3OHwetD0xY4QE3T5WRJw9e.jpg,movie,"10749, 35",1.4,2022-11-01,FALSE,0,0
tt15353214,FALSE,/nsseuqyttnzWsPFwzNLR7eAxOnJ.jpg,888652,'Twas the Fight Before Christmas,en,'Twas the Fight Before Christmas,"In this true-life twist on a holiday fable, Jeremy Morris brings a whole new meaning to Christmas spirit when his extravagant seasonal display sparks a dispute with his neighbors that lands them all in court.",/5TNSfR1OdcNHMnJV7QczdqdfaGR.jpg,movie,99,9.701,2021-11-24,FALSE,6.3,23
tt1539985,FALSE,NA,568920,Christmas with the King Family,en,Christmas with the King Family,"The King Sisters are back with their family to celebrate their favorite holiday in this 1967 Christmas special. The family shares some of their favorite Christmas songs. This show includes many touching moments, including King Sister Alyce dedicating ""I'll Be Home for Christmas"" to her son away in the army, who then surprises her on the show and they finish the song together.",/eMEm4OD0N9OS8tN07rhjvbSeyL7.jpg,movie,,0.6,1967-12-01,FALSE,0,0
tt1541785,FALSE,NA,60497,Victoria Wood's Midlife Christmas,en,Victoria Wood's Midlife Christmas,"This is the time of year when friends and family gather round the television to exchange the traditional greeting -“Don’t bother, there’s nothing on”. Well this Christmas join Victoria Wood for her ‘Mid Life Christmas’ featuring highlights from the Mid Life Olympics 2009, with the most unlikely sporting events and a dance number that brings together the killer combo of midriff bulge. Victoria then dons a bonnet and corset, for the popular costume drama Lark Pies to Cranchesterford, and revel in the further adventures of soap star Bo Beaumont played by long term collaborator Julie Walters. DVD extras include the searing in-depth documentary (!) ‘What larks!’",/8Y5HHjltYILCiXD5zjbybdLHmt2.jpg,movie,35,3.84,2009-12-24,FALSE,6,1
tt1542347,FALSE,NA,572122,A Carol of Christmas,en,A Carol of Christmas,"Only Charles Dickens himself has told the tale of Scrooge better then Green 7's A Carol of Christmas. This rendition of Dickens' classic tale stays true to the story, while adding some laughs along the way.",/9OLxobWLgGwbU31RtekFfadvBAj.jpg,movie,"35, 14",0.6,2005-11-07,FALSE,0,0
tt15450798,FALSE,/44mOWHCcdd1XGc4BtZaojQGQiXS.jpg,912862,Hot Mess Holiday,en,Hot Mess Holiday,"A jilted woman and her friends end up with a 35-carat blood diamond during Diwali, but when it goes missing, they must find it before they get their eyes scooped out by a homicidal maniac.",/zlBtshlOLY32yOWMZr90w0h1Cy8.jpg,movie,35,2.274,2021-12-11,FALSE,7.2,4
tt15484422,FALSE,/f0Jmk9yx8BLFfnzUz2V5QDkaYf6.jpg,877692,"You, Me and the Christmas Trees",en,"You, Me and the Christmas Trees","An arborist helps a fourth generation Christmas tree farmer whose evergreens are dying just before the holiday. As she tries to get to the root of the problem before the town tree lighting, they begin to fall in love.",/ezgKTTz3ZT6wksXREympqR7G2eM.jpg,movie,"10770, 35, 10749",6.521,2021-10-22,FALSE,6.8,23
tt1552113,FALSE,NA,77464,Surviving the Holidays with Lewis Black,en,Surviving the Holidays with Lewis Black,"Armed with history, humor and his trademark ranting, comedian Lewis Black takes a hilarious look at how to survive the ""month-long festival of consumption"" without losing your mind.",NA,movie,"35, 99",4.866,2009-11-23,FALSE,6,3
tt15565724,FALSE,/3vkpM0Ao1CXpwFiXsSSm1CgDfn.jpg,882098,Grumpy Christmas,es,Una Navidad no tan padre,"Bitter, grumpy patriarch Don Servando and his family travel to spend Christmas with Doña Alicia, a relative who becomes his ""ultimate nemesis"". It may be Christmas, but Don Servando is set on proving to everyone that Doña Alicia is a terrible person.",/eCLuwrumpumraYW7eg7fNRr0F5P.jpg,movie,35,10.378,2021-12-21,FALSE,7.6,77
tt15655480,FALSE,/vslFNk8F17vcJXtmEK4IhkkXm09.jpg,874152,Christmas in My Heart,en,Christmas in My Heart,"With Christmas fast approaching, concert violinist Beth returns to her hometown after the recent death of her mother, the elementary school’s beloved music department head.",/tLmDLwzBCJu1oID4EkiORECVrZb.jpg,movie,"10770, 18, 10749, 10402",6.185,2021-10-23,FALSE,6.2,19
tt15691922,FALSE,/SpcCpHfaiWoBef6McRyl2UGlDL.jpg,874193,Christmas CEO,en,Christmas CEO,A small toy company CEO gets a once in a lifetime offer to merge with a mega toy company but will need her estranged ex-business partner's signature to seal the deal. What he helps her rediscover will change both of their lives.,/sEr64YRNev9EW7YIyUqpcxK8Z9T.jpg,movie,"10770, 10749",8.745,2021-11-26,FALSE,5.6,21
tt1570352,FALSE,NA,493618,Christmas Dreams,en,Christmas Dreams,"A story of a lonely 11 year old girl (Sam) who wanders into a second-hand store in search of a Christmas present for her teenage sister. There she meets Rose (Cynthia Dale), the kind but eccentric shopkeeper, who calls her collection of castoffs “A Gallery of Temporary Art”.  With Rose’s help, Sam goes on a series of magical musical adventures, and rediscovers the beauty and joy of Christmas while Rose rediscovers the beauty, joy and importance of family.",/cKUcpWRHn9B1N4ko0G7MzXDFTOt.jpg,movie,,0.6,2009-12-16,FALSE,0,0
tt1572008,FALSE,/4a8IdLU4Z77SpGtvWi9g1NtZ4Uu.jpg,50652,A Nanny for Christmas,en,A Nanny for Christmas,"Ally (Emmanuelle Vaugier) is a smart young career woman who needs a new job. Samantha (Cynthia Gibb) is a busy Beverly Hills advertising executive/mom whose too-well-mannered kids need some fun in their lives. And Danny Donner (Dean Cain) is the tough-guy owner of a chocolate company who wants a major ad campaign immediately. Could it all somehow lead to the Christmas that changes everyone's lives forever? Richard Ruccolo, Sierra McCormick, Jared Gilmore and Sarah Thompson co-star in this surprising comedy about little white lies, big holiday wishes, and a woman who may just find love in the most unexpected places by becoming A NANNY FOR CHRISTMAS.",/4JbeW7KEtEw187yljOk5A9HfqWI.jpg,movie,"35, 10751, 10770",7.38,2010-11-23,FALSE,5.5,55
tt15758400,FALSE,/eE3wZ9Lbp6hpBPnwiUW8msNcFfh.jpg,874161,Open by Christmas,en,Open by Christmas,"When Nicky finds an unopened Christmas card from a high school secret admirer, she and her best friend Simone search to find and thank the anonymous author.",/iAGrDr0EWqu8ZjCsIYSfuMH32SR.jpg,movie,"10770, 35, 10749",7.596,2021-11-12,FALSE,6.6,21
tt15766640,FALSE,/xHsc5OzhylbxDzJUTIDXckwcF2F.jpg,874124,An Unexpected Christmas,en,An Unexpected Christmas,"Jamie hasn’t told his family that he and his now ex-girlfriend Emily broke up. After an inopportune run-in with Emily at the train station in his hometown, Jamie convinces her to pretend they’re still a couple to avoid ruining Christmas for his family.",/xX3396RcIQynrulZHFlE1DqAOfy.jpg,movie,"10770, 35, 10749",12.355,2021-11-26,FALSE,6.3,35
tt15772866,FALSE,/flL1IWMnMuush1SVYapkKvQCmCg.jpg,905068,Christmas with The Chosen: The Messengers,en,Christmas with The Chosen: The Messengers,"A theatrical event combining a Christmas special episode of The Chosen titled, “The Messengers,” and a night of music and Christmas celebration with some of CCM’s biggest names.",/dMjZV5W0MT2XNRv0cnYIN3m9kmh.jpg,movie,"10770, 18, 10402",6.748,2021-12-01,FALSE,7.8,4
tt15800166,FALSE,/rQoxM4kbnPGUTzgEkZhTcpr4tln.jpg,906418,Adventures In Christmasing,en,Adventures in Christmasing,Parker Baldwin finds her Christmas plans upended when her network persuades her to spend three days in the wild with survivalist Finn Holt for a holiday television event.,/cdeOHoM3HodzwOBHxqqDlBuF5mN.jpg,movie,18,1.413,2021-11-29,FALSE,6.7,2
tt15800254,FALSE,/xp7fd4ZZC2vrXajxKxue8sCh5Pj.jpg,891708,The Bitch Who Stole Christmas,en,The Bitch Who Stole Christmas,"A workaholic big-city fashion journalist is sent to a Christmas-obsessed small town to dig up a story when she finds herself in the middle of cut-throat housewives, a high-stakes “Winter Ball” competition, and a sinister plot that could destroy Christmas fore-evah!",/ZJDUNqh4zdU71w1UYFf46S4vXp.jpg,movie,"35, 10770",9.906,2021-12-02,FALSE,5.2,13
tt15800378,FALSE,/m4IAGOZFNhygfDxYzyhRP2gDMh5.jpg,891719,Hip Hop Family Christmas,en,Hip Hop Family Christmas,"Follows hip hop's most famous family, as they address negative press and soften their image in a Christmas television special.",/hjUYlyfIyiOwtPkQOgRzXdcyOg6.jpg,movie,"18, 10402",3.097,2021-12-06,FALSE,5,1
tt1581275,FALSE,/aHnVviiF9jh749cdLaQ9v80JHjJ.jpg,1209329,Christmas with Walt Disney,en,Christmas with Walt Disney,"In a Walt Disney Family Museum original production directed by Don Hahn, view Disney family home movies and holiday segments from Walt’s shorts and feature films as Walt’s daughter, Diane, shares her Christmas memories alongside Disney family home movies, holiday segments classic Disney films, and vintage Disneyland footage.",/laJ4S13czByaduqI2pBfC3LtIta.jpg,movie,99,0.886,2009-11-27,FALSE,6.5,2
tt15819904,FALSE,/2NupoKDBepJ3sAIyUv2Q2TVKDQH.jpg,878419,Royally Wrapped For Christmas,en,Royally Wrapped For Christmas,"Lindsay Palmer, the NY director of an international charity organization, is called to the Kingdom of Veronia by the royal family who runs the foundation to interview for the job of overseeing the whole operation. As Lindsay is put through the interview process, she ends up finding true love with the prince.",/1X0C6fBt1tWR9lpwdrwjVqhWpOV.jpg,movie,"10770, 35, 10749",7.033,2021-11-27,FALSE,6.3,24
tt1590844,FALSE,NA,52851,A Child's Christmases in Wales,en,A Child's Christmases in Wales,"One-off period comedy, peeping into the lives of a south Wales family's Christmases across the 1980s, written by comedian Mark Watson and inspired by a Dylan Thomas short story. Christmas in this household may be a less than poetic affair, but it is just as eventful. So much changes across a decade in any family, and yet so much manages to remain the same.",/252J9Xi2omzyoHMIz4GAOqA9qzl.jpg,movie,"35, 10770",3.16,2009-12-17,FALSE,0,0
tt16048864,FALSE,NA,899534,A Christmas Carol,de,A Christmas Carol,,/cNy4TwbyBoKFpS4OU82gekM7wkp.jpg,movie,"18, 53",0.6,2021-01-05,FALSE,10,2
tt16057434,FALSE,/vLcUNcfuVK9amM6DO1UgoKZDOyc.jpg,890334,A Christmas Witness,en,A Christmas Witness,"A no-nonsense federal marshal is tasked with protecting a low-level, charming mobster until he testifies against his mafia boss two days after Christmas.",/esFdkW9EuyH1EngMUMIQty2aHaJ.jpg,movie,"10770, 10749, 18",8.722,2021-11-28,FALSE,4.5,4
tt16117078,FALSE,/durfNhftVnnw3X9OEQCfeTDAgIt.jpg,915585,Days of Our Lives: A Very Salem Christmas,en,Days of Our Lives: A Very Salem Christmas,"Before the Christmas Eve deadline, Sonny helps Will write a holiday movie that includes stories about Salem favorites as they embrace the holiday spirit with their typical extra spice and flavor.",/58UQApgmD2qXLdoj2D6g8FFmRAZ.jpg,movie,18,2.926,2021-12-16,FALSE,2,1
tt16150878,FALSE,/eFeksEzF9qcN4H7hMJVIO4n5bZH.jpg,883876,A Christmas Star,en,A Christmas Star,"Madeline Baggett is an astronomer who searches for life beyond Earth, and when she believes she has found it. With refractors, telescopes, and a small film crew in tow, Madeline arrives and sets up in Summit Ridge where she meets widowed National Park Ranger Ryan Sparks and his young daughter, Celeste. With Ryan’s help, Madeline begins to chart the celestial event which brings the pair closer to finding love under the stars.",/i8Fo2xWyiSpP5JizJjkHRTFYtas.jpg,movie,"35, 10749, 10770",14.393,2021-12-12,FALSE,6.6,17
tt16162574,FALSE,/rKLA50o728oeCRdOWgqfDgIuf8E.jpg,1026825,A Christmas Invitation,en,A Christmas Invitation,It's Christmas and a dysfunctional family is brought together through a dying wish and an invitation to one last family holiday party.,/x62NPUqKHh8PY288EESIdAp5aUH.jpg,movie,"18, 35",1.382,2022-09-23,FALSE,0,0
tt1617154,FALSE,NA,169580,On Holiday,en,On Holiday,"A young man named Peyton moves to Los Angeles with his girlfriend. Over the course of three years and six parties, Peyton goes into a world of drugs, sex and electronic blues music to find himself.",/jGgYvqX81xppG68aLYrwBZXpTke.jpg,movie,,3.191,2010-03-02,FALSE,1,1
tt1623143,FALSE,NA,315247,Christmas Spirits,en,Christmas Spirits,"Julia, a Hollywood property scout, is looking for a house to star in a horror movie, she finds more than she bargained for at Glebes Hall. Unaired in the UK.",NA,movie,"27, 10770",2.359,1981-01-01,FALSE,0,0
tt16275882,FALSE,/xwzNxuKqYKJ8fCqErn40x3YAs9T.jpg,881500,A Christmas Miracle for Daisy,en,A Christmas Miracle for Daisy,"Whitney Alder owns interior design firm Marietta Designs, which she runs with her friend Andi in the small town of Marietta, Montana. Whitney is designing Santa’s float for the annual Marietta Christmas Parade when a potential job opportunity comes her way: the full redesign of a landmark home by Christmas Eve.",/iatxP43TMVqSFpCFM4JybepGg0I.jpg,movie,"10749, 35, 10751, 10770",25.909,2021-12-11,FALSE,5.958,83
tt16376618,FALSE,/jb4VZXT1jdXTwhvlHvBDaxF7Qw0.jpg,912158,A Very Boy Band Holiday,en,A Very Boy Band Holiday,"A Very Boy Band Holiday is an American television special, which aired on ABC on December 6, 2021. The program featured musical performances of holiday songs by people from the boy band groups: NSYNC (Joey Fatone, Chris Kirkpatrick, Lance Bass), Boyz II Men (Wanya Morris, Shawn Stockman), New Edition (Bobby Brown, Michael Bivins), New Kids on the Block (Joey McIntyre), O-Town (Erik-Michael Estrada) and 98 Degrees (Nick Lachey, Drew Lachey, Jeff Timmons, Justin Jeffre).",/7P7WDzwnX4e0C7uJuyaSz0G4eN0.jpg,movie,10402,2.375,2021-12-06,FALSE,0,0
tt16410192,FALSE,/kO8K6kqGSYXso9Wi4ljqnr1ikRT.jpg,915245,Someday At Christmas,en,Someday At Christmas,"Stranded in a train station on Christmas Eve, two strangers meet at a bar, only to lose complete contact with each other. After an unexpected series of events brings them together again, they find their lives are no longer so simple.",/vCjYJkpgZZWA3TNqZQo4wZnB4kz.jpg,movie,10749,1.248,2021-12-12,FALSE,6.5,2
tt16421260,FALSE,NA,918023,Beauty and the Beast: A Comic Relief Pantomime for Christmas,en,Beauty and the Beast: A Comic Relief Pantomime for Christmas,"The world’s funniest and most star-studded pantomime is back! Lily James heads the cast as famous names from theatre, film, comedy and music gather together online to bring you a unique and hilarious adaptation of Beauty and the Beast, all to raise money for some very good causes. Joining Lily are Guz Khan, Sian Gibson, Kiell Smith-Bynoe, Miranda Hart and many others.  A follow-up to last year’s hugely successful stay-at-home retelling of Cinderella, which raised nearly £900,000 for Comic Relief, some of the original stars return alongside an exciting new stellar cast for a production that promises to be bigger, brighter and funnier than ever.",/ljwwqsayufzmFLgz9QeEhRSYGQr.jpg,movie,10770,3.744,2021-12-19,FALSE,7,1
tt16451308,FALSE,NA,1099159,The Love of a King Christmas Movie Musical,en,The Love of a King Christmas Movie Musical,A Christmas Movie Musical. Two boys mourn the death of their mother as they are placed into the foster care system. A Christmas miracle is what they need to find a home filled with love and acceptance.,/yHXgXLqWUzYvoxVVohFCsqGbvWF.jpg,movie,,0.6,,FALSE,0,0
tt1649752,FALSE,/1kEcf9OgUmwkWVMZFx7chkWyo5P.jpg,257180,Sesame Street: Elmo's World: Happy Holidays!,en,Sesame Street: Elmo's World: Happy Holidays!,"In the first-ever ""Elmo's World"" holiday special, Elmo is gearing up to celebrate Christmas. But what present will he give Dorothy, his beloved goldfish? As he searches for an answer, Elmo learns about holidays around the world and discovers the many things that Christmas, Chanukah and Kwanzaa have in common. Finally, Elmo goes to the North Pole, where Santa has some expert advice about the true spirit of Chirstmas - and the perfect gift for Dorothy!",/zU56GKMZyC5ULIx0BcHvCClyQ9V.jpg,movie,10751,1.858,2002-09-24,TRUE,8,2
tt1663950,FALSE,NA,241471,The Untold Christmas Story,en,The Untold Christmas Story,"Go behind the scenes for the untold story of what really happened in front and behind the cameras of the most popular Christmas movie ever made.  Learn how the actors were cast, the secrets behind how your favorite scenes were shot (the Piggy Scene, Flagpole, The Bumbus Dogs, Santa's Slide, etc), see never-before-seen photos taken by the cast and crew and learn what scenes were cut out of the film.  Plus witness how one man's dream to open the Christmas Story House to it's fans, lead to the first Christmas Story Convention ever.",NA,movie,,0.6,2008-01-01,FALSE,0,0
tt16985198,FALSE,/cGCVDapptVWKKmZcLbiYatSc3z2.jpg,1036281,The Christmas Spirit,en,The Christmas Spirit,"Faith comes home after learning of her father's tragic death. She must choose between finishing her education and taking over his ministry. Struggling to cope with his passing, she has an unwanted visitor to guide her through her pain.",/lederVp84dCF0wiCCdKl5wFvK3D.jpg,movie,"18, 14",1.31,2022-11-01,FALSE,0,0
tt1699511,FALSE,/trH2hHeCKwWwixFEQQkJ1qLvDY7.jpg,83886,Haunted Holiday,hu,Zimmer Feri 2,"The title of this Hungarian comedy is a German pun on ""room for rent"" (Zimmer Feri). Near-broke and desperate, Hungarian entrepreneur Feri decides to put a sleazy spin on tourism. After leasing a Lake Balaton boarding house, he moves in his gang -- wife, nephew, daughter, and the daughter's boyfriend -- and then sets out to scam unsuspecting German tourists. Written and directed by Peter Timor (Dollybirds). This film is also known as Feri's Gang. ~ Bhob Stewart, Rovi",/sgqPCD4aZA2VFEsMo71T01I6gsX.jpg,movie,"35, 10749",1.578,2010-01-29,FALSE,4.5,3
tt17013954,FALSE,/1NZrhmezMd9HCLeQ8dWziiyij4T.jpg,1059276,LEGO Friends: Holiday Special,en,LEGO Friends: Holiday Special,"The holidays are coming to Heartlake City, and the LEGO Friends are full of holiday cheer. But can the group stick together after Andrea ditches Mia's holiday shopping plans?",/urGae6maMWKWJuP17i2UeBh32tn.jpg,movie,"16, 10751",1.87,2021-11-05,FALSE,4.4,4
tt1708658,FALSE,/2Qp9Ms9YYJd1NlKesksIMVriiUM.jpg,52688,November Christmas,en,November Christmas,"A young father asks for pumpkins at the local farm stand. ""In August? No."" the farmer replies. The farmer ruminates on the odd request and gets involved with strangers for the first time since his son's death long ago.",/5pyVraJsoQpSVFHSDYI3ners0qI.jpg,movie,"10770, 18",10.515,2011-06-21,FALSE,7.8,32
tt1711525,FALSE,/1uDvPjKthACQKeQBvkiJ3aSvtdh.jpg,384682,Office Christmas Party,en,Office Christmas Party,"When Carol Vanstone, CEO of the technology company Zenotek, expresses her intention to close the Chicago branch, run by her brother Clay, he and his co-workers organize a Christmas party in an effort to impress a potential client and save their jobs. But the party gets out of control…",/7r3w3cPTbNEIr1imb8zXyeIJCJe.jpg,movie,35,37.82,2016-11-25,FALSE,5.663,1937
tt1717155,FALSE,NA,275206,Holly and Hal Moose: Our Uplifting Christmas Adventure,en,Holly and Hal Moose: Our Uplifting Christmas Adventure,Holly and Hal Moose travel to the North Pole together to find Santa Claus.,/oUlVgTF4Nb8pzoEtT2dXaIjPP6U.jpg,movie,,1.4,2008-12-01,FALSE,0,0
tt17371496,FALSE,/9KuCxJiywf0sRQfAQoQoUJubKQm.jpg,1032364,Meeting Mr. Christmas,en,Meeting Mr. Christmas,"A popular travel blogger's negative impressions about Christmas are challenged when she must team up with the ""holiday loving"" town doctor in order to save her family's annual Christmas event.",/QwEkMLAKVR7hJxcrbDldn8MqIr.jpg,movie,"10770, 35, 18, 10749",2.986,2022-11-01,FALSE,6.3,9
tt1738298,FALSE,/1fjO8ATD9nugZQ76qdWe7hBYQjs.jpg,60556,Natale in Sudafrica,it,Natale in Sudafrica,"Carlo, on vacation in South Africa with his second wife Susanna meets her younger brother Giorgio.",/6ePKo8IRbu8eSnVDXvMv8w2cXkn.jpg,movie,35,10.065,2010-12-20,FALSE,4.4,297
tt17500912,FALSE,/3tD4blsqhRUd5elbvUYMhYc751.jpg,1034042,A Wesley Christmas,en,A Wesley Christmas,"Adult siblings Chris, Todd, and Cydney Wesley travel to their childhood home to celebrate Christmas with their parents and the entire Wesley family. With everyone together and all their physical and emotional baggage in tow, the annual Wesley family holiday promises to be a festive, hot-mess of a Christmas with life-changing impacts on the whole family.",/bmmKNaKpEKMPdfs1iB9ciIMGhBH.jpg,movie,"18, 10751",4.925,2022-11-03,FALSE,8.667,3
tt1754946,FALSE,/4arHvMybxqDuof0oNlnBzhtdA9C.jpg,79850,Holidays by the Sea,fr,Ni à vendre ni à louer,A comedy about funny adventures of the group of French people during the summer vacation.,/wythteRfzex3wYmRAcGvwcA9Ce7.jpg,movie,35,2.208,2011-06-29,FALSE,4.3,13
tt1785287,FALSE,/vtIqKwLo3APF3ABPfQV9oZo2T9g.jpg,112341,An Old Fashioned Christmas,en,An Old Fashioned Christmas,"Isabella takes her granddaughter to Ireland to stay with a famous family friend for the holidays, only to discover that the best Christmases are simply spent with each other.",/rfV4bSKc5DpFRTajszQMT83Epmk.jpg,movie,18,5.046,2010-12-11,FALSE,5.5,8
tt1798141,FALSE,/dk7Zii9TnvAvzEOHmvHj052gMxB.jpg,299838,Disney's Christmas Favorites,en,Disney's Christmas Favorites,"A special yuletide collection of classic moments with Mickey Mouse, Donald Duck, Goofy, Chip 'n' Dale, Cruella De Vil and many other Disney favourites. The movie contains: Mickey's Mixed Nuts (2000), A Christmas Cruella (1997), Snow Place To Hide (1996) and of course the ever so funny classic, Toy Tinkers (1949) starring Chip and Dale in a battle against Donald.",/eBGIWcnNLIWSgbi9pwSkpafm7cu.jpg,movie,"16, 10751, 35",4.006,2005-10-31,TRUE,7.2,16
tt18260368,FALSE,NA,1067675,A Christmas Gift,en,A Christmas Gift,"Follows single mother Roz McKenzie, who calls upon a miracle in order to survive Christmas with her daughter.",/qtAQ3Hcb15yApH5VcqB2AxXLIv.jpg,movie,10751,1.283,2022-12-22,FALSE,0,0
tt18263854,FALSE,/thbHjBn8DR8YbV27kv7jFbwz42u.jpg,1054864,The Christmas Games,es,Navidad en Vivo,,/tsF67uKoerYgnevLej5Vo9xlGF8.jpg,movie,35,3.231,2022-12-09,FALSE,7.1,9
tt1829005,FALSE,NA,572505,Maxine's Christmas Carol,en,Maxine's Christmas Carol,"Hallmark's popular greeting card curmudgeon is ready to turn Branson's gleeful Christmas season upside down with singing, dancing and, of course, the famous ghosts from Charles Dickens' lively tale.",/l0bu9upqXX1V8zc8rNRRlmGtmMd.jpg,movie,"16, 35, 10751, 14",5.177,2000-09-12,FALSE,8,1
tt18315972,FALSE,/wm6tp3TfoQ1WgpO2Sjl0810kUrr.jpg,957805,A Merry Single Christmas,en,A Merry Single Christmas,"Morgan escapes to a single's retreat to rekindle her Christmas spirit, but things get complicated when her Ex, Liam, shows up.",/gaTQnqRQtRMHtANRhQtCr999ZKC.jpg,movie,"10770, 35, 10749",2.422,2022-12-01,FALSE,6.9,5
