tconst,genre_ids,release_date,title,color,percentage,hsv_family,year
tt0020356,35,1929-09-14,Sailor's Holiday,#FBE400,14.974814814814817,#CCFF00,1929
tt0020356,35,1929-09-14,Sailor's Holiday,#FBE402,1.451851851851852,#CCFF00,1929
tt0020356,35,1929-09-14,Sailor's Holiday,#FBE500,0.9925925925925928,#CCFF00,1929
tt0020356,35,1929-09-14,Sailor's Holiday,#000000,0.954074074074074,#000000,1929
tt0020356,35,1929-09-14,Sailor's Holiday,#FAE500,0.8237037037037037,#CCFF00,1929
tt0021268,35,1930-08-25,St. Jorgen's Day,#1C1819,0.1688888888888889,#000000,1930
tt0021268,35,1930-08-25,St. Jorgen's Day,#58A1C4,0.16592592592592592,#3966AA,1930
tt0021268,35,1930-08-25,St. Jorgen's Day,#56A2C4,0.16296296296296295,#3966AA,1930
tt0021268,35,1930-08-25,St. Jorgen's Day,#5AA3C4,0.16,#3966AA,1930
tt0021268,35,1930-08-25,St. Jorgen's Day,#58A1C2,0.15703703703703703,#3966AA,1930
tt0023039,18,1931-12-19,Husband's Holiday,#F6EEF9,1.220740740740741,#FFFFFF,1931
tt0023039,18,1931-12-19,Husband's Holiday,#F7EFFA,0.5422222222222223,#FFFFFF,1931
tt0023039,18,1931-12-19,Husband's Holiday,#F8F0FB,0.5303703703703704,#FFFFFF,1931
tt0023039,18,1931-12-19,Husband's Holiday,#060000,0.3674074074074074,#000000,1931
tt0023039,18,1931-12-19,Husband's Holiday,#F7EFFC,0.34370370370370373,#FFFFFF,1931
tt0025006,37,1934-12-14,Cowboy Holiday,#5B2B1F,0.07407407407407407,#551C1C,1934
tt0025006,37,1934-12-14,Cowboy Holiday,#5C2A1F,0.06222222222222223,#551C1C,1934
tt0025006,37,1934-12-14,Cowboy Holiday,#0162AF,0.05925925925925926,#0044AA,1934
tt0025006,37,1934-12-14,Cowboy Holiday,#2B3238,0.05037037037037037,#394455,1934
tt0025006,37,1934-12-14,Cowboy Holiday,#602C21,0.05037037037037037,#551C1C,1934
tt0028763,18,1937-06-06,Dangerous Holiday,#1C1A1B,7.543703703703704,#000000,1937
tt0028763,18,1937-06-06,Dangerous Holiday,#1C1A1D,0.3970370370370371,#000000,1937
tt0028763,18,1937-06-06,Dangerous Holiday,#1E1A19,0.3851851851851852,#000000,1937
tt0028763,18,1937-06-06,Dangerous Holiday,#1E1A1B,0.3703703703703704,#000000,1937
tt0028763,18,1937-06-06,Dangerous Holiday,#1B1B1D,0.2518518518518518,#000000,1937
tt0039473,37,1947-07-18,Hoppy's Holiday,#FFFFFF,17.30962962962963,#FFFFFF,1947
tt0039473,37,1947-07-18,Hoppy's Holiday,#C95B02,5.300740740740741,#AA6600,1947
tt0039473,37,1947-07-18,Hoppy's Holiday,#000000,2.8325925925925923,#000000,1947
tt0039473,37,1947-07-18,Hoppy's Holiday,#FFFFFD,2.094814814814815,#FFFFFF,1947
tt0039473,37,1947-07-18,Hoppy's Holiday,#FFFEFF,1.2118518518518515,#FFFFFF,1947
tt0040848,10402,1948-04-15,Summer Holiday,#FFFFFF,27.6,#FFFFFF,1948
tt0040848,10402,1948-04-15,Summer Holiday,#FFFFFD,2.974814814814815,#FFFFFF,1948
tt0040848,10402,1948-04-15,Summer Holiday,#FFFEFF,1.262222222222222,#FFFFFF,1948
tt0040848,10402,1948-04-15,Summer Holiday,#FFFFFB,1.0962962962962963,#FFFFFF,1948
tt0040848,10402,1948-04-15,Summer Holiday,#FEFFFF,0.8059259259259259,#FFFFFF,1948
tt0041099,NA,1949-05-09,Holiday in Hell,#020202,0.18666666666666668,#000000,1949
tt0041099,NA,1949-05-09,Holiday in Hell,#020204,0.1037037037037037,#000000,1949
tt0041099,NA,1949-05-09,Holiday in Hell,#010204,0.09777777777777776,#000000,1949
tt0041099,NA,1949-05-09,Holiday in Hell,#900210,0.06814814814814815,#AA0000,1949
tt0041099,NA,1949-05-09,Holiday in Hell,#010101,0.06222222222222223,#000000,1949
tt0042568,10402,1950-10-30,Holiday Rhythm,#F1FCFE,5.783703703703703,#FFFFFF,1950
tt0042568,10402,1950-10-30,Holiday Rhythm,#F9F88C,2.074074074074074,#EEFFAA,1950
tt0042568,10402,1950-10-30,Holiday Rhythm,#FAF78C,0.5422222222222223,#EEFFAA,1950
tt0042568,10402,1950-10-30,Holiday Rhythm,#F8F78B,0.3822222222222222,#EEFFAA,1950
tt0042568,10402,1950-10-30,Holiday Rhythm,#F2FDFF,0.33481481481481484,#FFFFFF,1950
tt0044715,18,1952-07-25,Holiday for Sinners,#FDFEF8,11.022222222222222,#FFFFFF,1952
tt0044715,18,1952-07-25,Holiday for Sinners,#FEFFFF,1.268148148148148,#FFFFFF,1952
tt0044715,18,1952-07-25,Holiday for Sinners,#FDFEF9,0.9511111111111112,#FFFFFF,1952
tt0044715,18,1952-07-25,Holiday for Sinners,#FFFFFF,0.5985185185185186,#FFFFFF,1952
tt0044715,18,1952-07-25,Holiday for Sinners,#FCFFFF,0.5096296296296297,#FFFFFF,1952
tt0046487,35,1953-02-25,Monsieur Hulot's Holiday,#D8D6C9,12.154074074074074,#FFFFFF,1953
tt0046487,35,1953-02-25,Monsieur Hulot's Holiday,#D9D7CA,11.64148148148148,#FFFFFF,1953
tt0046487,35,1953-02-25,Monsieur Hulot's Holiday,#DAD8CB,8.782222222222222,#FFFFFF,1953
tt0046487,35,1953-02-25,Monsieur Hulot's Holiday,#D7D5C8,5.084444444444444,#FFFFFF,1953
tt0046487,35,1953-02-25,Monsieur Hulot's Holiday,#DBD8C9,3.92,#FFFFFF,1953
tt0047939,99,1955-02-08,Cinerama Holiday,#FEFFFF,0.26962962962962966,#FFFFFF,1955
tt0047939,99,1955-02-08,Cinerama Holiday,#FBFFFF,0.1837037037037037,#FFFFFF,1955
tt0047939,99,1955-02-08,Cinerama Holiday,#FCFFFF,0.1748148148148148,#FFFFFF,1955
tt0047939,99,1955-02-08,Cinerama Holiday,#FFFFFD,0.17185185185185187,#FFFFFF,1955
tt0047939,99,1955-02-08,Cinerama Holiday,#F7FFFF,0.16296296296296295,#FFFFFF,1955
tt0048104,35,1952-12-17,Holiday for Henrietta,#FFFFFF,11.84,#FFFFFF,1952
tt0048104,35,1952-12-17,Holiday for Henrietta,#FFFEFF,1.2948148148148149,#FFFFFF,1952
tt0048104,35,1952-12-17,Holiday for Henrietta,#FFFFFD,1.0785185185185189,#FFFFFF,1952
tt0048104,35,1952-12-17,Holiday for Henrietta,#FEFFFF,0.802962962962963,#FFFFFF,1952
tt0048104,35,1952-12-17,Holiday for Henrietta,#FEFEFE,0.7851851851851851,#FFFFFF,1952
tt0052897,35,1959-07-21,Holiday for Lovers,#EBE4D1,0.9066666666666668,#FFFFFF,1959
tt0052897,35,1959-07-21,Holiday for Lovers,#EAE3D0,0.7585185185185185,#FFFFFF,1959
tt0052897,35,1959-07-21,Holiday for Lovers,#ECE5D2,0.7377777777777778,#FFFFFF,1959
tt0052897,35,1959-07-21,Holiday for Lovers,#EBE3CE,0.7022222222222222,#FFFFFF,1959
tt0052897,35,1959-07-21,Holiday for Lovers,#ECE4CF,0.642962962962963,#FFFFFF,1959
tt0058197,"35, 10402",1964-08-14,Holiday in St. Tropez,#F6F2D9,0.02666666666666667,#FFFFFF,1964
tt0058197,"35, 10402",1964-08-14,Holiday in St. Tropez,#F1EBD1,0.0237037037037037,#FFFFFF,1964
tt0058197,"35, 10402",1964-08-14,Holiday in St. Tropez,#FBEB00,0.0237037037037037,#CCFF00,1964
tt0058197,"35, 10402",1964-08-14,Holiday in St. Tropez,#4797AE,0.02074074074074074,#39AAAA,1964
tt0058197,"35, 10402",1964-08-14,Holiday in St. Tropez,#EFEDD6,0.02074074074074074,#FFFFFF,1964
tt0064037,18,1969-09-25,The Christmas Tree,#E32853,28.245925925925924,#FF5555,1969
tt0064037,18,1969-09-25,The Christmas Tree,#E42954,0.3911111111111111,#FF5555,1969
tt0064037,18,1969-09-25,The Christmas Tree,#E52753,0.3792592592592592,#FF5555,1969
tt0064037,18,1969-09-25,The Christmas Tree,#DEE1D8,0.3674074074074074,#FFFFFF,1969
tt0064037,18,1969-09-25,The Christmas Tree,#E22752,0.36148148148148146,#FF5555,1969
tt0068683,"10751, 35",1972-09-14,Main Thing Holidays,#022E1F,0.2192592592592593,#005522,1972
tt0068683,"10751, 35",1972-09-14,Main Thing Holidays,#012D1E,0.20148148148148148,#005522,1972
tt0068683,"10751, 35",1972-09-14,Main Thing Holidays,#023222,0.1955555555555555,#005522,1972
tt0068683,"10751, 35",1972-09-14,Main Thing Holidays,#032D1F,0.18074074074074073,#005522,1972
tt0068683,"10751, 35",1972-09-14,Main Thing Holidays,#022C1E,0.17185185185185187,#005522,1972
tt0070004,"18, 10770",1973-12-24,A Dream for Christmas,#D9C8C0,0.2162962962962963,#FFFFFF,1973
tt0070004,"18, 10770",1973-12-24,A Dream for Christmas,#D5C4BC,0.1896296296296296,#FFFFFF,1973
tt0070004,"18, 10770",1973-12-24,A Dream for Christmas,#DBCAC2,0.18074074074074073,#FFFFFF,1973
tt0070004,"18, 10770",1973-12-24,A Dream for Christmas,#D8C7BF,0.17185185185185187,#FFFFFF,1973
tt0070004,"18, 10770",1973-12-24,A Dream for Christmas,#D7C6BE,0.16296296296296295,#FFFFFF,1973
tt0071613,35,1973-05-19,Holiday on the Buses,#FDFDFB,2.1185185185185187,#FFFFFF,1973
tt0071613,35,1973-05-19,Holiday on the Buses,#FDFEF9,0.2785185185185185,#FFFFFF,1973
tt0071613,35,1973-05-19,Holiday on the Buses,#FEFFFF,0.2074074074074074,#FFFFFF,1973
tt0071613,35,1973-05-19,Holiday on the Buses,#FDFDFD,0.14222222222222222,#FFFFFF,1973
tt0071613,35,1973-05-19,Holiday on the Buses,#FDFEF8,0.13925925925925925,#FFFFFF,1973
tt0075846,"18, 10770",1977-12-26,"Christmas Miracle in Caufield, U.S.A.",#242A26,0.2222222222222222,#000000,1977
tt0075846,"18, 10770",1977-12-26,"Christmas Miracle in Caufield, U.S.A.",#232F2D,0.21333333333333335,#395555,1977
tt0075846,"18, 10770",1977-12-26,"Christmas Miracle in Caufield, U.S.A.",#232925,0.2074074074074074,#000000,1977
tt0075846,"18, 10770",1977-12-26,"Christmas Miracle in Caufield, U.S.A.",#273331,0.2074074074074074,#395555,1977
tt0075846,"18, 10770",1977-12-26,"Christmas Miracle in Caufield, U.S.A.",#263230,0.20444444444444448,#395555,1977
tt0075875,"35, 10749",1977-01-01,Confessions from a Holiday Camp,#FFFFFF,28.68148148148148,#FFFFFF,1977
tt0075875,"35, 10749",1977-01-01,Confessions from a Holiday Camp,#FEFFFF,1.928888888888889,#FFFFFF,1977
tt0075875,"35, 10749",1977-01-01,Confessions from a Holiday Camp,#FFFEFF,1.908148148148148,#FFFFFF,1977
tt0075875,"35, 10749",1977-01-01,Confessions from a Holiday Camp,#FFFFFD,1.1644444444444446,#FFFFFF,1977
tt0075875,"35, 10749",1977-01-01,Confessions from a Holiday Camp,#FCFFFF,0.8207407407407408,#FFFFFF,1977
tt0076783,"18, 10770",1977-12-12,Sunshine Christmas,#24201F,0.3407407407407408,#000000,1977
tt0076783,"18, 10770",1977-12-12,Sunshine Christmas,#22211F,0.3377777777777778,#000000,1977
tt0076783,"18, 10770",1977-12-12,Sunshine Christmas,#232220,0.31407407407407406,#000000,1977
tt0076783,"18, 10770",1977-12-12,Sunshine Christmas,#242321,0.28444444444444444,#000000,1977
tt0076783,"18, 10770",1977-12-12,Sunshine Christmas,#231F1E,0.2725925925925926,#000000,1977
tt0077281,"878, 53, 18",1978-11-23,Blood Type: Blue,#FEFEFC,4.823703703703703,#FFFFFF,1978
tt0077281,"878, 53, 18",1978-11-23,Blood Type: Blue,#FDFFFA,1.7244444444444444,#FFFFFF,1978
tt0077281,"878, 53, 18",1978-11-23,Blood Type: Blue,#FEFFFA,1.4281481481481482,#FFFFFF,1978
tt0077281,"878, 53, 18",1978-11-23,Blood Type: Blue,#FDFEF9,1.3125925925925923,#FFFFFF,1978
tt0077281,"878, 53, 18",1978-11-23,Blood Type: Blue,#FFFFFA,0.954074074074074,#FFFFFF,1978
tt0077465,35,1978-12-21,Where Are You Going on Holiday?,#FFFFF4,0.4266666666666667,#FFFFFF,1978
tt0077465,35,1978-12-21,Where Are You Going on Holiday?,#FDFFE9,0.2074074074074074,#FFFFFF,1978
tt0077465,35,1978-12-21,Where Are You Going on Holiday?,#FFFFF6,0.2074074074074074,#FFFFFF,1978
tt0077465,35,1978-12-21,Where Are You Going on Holiday?,#FEFFEA,0.1925925925925926,#FFFFFF,1978
tt0077465,35,1978-12-21,Where Are You Going on Holiday?,#FCFFD2,0.14222222222222222,#EEFFAA,1978
tt0077710,"35, 10749",1978-01-11,L'Hôtel de la plage,#D1E9F3,0.6577777777777778,#FFFFFF,1978
tt0077710,"35, 10749",1978-01-11,L'Hôtel de la plage,#D2EBF2,0.637037037037037,#FFFFFF,1978
tt0077710,"35, 10749",1978-01-11,L'Hôtel de la plage,#EFF5F5,0.6014814814814815,#FFFFFF,1978
tt0077710,"35, 10749",1978-01-11,L'Hôtel de la plage,#CEE9F2,0.48,#FFFFFF,1978
tt0077710,"35, 10749",1978-01-11,L'Hôtel de la plage,#F0F6F6,0.4740740740740741,#FFFFFF,1978
tt0078968,"18, 10770",1979-12-16,Christmas Lilies of the Field,#FBFAF6,0.4207407407407407,#FFFFFF,1979
tt0078968,"18, 10770",1979-12-16,Christmas Lilies of the Field,#F2F7FB,0.2607407407407407,#FFFFFF,1979
tt0078968,"18, 10770",1979-12-16,Christmas Lilies of the Field,#FAF9F5,0.21333333333333335,#FFFFFF,1979
tt0078968,"18, 10770",1979-12-16,Christmas Lilies of the Field,#FCFBF7,0.19851851851851857,#FFFFFF,1979
tt0078968,"18, 10770",1979-12-16,Christmas Lilies of the Field,#F9F8F4,0.16,#FFFFFF,1979
tt0080822,35,1980-08-25,Crazy Swedish Holidays in Paris,#DBDBD9,0.3466666666666667,#FFFFFF,1980
tt0080822,35,1980-08-25,Crazy Swedish Holidays in Paris,#040000,0.3022222222222222,#000000,1980
tt0080822,35,1980-08-25,Crazy Swedish Holidays in Paris,#D8D8D8,0.26962962962962966,#FFFFFF,1980
tt0080822,35,1980-08-25,Crazy Swedish Holidays in Paris,#060000,0.2192592592592593,#000000,1980
tt0080822,35,1980-08-25,Crazy Swedish Holidays in Paris,#DCDCDC,0.2192592592592593,#FFFFFF,1980
tt0085593,"18, 10770",1983-12-20,The Gift of Love: A Christmas Story,#292116,0.882962962962963,#000000,1983
tt0085593,"18, 10770",1983-12-20,The Gift of Love: A Christmas Story,#2B2318,0.8562962962962963,#554A39,1983
tt0085593,"18, 10770",1983-12-20,The Gift of Love: A Christmas Story,#2A2217,0.4207407407407407,#000000,1983
tt0085593,"18, 10770",1983-12-20,The Gift of Love: A Christmas Story,#2C2419,0.28148148148148144,#554A39,1983
tt0085593,"18, 10770",1983-12-20,The Gift of Love: A Christmas Story,#281F16,0.2518518518518518,#000000,1983
tt0087548,"10402, 10770",1984-12-02,Kenny & Dolly: A Christmas to Remember,#FFFFFF,3.783703703703704,#FFFFFF,1984
tt0087548,"10402, 10770",1984-12-02,Kenny & Dolly: A Christmas to Remember,#0F0F0F,2.077037037037037,#000000,1984
tt0087548,"10402, 10770",1984-12-02,Kenny & Dolly: A Christmas to Remember,#101010,2.0681481481481483,#000000,1984
tt0087548,"10402, 10770",1984-12-02,Kenny & Dolly: A Christmas to Remember,#111111,1.8311111111111111,#000000,1984
tt0087548,"10402, 10770",1984-12-02,Kenny & Dolly: A Christmas to Remember,#121212,1.7037037037037035,#000000,1984
tt0089285,18,1986-06-16,Wakacje w Amsterdamie,#FBFBFB,10.927407407407408,#FFFFFF,1986
tt0089285,18,1986-06-16,Wakacje w Amsterdamie,#F64A22,0.8474074074074075,#FF0000,1986
tt0089285,18,1986-06-16,Wakacje w Amsterdamie,#F74E25,0.788148148148148,#FF0000,1986
tt0089285,18,1986-06-16,Wakacje w Amsterdamie,#F74722,0.5096296296296297,#FF0000,1986
tt0089285,18,1986-06-16,Wakacje w Amsterdamie,#416FBA,0.5037037037037037,#3966AA,1986
tt0090838,"18, 10770",1986-12-24,Christmas Eve,#090909,0.32296296296296295,#000000,1986
tt0090838,"18, 10770",1986-12-24,Christmas Eve,#0A0A0A,0.32,#000000,1986
tt0090838,"18, 10770",1986-12-24,Christmas Eve,#0C0C0C,0.32,#000000,1986
tt0090838,"18, 10770",1986-12-24,Christmas Eve,#060606,0.317037037037037,#000000,1986
tt0090838,"18, 10770",1986-12-24,Christmas Eve,#090708,0.2637037037037037,#000000,1986
tt0090839,"18, 10751, 10770",1986-12-21,The Christmas Gift,#1E0201,0.13037037037037036,#000000,1986
tt0090839,"18, 10751, 10770",1986-12-21,The Christmas Gift,#210200,0.10074074074074074,#000000,1986
tt0090839,"18, 10751, 10770",1986-12-21,The Christmas Gift,#220301,0.09185185185185184,#000000,1986
tt0090839,"18, 10751, 10770",1986-12-21,The Christmas Gift,#1F0101,0.08592592592592593,#000000,1986
tt0090839,"18, 10751, 10770",1986-12-21,The Christmas Gift,#200001,0.08296296296296296,#000000,1986
tt0093198,"18, 10770",1987-10-20,A Hobo's Christmas,#0A121F,0.18666666666666668,#000000,1987
tt0093198,"18, 10770",1987-10-20,A Hobo's Christmas,#070B16,0.16296296296296295,#000000,1987
tt0093198,"18, 10770",1987-10-20,A Hobo's Christmas,#080E1A,0.16,#000000,1987
tt0093198,"18, 10770",1987-10-20,A Hobo's Christmas,#0C1524,0.15407407407407409,#000000,1987
tt0093198,"18, 10770",1987-10-20,A Hobo's Christmas,#060A15,0.14814814814814814,#000000,1987
tt0094873,"18, 10749, 10770",1988-12-12,The Christmas Wife,#161E0F,0.554074074074074,#000000,1988
tt0094873,"18, 10749, 10770",1988-12-12,The Christmas Wife,#171F10,0.4385185185185186,#000000,1988
tt0094873,"18, 10749, 10770",1988-12-12,The Christmas Wife,#171D0F,0.4,#000000,1988
tt0094873,"18, 10749, 10770",1988-12-12,The Christmas Wife,#181E10,0.36148148148148146,#000000,1988
tt0094873,"18, 10749, 10770",1988-12-12,The Christmas Wife,#1A2014,0.18074074074074073,#000000,1988
tt0095347,"18, 10770",1988-12-12,I'll Be Home for Christmas,#F1EB25,2.3140740740740737,#CCFF00,1988
tt0095347,"18, 10770",1988-12-12,I'll Be Home for Christmas,#F0EA24,2.1925925925925926,#CCFF00,1988
tt0095347,"18, 10770",1988-12-12,I'll Be Home for Christmas,#F2EC26,1.3451851851851853,#CCFF00,1988
tt0095347,"18, 10770",1988-12-12,I'll Be Home for Christmas,#F1EB23,1.3096296296296297,#CCFF00,1988
tt0095347,"18, 10770",1988-12-12,I'll Be Home for Christmas,#F1ED2A,1.3066666666666666,#DDFF55,1988
tt0095589,"18, 10770",1988-12-19,"Marcus Welby, M.D.: A Holiday Affair",#080C0F,3.0103703703703704,#000000,1988
tt0095589,"18, 10770",1988-12-19,"Marcus Welby, M.D.: A Holiday Affair",#00A3E8,2.32,#00FFFF,1988
tt0095589,"18, 10770",1988-12-19,"Marcus Welby, M.D.: A Holiday Affair",#05090C,1.2148148148148148,#000000,1988
tt0095589,"18, 10770",1988-12-19,"Marcus Welby, M.D.: A Holiday Affair",#060A0D,1.0814814814814817,#000000,1988
tt0095589,"18, 10770",1988-12-19,"Marcus Welby, M.D.: A Holiday Affair",#070B0E,0.9214814814814816,#000000,1988
tt0097126,18,1987-12-17,Das Mädchen mit den Feuerzeugen,#000000,3.8488888888888897,#000000,1987
tt0097126,18,1987-12-17,Das Mädchen mit den Feuerzeugen,#010101,3.291851851851852,#000000,1987
tt0097126,18,1987-12-17,Das Mädchen mit den Feuerzeugen,#010000,1.3777777777777778,#000000,1987
tt0097126,18,1987-12-17,Das Mädchen mit den Feuerzeugen,#000002,1.3155555555555556,#000000,1987
tt0097126,18,1987-12-17,Das Mädchen mit den Feuerzeugen,#020202,1.122962962962963,#000000,1987
tt0097958,35,1989-11-30,National Lampoon's Christmas Vacation,#082024,0.4296296296296296,#000000,1989
tt0097958,35,1989-11-30,National Lampoon's Christmas Vacation,#071F23,0.3881481481481482,#000000,1989
tt0097958,35,1989-11-30,National Lampoon's Christmas Vacation,#061F23,0.18666666666666668,#000000,1989
tt0097958,35,1989-11-30,National Lampoon's Christmas Vacation,#072024,0.1837037037037037,#000000,1989
tt0097958,35,1989-11-30,National Lampoon's Christmas Vacation,#0B2025,0.18074074074074073,#000000,1989
tt0099780,NA,1991-09-15,Holidays on the River Yarra,#1C1C1A,1.0933333333333333,#000000,1991
tt0099780,NA,1991-09-15,Holidays on the River Yarra,#1B1B19,1.0281481481481485,#000000,1991
tt0099780,NA,1991-09-15,Holidays on the River Yarra,#1D1D1B,0.7792592592592592,#000000,1991
tt0099780,NA,1991-09-15,Holidays on the River Yarra,#1F1F1D,0.7288888888888889,#000000,1991
tt0099780,NA,1991-09-15,Holidays on the River Yarra,#1E1E1C,0.7229629629629629,#000000,1991
tt0099930,"18, 10751, 10770",1990-12-14,The Kid Who Loved Christmas,#161616,0.4414814814814815,#000000,1990
tt0099930,"18, 10751, 10770",1990-12-14,The Kid Who Loved Christmas,#171717,0.37333333333333335,#000000,1990
tt0099930,"18, 10751, 10770",1990-12-14,The Kid Who Loved Christmas,#191816,0.3407407407407408,#000000,1990
tt0099930,"18, 10751, 10770",1990-12-14,The Kid Who Loved Christmas,#A9A894,0.30814814814814817,#AAAAAA,1990
tt0099930,"18, 10751, 10770",1990-12-14,The Kid Who Loved Christmas,#1F2120,0.27555555555555555,#000000,1990
tt0103960,"10751, 10770",1992-01-01,The Winter Stallion,#FFFFFF,11.694814814814816,#FFFFFF,1992
tt0103960,"10751, 10770",1992-01-01,The Winter Stallion,#FEFEFE,1.1644444444444446,#FFFFFF,1992
tt0103960,"10751, 10770",1992-01-01,The Winter Stallion,#FEFFFF,0.6311111111111111,#FFFFFF,1992
tt0103960,"10751, 10770",1992-01-01,The Winter Stallion,#FDFDFD,0.3881481481481482,#FFFFFF,1992
tt0103960,"10751, 10770",1992-01-01,The Winter Stallion,#FFFFFD,0.3051851851851852,#FFFFFF,1992
tt0112509,NA,1995-07-26,Billy's Holiday,#EDF0F9,1.0814814814814817,#FFFFFF,1995
tt0112509,NA,1995-07-26,Billy's Holiday,#000100,0.7407407407407408,#000000,1995
tt0112509,NA,1995-07-26,Billy's Holiday,#000000,0.7051851851851851,#000000,1995
tt0112509,NA,1995-07-26,Billy's Holiday,#000002,0.6074074074074074,#000000,1995
tt0112509,NA,1995-07-26,Billy's Holiday,#EEF0FC,0.5925925925925926,#FFFFFF,1995
tt0116189,"10751, 10402, 12",1996-12-24,Sesame Street: Elmo Saves Christmas,#FFFFFF,4.065185185185185,#FFFFFF,1996
tt0116189,"10751, 10402, 12",1996-12-24,Sesame Street: Elmo Saves Christmas,#FFFEFF,1.5466666666666666,#FFFFFF,1996
tt0116189,"10751, 10402, 12",1996-12-24,Sesame Street: Elmo Saves Christmas,#FEFFFF,1.3125925925925923,#FFFFFF,1996
tt0116189,"10751, 10402, 12",1996-12-24,Sesame Street: Elmo Saves Christmas,#FFFFFD,0.954074074074074,#FFFFFF,1996
tt0116189,"10751, 10402, 12",1996-12-24,Sesame Street: Elmo Saves Christmas,#020003,0.5955555555555556,#000000,1996
tt0116717,35,1996-11-29,Joulubileet,#FFFFFF,0.8651851851851852,#FFFFFF,1996
tt0116717,35,1996-11-29,Joulubileet,#FFFEFF,0.35555555555555557,#FFFFFF,1996
tt0116717,35,1996-11-29,Joulubileet,#FEFFFF,0.2874074074074074,#FFFFFF,1996
tt0116717,35,1996-11-29,Joulubileet,#FFFFFD,0.2311111111111111,#FFFFFF,1996
tt0116717,35,1996-11-29,Joulubileet,#FCFFFF,0.12148148148148148,#FFFFFF,1996
tt0118201,18,1996-12-25,Will It Snow for Christmas?,#1C9FD7,1.0814814814814817,#00FFFF,1996
tt0118201,18,1996-12-25,Will It Snow for Christmas?,#FEFFFF,0.72,#FFFFFF,1996
tt0118201,18,1996-12-25,Will It Snow for Christmas?,#FFFFFD,0.6311111111111111,#FFFFFF,1996
tt0118201,18,1996-12-25,Will It Snow for Christmas?,#1B9ED6,0.6044444444444445,#00FFFF,1996
tt0118201,18,1996-12-25,Will It Snow for Christmas?,#1A9FD7,0.554074074074074,#00FFFF,1996
tt0122244,"10770, 10402",1984-12-23,Scrooge's Rock 'N' Roll Christmas,#27A1AC,0.44740740740740736,#39AAAA,1984
tt0122244,"10770, 10402",1984-12-23,Scrooge's Rock 'N' Roll Christmas,#28A2AD,0.32296296296296295,#39AAAA,1984
tt0122244,"10770, 10402",1984-12-23,Scrooge's Rock 'N' Roll Christmas,#26A2AC,0.2725925925925926,#39AAAA,1984
tt0122244,"10770, 10402",1984-12-23,Scrooge's Rock 'N' Roll Christmas,#279DA7,0.26962962962962966,#39AAAA,1984
tt0122244,"10770, 10402",1984-12-23,Scrooge's Rock 'N' Roll Christmas,#299EA8,0.2637037037037037,#39AAAA,1984
tt0122260,"18, 10770",1981-12-03,Skyward Christmas,#00A3E8,21.342222222222222,#00FFFF,1981
tt0122260,"18, 10770",1981-12-03,Skyward Christmas,#00A4E8,2.7911111111111113,#00FFFF,1981
tt0122260,"18, 10770",1981-12-03,Skyward Christmas,#00A3E6,1.7274074074074073,#00FFFF,1981
tt0122260,"18, 10770",1981-12-03,Skyward Christmas,#00A2EA,1.6474074074074074,#0066FF,1981
tt0122260,"18, 10770",1981-12-03,Skyward Christmas,#01A2E6,1.5644444444444443,#00FFFF,1981
tt0125465,18,1996-01-02,Last Holiday,#1E231C,0.22814814814814816,#000000,1996
tt0125465,18,1996-01-02,Last Holiday,#354332,0.17185185185185187,#3E5539,1996
tt0125465,18,1996-01-02,Last Holiday,#30382B,0.16592592592592592,#3E5539,1996
tt0125465,18,1996-01-02,Last Holiday,#8C7F6C,0.1451851851851852,#AA9371,1996
tt0125465,18,1996-01-02,Last Holiday,#2E3629,0.13333333333333333,#3E5539,1996
tt0125945,35,1976-01-01,Holiday Hookers,#121534,20.24888888888889,#281C55,1976
tt0125945,35,1976-01-01,Holiday Hookers,#121536,1.866666666666667,#281C55,1976
tt0125945,35,1976-01-01,Holiday Hookers,#121633,0.8651851851851852,#1C3355,1976
tt0125945,35,1976-01-01,Holiday Hookers,#141534,0.4918518518518518,#281C55,1976
tt0125945,35,1976-01-01,Holiday Hookers,#131635,0.3674074074074074,#281C55,1976
tt0129145,35,1948-07-20,Holidays with Pay,#C3972C,7.94962962962963,#AA7D39,1948
tt0129145,35,1948-07-20,Holidays with Pay,#000000,4.6429629629629625,#000000,1948
tt0129145,35,1948-07-20,Holidays with Pay,#C3972E,0.9125925925925926,#AA7D39,1948
tt0129145,35,1948-07-20,Holidays with Pay,#C3972A,0.5955555555555556,#AA7D39,1948
tt0129145,35,1948-07-20,Holidays with Pay,#010101,0.5362962962962963,#000000,1948
tt0129827,"18, 10770, 14",1994-11-30,A Christmas Reunion,#407BC1,6.832592592592593,#3966AA,1994
tt0129827,"18, 10770, 14",1994-11-30,A Christmas Reunion,#070C0F,0.7466666666666667,#000000,1994
tt0129827,"18, 10770, 14",1994-11-30,A Christmas Reunion,#060B0E,0.5688888888888889,#000000,1994
tt0129827,"18, 10770, 14",1994-11-30,A Christmas Reunion,#407BBF,0.27555555555555555,#3966AA,1994
tt0129827,"18, 10770, 14",1994-11-30,A Christmas Reunion,#3F7AC0,0.22814814814814816,#3966AA,1994
tt0136399,NA,1997-12-25,"Merry Christmas, George Bailey!",#00000A,1.4548148148148148,#000000,1997
tt0136399,NA,1997-12-25,"Merry Christmas, George Bailey!",#B9B9B9,0.7703703703703704,#AAAAAA,1997
