id,chapter,title,date,location,year,chapter_city,latitude,longitude
278189922,rladies-barranquilla,Club de lectura R para Ciencia de Datos - Sesión 2,2021-05-27,online,2021,Barranquilla,11.0101922,-74.8231794084391
278157982,rladies-galapagos-islands,Club de lectura R para Ciencia de Datos - Sesión 2,2021-05-27,online,2021,Puerto Ayora,-0.7471674,-90.3134198
278343363,rladies-talca,Análisis de encuestas de diseño complejo con R,2021-05-27,online,2021,Talca,-35.4265343,-71.6660322
278330699,rladies-scl,Análisis de encuestas de diseño complejo con R,2021-05-27,online,2021,Santiago,9.8694792,-83.7980749
278324979,rladies-concepcion,Análisis de encuestas de diseño complejo con R,2021-05-27,online,2021,Concepción,-36.8270795,-73.0502399
278324576,rladies-valparaiso,Análisis de encuestas de diseño complejo con R,2021-05-27,online,2021,Valparaíso,-33.0458456,-71.6196749
278080489,rladies-belgrade,Introduce yourself online with blogdown & Hugo Apéro,2021-05-26,online,2021,Belgrade,44.8178131,20.4568974
278234618,rladies-belo-horizonte,We R Ladies - Previsão de Séries Temporais com o {fable},2021-05-26,online,2021,Belo Horizonte,-19.9225776,-43.9451356
277518271,rladies-tunis,Introduce yourself online with blogdown & Hugo Apéro,2021-05-26,online,2021,Tunis,36.8002068,10.1857757
276817762,rladies-dc,Exploring Our Universe Through Sight & Sound,2021-05-26,online,2021,"Washington, DC",38.8950368,-77.0365427
250503990,rladies-guayaquil,¡Primer meet-up R-Ladies Guayaquil!,2021-05-26,inperson,2021,Guayaquil,-2.1900563,-79.8868741
276107857,rladies-rtp,Common Statistical Tests in R,2021-05-26,online,2021,"Durham, NC",35.996653,-78.9018053
278125270,rladies-santa-barbara,A Gentle Introduction to Parallel Processing in R with Danielle Ferraro,2021-05-26,online,2021,"Santa Barbara, CA",34.4221319,-119.702667
278141400,rladies-seattle,Practice talks for CascadiaRConf,2021-05-26,online,2021,"Seattle, WA",47.6038321,-122.330062
278131648,rladies-irvine,Social Vulnerability and COVID-19 Prevalence & Predicting Benzodiazepines Use,2021-05-25,online,2021,"Irvine, CA",33.6856969,-117.8259819
278218443,rladies-bucharest,R-Ladies Bucharest: #17 OneHourOnline Event,2021-05-25,online,2021,Bucharest,44.4361414,26.1027202
278040182,rladies-barcelona,"Taller: ""Introducción a targets""",2021-05-25,online,2021,Barcelona,41.3828939,2.1774322
278153787,rladies-denver, R4DS – Dabbling in dplyr ,2021-05-25,online,2021,"Denver, CO",39.7392364,-104.984862
278287645,rladies-comitan,Graficando en ggplot2,2021-05-25,online,2021,Comitan,16.2441097,-92.1348514
278076740,rladies-tbilisi,Bookclub - Chapter 7: Exploratory Data Analysis Part I,2021-05-23,online,2021,Tbilisi,41.6934591,44.8014495
277769444,rladies-tunis,Omics Integration and Supervised Machine Learning - PART2,2021-05-22,online,2021,Tunis,36.8002068,10.1857757
278122682,rladies-natal,R do Zero: para iniciantes,2021-05-21,online,2021,Natal,-5.805398,-35.2080905
278239017,rladies-miami,Rescuing Coral Reefs with Data Science and Art: Future Pacific,2021-05-20,online,2021,"Miami, FL",25.7741728,-80.19362
278190353,rladies-montreal,R-Ladies Meeting: TBC,2021-05-20,inperson,2021,"Montréal, QC",45.5031824,-73.5698065
278104164,rladies-milan,Text mining e data analisi con Twitter,2021-05-20,online,2021,"Milano, MI",45.4641943,9.1896346
278034098,rladies-montevideo,Taller: datos geoespaciales en R,2021-05-20,online,2021,Montevideo,-34.9058916,-56.1913095
277759734,rladies-montreal,R-Ladies Meeting: TBC,2021-05-20,inperson,2021,"Montréal, QC",45.5031824,-73.5698065
277706138,rladies-bari, Text mining e data analisi con Twitter,2021-05-20,online,2021,"Bari, BA",41.1257843,16.8620293
277543752,rladies-bergen,Statistrikk - Hard facts in soft materials,2021-05-20,online,2021,Bergen,60.3943055,5.3259192
275193800,rladies-freiburg,{Part 5: More Wrangling & ggplot} From Zero toHero: Multi-part intro to R ,2021-05-19,online,2021,Freiburg,47.9960901,7.8494005
277974887,rladies-melbourne,Create and publish your personal website with Blogdown,2021-05-19,inperson,2021,Melbourne,-37.8142454,144.9631732
277276108,rladies-coventry,Improving your data visualisations in R,2021-05-18,online,2021,Coventry,52.4081812,-1.510477
278080979,rladies-tunis,Introduction to {reticulate},2021-05-17,online,2021,Tunis,36.8002068,10.1857757
278076684,rladies-tbilisi,Bookclub - Chapter 5: Data Transformation Part II,2021-05-16,online,2021,Tbilisi,41.6934591,44.8014495
278001082,rladies-goiania,Shiny: Construindo aplicativos web interativos,2021-05-15,online,2021,Goiania,-16.680882,-49.2532691
277486728,rladies-abuja,Deploying Energy Theft Detection Model with tidymodels and RESTful API,2021-05-15,online,2021,Abuja,9.0643305,7.4892974
277379543,rladies-dc,Text Analysis with Wendy Martinez,2021-05-13,online,2021,"Washington, DC",38.8950368,-77.0365427
277929272,rladies-milagro,Club de lectura: R para Ciencia de Datos,2021-05-13,online,2021,Milagro,42.2418183,-1.7628016
277928985,rladies-guayaquil,Club de lectura: R para Ciencia de Datos,2021-05-13,online,2021,Guayaquil,-2.1900563,-79.8868741
277925336,rladies-barranquilla,Club de lectura: R para Ciencia de Datos,2021-05-13,online,2021,Barranquilla,11.0101922,-74.8231794084391
277927995,rladies-galapagos-islands,Club de lectura: R para Ciencia de Datos,2021-05-13,online,2021,Puerto Ayora,-0.7471674,-90.3134198
277941047,rladies-vancouver,Developing R packages for yourself and others,2021-05-12,online,2021,"Vancouver, BC",49.2608724,-123.113952
275264690,rladies-freiburg,{R-Ladies Toolbox Series} Part 5: Panel discussion on women in science ,2021-05-12,online,2021,Freiburg,47.9960901,7.8494005
277562307,rladies-edinburgh,Zhoosh up your ggplots!,2021-05-12,online,2021,"Edinburgh, U8",55.9533456,-3.1883749
278024064,rladies-boulder,R Ladies Boulder Meetup #14: RStudio 2021 Conference Talk Watch Party,2021-05-11,online,2021,"Boulder, CO",40.0149856,-105.270545
277956774,rladies-madrid,Implementando Redes Neuronales en R ,2021-05-11,online,2021,Madrid,40.4167047,-3.7035825
276959428,rladies-sydney,Show and Tell your R Code,2021-05-11,online,2021,Sydney,-33.768528,150.9568559523945
277538983,rladies-brisbane,Modelling workflows in R and the R-INLA package - Hybrid,2021-05-11,online,2021,Brisbane,-27.4689682,153.0234991
276845348,rladies-dallas,"""Flexible reproducibility in data workflows"" with Brooke Watson Madubuonwu",2021-05-11,online,2021,"Dallas, TX",32.7762719,-96.7968559
276828064,rladies-bergen,Bayesian statistics,2021-05-11,online,2021,Bergen,60.3943055,5.3259192
277832673,rladies-pune,[ONLINE] Meetup 4: Lightning Talks,2021-05-09,online,2021,Pune,18.521428,73.8544541
277499438,rladies-tbilisi,Bookclub - Chapter 5: Data Transformation,2021-05-09,online,2021,Tbilisi,41.6934591,44.8014495
277932038,rladies-calgary,R in geoscience - working with oil and gas data,2021-05-08,online,2021,"Calgary, AB",51.0456064,-114.057541
277769374,rladies-tunis,Omics Integration and Supervised Machine Learning - PART1,2021-05-08,online,2021,Tunis,36.8002068,10.1857757
277925213,rladies-la-paz,Fundamentos de R desde Cero - Sesión 7,2021-05-08,online,2021,La Paz,-16.4955455,-68.1336229
277850175,rladies-sao-paulo,[MeetUp Online] Tidymodels: Estruturando o processo de Machine Learning,2021-05-08,online,2021,São Paulo,-1.2043218,-47.1583944
277634772,rladies-puebla,Taller Introductorio de Rmarkdown,2021-05-08,online,2021,Puebla,18.833333,-98
277599692,rladies-nairobi,R for Official Statistics,2021-05-08,online,2021,Nairobi,-1.3026148499999999,36.82884201813725
277897415,rladies-eskisehir,R'da Renk Teorisi ve Uygulamaları,2021-05-06,online,2021,Eskisehir,39.7743941,30.519116
277906116,rladies-bogota,Cómo modelar sistemas sociales en R ,2021-05-06,online,2021,Bogotá,4.6529539,-74.0835643
277887202,rladies-cdmx,Club de lectura: Advanced R,2021-05-06,online,2021,México City,19.4326296,-99.1331785
277884321,rladies-lavras,Introdução ao GitHub com aplicações em R,2021-05-06,online,2021,Lavras,-21.2425512,-44.9991978
277847239,rladies-cuernavaca,Reportando resultados estadísticos con 'report',2021-05-06,online,2021,Cuernavaca,18.9218274,-99.2342282
277929081,rladies-xalapa,Feminismo de datos: ¿Qué es y cómo se come?,2021-05-05,online,2021,Xalapa,19.5408338,-96.9146374
277771120,rladies-milan,WOMEN WILL | STRUMENTI DI LEADERSHIP IN PILLOLE,2021-05-04,online,2021,"Milano, MI",45.4641943,9.1896346
277705160,rladies-bari,WOMEN WILL | STRUMENTI DI LEADERSHIP IN PILLOLE,2021-05-04,online,2021,"Bari, BA",41.1257843,16.8620293
277906832,rladies-buenos-aires,Tidyverse: reorganizando datos con TidyR,2021-05-04,online,2021,Buenos Aires,-34.6075682,-58.4370894
277757076,rladies-san-francisco,Building your Data Science portfolio using GitHub,2021-05-01,online,2021,"San Francisco, CA",37.7790262,-122.419906
277027899,rladies-chennai,"""Classification and Regression Trees"" with Praveena Mathews",2021-05-01,online,2021,Chennai,13.0836939,80.270186
277294478,rladies-brisbane,RLadies Brisbane & Women in Economics Networking,2021-04-30,inperson,2021,Brisbane,-27.4689682,153.0234991
277904282,rladies-concepcion,Funciones de R que hacen nuestra vida más simple,2021-04-30,online,2021,Concepción,-36.8270795,-73.0502399
277841434,rladies-talca, Funciones de R que hacen nuestra vida más simple + LatinR 2021,2021-04-30,online,2021,Talca,-35.4265343,-71.6660322
277840241,rladies-scl,Funciones de R que hacen nuestra vida más simple + LatinR 2021,2021-04-30,online,2021,Santiago,9.8694792,-83.7980749
277839727,rladies-valparaiso,Funciones de R que hacen nuestra vida más simple + LatinR 2021,2021-04-30,online,2021,Valparaíso,-33.0458456,-71.6196749
277703226,rladies-barcelona,"""Build your portfolio website with R+Shiny""",2021-04-29,online,2021,Barcelona,41.3828939,2.1774322
277615384,rladies-vienna,Cross selling analytic model with sparklyr,2021-04-29,online,2021,Vienna,48.2083537,16.3725042
277787208,rladies-den-bosch,R-Ladies+ feat. useR! meetup,2021-04-28,online,2021,Den Bosch,51.6889387,5.303116
277756254,rladies-bergen,R-Ladies+ feat. useR! meetup,2021-04-28,online,2021,Bergen,60.3943055,5.3259192
277806781,rladies-tunis,R-Ladies+ feat. useR! meetup,2021-04-28,online,2021,Tunis,36.8002068,10.1857757
277735227,rladies-eskisehir,R' da Zamana Bağlı ROC Analizi,2021-04-28,online,2021,Eskisehir,39.7743941,30.519116
250503985,rladies-guayaquil,¡Primer meet-up R-Ladies Guayaquil!,2021-04-28,inperson,2021,Guayaquil,-2.1900563,-79.8868741
277407941,rladies-vancouver,Programming with Tidyverse functions,2021-04-28,online,2021,"Vancouver, BC",49.2608724,-123.113952
276365054,rladies-philly,2021 Datathon Conclusion: Exploring Judicial Patterns,2021-04-28,online,2021,"Philadelphia, PA",39.9527237,-75.1635262
277740852,rladies-santa-rosa,RLadies+ invita a useR! ,2021-04-28,online,2021,Santa Rosa,38.4404925,-122.7141049
277153320,rladies-vitoria, Meetup R-Ladies+ convida useR!,2021-04-28,online,2021,Vitória,-36.5986096,144.6780052
277740776,rladies-east-lansing,RLadies+ feat. useR! meetup,2021-04-28,online,2021,"East Lansing, MI",42.7320307,-84.4721678
277744221,rladies-guayaquil,RLadies+ te invita a useR! meetup,2021-04-28,online,2021,Guayaquil,-2.1900563,-79.8868741
277740136,rladies-cuernavaca,RLadies+ te invita a useR! meetup,2021-04-28,online,2021,Cuernavaca,18.9218274,-99.2342282
277641071,rladies-tbilisi,ტურიზმის მონაცემების ვიზუალიზაცია ggplot2 და shiny გამოყენებით,2021-04-27,online,2021,Tbilisi,41.6934591,44.8014495
277598308,rladies-sydney,"Carrots are good for vision, models are good for visualising discrete data",2021-04-27,online,2021,Sydney,-33.768528,150.9568559523945
277151324,rladies-montpellier,"Être un·e utilisateur·rice de R résilient·e, by Maëlle Salmon",2021-04-27,online,2021,Montpellier,43.6112422,3.8767337
277538529,rladies-denver,2021 Denver R-Ladies Virtual Meet and Greet,2021-04-27,online,2021,"Denver, CO",39.7392364,-104.984862
277142283,rladies-mid-mo,Code-RLadies April 2021 Lightning Talk & Workshop - Virtual!,2021-04-27,online,2021,"Columbia, MO",38.951883,-92.3337366
276578596,rladies-taipei,[2021 Apr] 行銷文科生做資料,2021-04-26,inperson,2021,Taipei,25.0375198,121.5636796
277772069,rladies-bangalore,Introduction to Tidyverse - Part 2,2021-04-25,online,2021,Bangalore,12.9767936,77.590082
276548779,rladies-puebla,Análisis de texto y visualización de datos con canciones de Taylor Swift,2021-04-25,online,2021,Puebla,18.833333,-98
277043486,rladies-la-paz,Fundamentos de R desde Cero - Sesión 6,2021-04-24,online,2021,La Paz,-16.4955455,-68.1336229
277490971,rladies-tunis,Using Tidyverse for Genomics,2021-04-24,online,2021,Tunis,36.8002068,10.1857757
277628997,rladies-goiania,Flexdashboard: Painéis interativos utilizando R,2021-04-24,online,2021,Goiania,-16.680882,-49.2532691
277633140,rladies-lima,No más perdido con los datos perdidos,2021-04-24,online,2021,Lima,-12.0621065,-77.0365256
277486120,rladies-abuja,Using R for Healthcare Improvement,2021-04-24,online,2021,Abuja,9.0643305,7.4892974
277499372,rladies-tbilisi,Bookclub - Chapter 3: Data Visualisation Part II,2021-04-23,online,2021,Tbilisi,41.6934591,44.8014495
277328439,rladies-gottingen,R-Ladies Göttingen Meet-Up 03,2021-04-23,online,2021,Göttingen,51.5328328,9.9351811
277574156,rladies-athens-ga,Mapping in R:  A very basic intro,2021-04-23,online,2021,"Athens, GA",33.9597677,-83.376398
276152415,rladies-east-lansing,Fun w/ R,2021-04-23,online,2021,"East Lansing, MI",42.7320307,-84.4721678
276798462,rladies-chicago,Fun w/ R,2021-04-23,online,2021,"Chicago, IL",41.8755616,-87.6244212
276764672,rladies-seattle,git through April: Collaborating in GitHub,2021-04-23,online,2021,"Seattle, WA",47.6038321,-122.330062
277394961,rladies-dammam,Many faces of R Markdown: An introduction,2021-04-22,online,2021,Dammam,26.4367824,50.1039991
277533609,rladies-newyork,From Wrangling to Writing: Analyzing Data and Creating Production-Level Code,2021-04-22,online,2021,"New York, NY",40.7127281,-74.0060152
277399850,rladies-madrid,Aprendiendo XGBOOST,2021-04-22,online,2021,Madrid,40.4167047,-3.7035825
277543327,rladies-miami,Growing into R,2021-04-22,online,2021,"Miami, FL",25.7741728,-80.19362
277696007,rladies-natal,Conhecendo R-Ladies Natal entre scripts e meetups,2021-04-22,online,2021,Natal,-5.805398,-35.2080905
277640330,rladies-xalapa,Club de lectura: Advanced R,2021-04-22,online,2021,Xalapa,19.5408338,-96.9146374
277480335,rladies-colombo,Data Wrangling with R,2021-04-22,online,2021,Colombo,6.9388614,79.8542005
276105800,rladies-rtp,[ONLINE] #tidytuesday Work Group,2021-04-21,online,2021,"Durham, NC",35.996653,-78.9018053
275193799,rladies-freiburg,{Part 4: Visualization} From Zero toHero: Multi-part intro to R,2021-04-21,online,2021,Freiburg,47.9960901,7.8494005
277562271,rladies-edinburgh,That's what Nicola said,2021-04-21,online,2021,"Edinburgh, U8",55.9533456,-3.1883749
276843276,rladies-dallas,Network Analysis of Political Data with Jennifer Victor,2021-04-20,online,2021,"Dallas, TX",32.7762719,-96.7968559
277624033,rladies-bangalore,Introduction to Tidyverse - Part 1,2021-04-18,online,2021,Bangalore,12.9767936,77.590082
277043478,rladies-la-paz,Fundamentos de R desde Cero - Sesión 5,2021-04-17,online,2021,La Paz,-16.4955455,-68.1336229
277554926,rladies-talca,Manejo de tablas con {dplyr},2021-04-16,online,2021,Talca,-35.4265343,-71.6660322
277552624,rladies-concepcion,Manejo de tablas con {dplyr},2021-04-16,online,2021,Concepción,-36.8270795,-73.0502399
277552472,rladies-scl,Manejo de tablas con {dplyr},2021-04-16,online,2021,Santiago,9.8694792,-83.7980749
277552428,rladies-valparaiso,Manejo de tablas con {dplyr},2021-04-16,online,2021,Valparaíso,-33.0458456,-71.6196749
276835843,rladies-seattle,git through April: GitHub GUI and RStudio,2021-04-16,online,2021,"Seattle, WA",47.6038321,-122.330062
277463011,rladies-eskisehir,R' da Bayes Yaklaşımı ile Regresyon Analizi ,2021-04-15,online,2021,Eskisehir,39.7743941,30.519116
277488521,rladies-belgrade,[R Lille] My Journey To Transparency And Reproducibility,2021-04-15,online,2021,Belgrade,44.8178131,20.4568974
277016641,rladies-montreal,R-Ladies Meeting: TBC,2021-04-15,inperson,2021,"Montréal, QC",45.5031824,-73.5698065
277016534,rladies-montreal,R-Ladies Meeting: TBC,2021-04-15,inperson,2021,"Montréal, QC",45.5031824,-73.5698065
277467397,rladies-melbourne,rstudio::global %>% summarize(),2021-04-15,online,2021,Melbourne,-37.8142454,144.9631732
276253841,rladies-dc,"This month, I learned ...",2021-04-14,online,2021,"Washington, DC",38.8950368,-77.0365427
275264679,rladies-freiburg,{R-Ladies Toolbox Series} Part 4: Version Control,2021-04-14,online,2021,Freiburg,47.9960901,7.8494005
277387983,rladies-santa-barbara,An evening of aRt with Ijeamaka Anyene,2021-04-14,online,2021,"Santa Barbara, CA",34.4221319,-119.702667
276975668,rladies-boulder,"R Ladies Boulder Meetup #13: Lasso, Ridge, and Elastic Net Regression",2021-04-13,online,2021,"Boulder, CO",40.0149856,-105.270545
275731329,rladies-tc,Building and using lmeresampler for hierarchical linear models,2021-04-13,online,2021,"Minneapolis, MN",44.9772995,-93.2654692
276959394,rladies-sydney,Show and Tell your R Code,2021-04-13,online,2021,Sydney,-33.768528,150.9568559523945
275685600,rladies-st-louis,Introduction to Time Series in R,2021-04-13,online,2021,"Saint Louis, MO",38.6280278,-90.1910154
277326999,rladies-riverside,A Semi-Tidy Tuesday:  Dataframe to simple maps,2021-04-13,online,2021,"Riverside, CA",33.7219991,-116.0372472
277401122,rladies-tunis,Torch Package Presentation,2021-04-10,online,2021,Tunis,36.8002068,10.1857757
277043470,rladies-la-paz,Fundamentos de R desde Cero - Sesión 4,2021-04-10,online,2021,La Paz,-16.4955455,-68.1336229
277007519,rladies-nairobi,Introduction to Package Development in R,2021-04-10,online,2021,Nairobi,-1.3026148499999999,36.82884201813725
277234340,rladies-tbilisi,Bookclub - Chapter 3: Data Visualisation Part I,2021-04-09,online,2021,Tbilisi,41.6934591,44.8014495
276835716,rladies-seattle,git through April: GitHub,2021-04-09,online,2021,"Seattle, WA",47.6038321,-122.330062
276662904,rladies-tunis,A Tidy Transcriptomics introduction to bulk and scRNA sequencing analyses,2021-04-09,online,2021,Tunis,36.8002068,10.1857757
277378671,rladies-cdmx,Club de lectura: Advanced R,2021-04-08,online,2021,México City,19.4326296,-99.1331785
276735319,rladies-columbus,R-Ladies Columbus Monthly Meetup,2021-04-08,online,2021,"Columbus, OH",39.9622601,-83.0007065
276942471,rladies-auckland,Creating Tables for R Markdown with kableExtra,2021-04-08,inperson,2021,Auckland,-36.852095,174.7631803
276427163,rladies-seattle,How to Give a Good Conference or Meetup Talk,2021-04-07,online,2021,"Seattle, WA",47.6038321,-122.330062
277198383,rladies-tunis,Shiny Training - Level 2,2021-04-04,online,2021,Tunis,36.8002068,10.1857757
277043461,rladies-la-paz,Fundamentos de R desde Cero - Sesión 3,2021-04-03,online,2021,La Paz,-16.4955455,-68.1336229
277296829,rladies-jakarta,"13th Meetup: Intro to Data Analytics, Segmentation for Customer Satisfaction",2021-04-03,online,2021,Jakarta,-6.175247,106.8270488
276835949,rladies-seattle,git through April: Command line git,2021-04-02,online,2021,"Seattle, WA",47.6038321,-122.330062
273502938,rladies-baltimore,Building websites in RStudio,2021-04-01,online,2021,"Baltimore, MD",39.2908816,-76.610759
250503980,rladies-guayaquil,¡Primer meet-up R-Ladies Guayaquil!,2021-03-31,inperson,2021,Guayaquil,-2.1900563,-79.8868741
276526742,rladies-brisbane,Using R to analyse step count data: common pitfalls and how to get over them,2021-03-31,online,2021,Brisbane,-27.4689682,153.0234991
276106518,rladies-dc,Studying mental health and evaluating policies during the COVID-19 pandemic,2021-03-30,online,2021,"Washington, DC",38.8950368,-77.0365427
277126583,rladies-johannesburg,Shiny using Auth0,2021-03-30,online,2021,Johannesburg,-26.205,28.049722
276769775,rladies-colombo,Machine Learning in R,2021-03-29,online,2021,Colombo,6.9388614,79.8542005
277086364,rladies-tbilisi,R-Ladies Tbilisi Bookclub Launch,2021-03-28,online,2021,Tbilisi,41.6934591,44.8014495
277043451,rladies-la-paz,Fundamentos de R desde Cero - Sesión 2,2021-03-27,online,2021,La Paz,-16.4955455,-68.1336229
277027085,rladies-vienna,PyLadies & R-Ladies Vienna: Panel discussion ,2021-03-27,online,2021,Vienna,48.2083537,16.3725042
276057994,rladies-dc,Books In Bars - Data Feminism,2021-03-26,online,2021,"Washington, DC",38.8950368,-77.0365427
276972338,rladies-tunis,R4Bioinfo workshop: Epidemiology for Bioinformaticians,2021-03-26,online,2021,Tunis,36.8002068,10.1857757
275631302,rladies-east-lansing,R-package development,2021-03-26,online,2021,"East Lansing, MI",42.7320307,-84.4721678
276797668,rladies-chicago,R-package development,2021-03-26,online,2021,"Chicago, IL",41.8755616,-87.6244212
277113852,rladies-guadalajara,Conversatorio: ¿Cómo acabé en el mundo de los Datos?,2021-03-25,online,2021,Guadalajara,20.6720375,-103.338396
276992939,rladies-eskisehir,apply Fonksiyonları ve Kullanım Şekilleri,2021-03-25,online,2021,Eskisehir,39.7743941,30.519116
276958489,rladies-calgary,Maps and Apps with R,2021-03-25,online,2021,"Calgary, AB",51.0456064,-114.057541
276569770,rladies-puebla,"Club de Lectura: Advanced R Capítulo 5: ""Control Flow""",2021-03-25,online,2021,Puebla,18.833333,-98
276846323,rladies-vienna,PyLadies & RLadies Vienna: Intro to R,2021-03-25,online,2021,Vienna,48.2083537,16.3725042
276800449,rladies-vancouver,How Hockey Taught Me R,2021-03-25,online,2021,"Vancouver, BC",49.2608724,-123.113952
276955749,rladies-sao-paulo,[MeetUp Online] Como escolher o teste estatístico adequado?,2021-03-24,online,2021,São Paulo,-1.2043218,-47.1583944
276573977,rladies-medellin,Sexto Encuentro R-Ladies Medellín: Procesamiento de datos con dplyr,2021-03-24,online,2021,Medellín,6.2697018,-75.60252574475943
276401407,rladies-amsterdam,[ONLINE]- Introduction to Tidyverse,2021-03-24,online,2021,Amsterdam,52.3730796,4.8924534
276969681,rladies-newyork,Focus on Content: Create Enterprise-Worthy Shiny Applications with Periscope,2021-03-24,online,2021,"New York, NY",40.7127281,-74.0060152
276953296,rladies-vienna,PyLadies and R-Ladies Vienna: Intro to Python,2021-03-24,online,2021,Vienna,48.2083537,16.3725042
277003169,rladies-cuernavaca,Meetup: Tidyverse,2021-03-24,online,2021,Cuernavaca,18.9218274,-99.2342282
277049795,rladies-ankara,Nasıl Çalışır Etkinlik Serisi 6.Oturum Türkmen Göksel Nasıl Çalışır?,2021-03-23,online,2021,Ankara,39.7160439,32.7059948
277049780,rladies-ankara,Nasıl Çalışır Etkinlik Serisi 5.Oturum Bahar Güntekin Nasıl Çalışır?,2021-03-23,online,2021,Ankara,39.7160439,32.7059948
276302452,rladies-bucharest,R-Ladies Bucharest #16: Julia Silge - Three reasons to choose Tidymodels,2021-03-23,online,2021,Bucharest,44.4361414,26.1027202
274537983,rladies-mid-mo,Code-RLadies March 2021 Lightning Talk & Workshop - Virtual!,2021-03-23,online,2021,"Columbia, MO",38.951883,-92.3337366
276098884,rladies-rtp,Navigating RStudio & R Basics,2021-03-22,online,2021,"Durham, NC",35.996653,-78.9018053
276102013,rladies-bergen,Best coding practices,2021-03-22,online,2021,Bergen,60.3943055,5.3259192
276829458,rladies-goiania,Dplyr & Tidyr: A dupla implacável,2021-03-21,online,2021,Goiania,-16.680882,-49.2532691
277043031,rladies-la-paz,Fundamentos de R desde Cero - Día 1,2021-03-20,online,2021,La Paz,-16.4955455,-68.1336229
276705725,rladies-xalapa,¿Cómo abrir un capítulo de R-Ladies?,2021-03-20,online,2021,Xalapa,19.5408338,-96.9146374
277011724,rladies-concepcion,Introducción a Tidymodels: modelos mixtos,2021-03-19,online,2021,Concepción,-36.8270795,-73.0502399
276956741,rladies-talca, Introducción a Tidymodels: modelos mixtos,2021-03-19,online,2021,Talca,-35.4265343,-71.6660322
276954717,rladies-valparaiso,Introducción a Tidymodels: modelos mixtos,2021-03-19,online,2021,Valparaíso,-33.0458456,-71.6196749
276954680,rladies-scl,Introducción a Tidymodels: modelos mixtos,2021-03-19,online,2021,Santiago,9.8694792,-83.7980749
276906568,rladies-barcelona,Promoviendo el uso de R + Cómo escribir la tesis con R y no morir en el intento,2021-03-18,online,2021,Barcelona,41.3828939,2.1774322
276898919,rladies-montreal,R-Ladies Meeting: TBC,2021-03-18,inperson,2021,"Montréal, QC",45.5031824,-73.5698065
276893558,rladies-montreal,R-Ladies Meeting: TBC,2021-03-18,inperson,2021,"Montréal, QC",45.5031824,-73.5698065
275396794,rladies-tc,Dazzling HTML Reports,2021-03-18,online,2021,"Minneapolis, MN",44.9772995,-93.2654692
276365040,rladies-philly,2021 Datathon Kickoff: Exploring Judicial Patterns,2021-03-17,online,2021,"Philadelphia, PA",39.9527237,-75.1635262
275193793,rladies-freiburg,{Part 3: Wrangling} From Zero toHero: Multi-part intro to R,2021-03-17,online,2021,Freiburg,47.9960901,7.8494005
276894096,rladies-bogota,Cómo hacer mapas con Highcharter,2021-03-17,online,2021,Bogotá,4.6529539,-74.0835643
276491821,rladies-irvine,Undergraduate Research with Graduate Topics & Experimental Design with Tidyverse,2021-03-16,online,2021,"Irvine, CA",33.6856969,-117.8259819
276570832,rladies-seattle,Writing Presentations in R,2021-03-16,online,2021,"Seattle, WA",47.6038321,-122.330062
276204618,rladies-dallas,Data Storytelling with Amber Thomas,2021-03-16,online,2021,"Dallas, TX",32.7762719,-96.7968559
276388231,rladies-madrid,Taller: analiza datos espaciales con raster,2021-03-15,online,2021,Madrid,40.4167047,-3.7035825
276514214,rladies-nairobi,Networks and Graphs in R for Biology,2021-03-13,online,2021,Nairobi,-1.3026148499999999,36.82884201813725
276850050,rladies-tunis,Networks and Graphs in R for Biology,2021-03-13,online,2021,Tunis,36.8002068,10.1857757
276690520,rladies-lima,Modelo de Predicción de Pase de Pedido en consultoras de belleza,2021-03-13,online,2021,Lima,-12.0621065,-77.0365256
276856561,rladies-concepcion,Introducción a Tidymodels,2021-03-12,online,2021,Concepción,-36.8270795,-73.0502399
276847675,rladies-talca,Introducción a Tidymodels,2021-03-12,online,2021,Talca,-35.4265343,-71.6660322
276830768,rladies-valparaiso,Introducción a Tidymodels,2021-03-12,online,2021,Valparaíso,-33.0458456,-71.6196749
276830743,rladies-scl,Introducción a Tidymodels,2021-03-12,online,2021,Santiago,9.8694792,-83.7980749
276819191,rladies-ankara,Nasıl Çalışır Etkinlik Serisi 2.Oturum Gülay Türkmen Nasıl Çalışır?,2021-03-12,online,2021,Ankara,39.7160439,32.7059948
276602718,rladies-glasgow,Introduction to Data in Base R,2021-03-12,online,2021,"Glasgow, V2",55.861155,-4.2501687
276760207,rladies-ankara,Nasıl Çalışır Etkinlik Serisi 1.Oturum Fatih Özatay Nasıl Çalışır?,2021-03-11,online,2021,Ankara,39.7160439,32.7059948
276566319,rladies-utrecht,Manipulating text in R: effective use of Regular Expressions,2021-03-11,online,2021,Utrecht,52.080985600000005,5.12768396945229
276714610,rladies-guadalajara,"Club de lectura: Advanced R, ""Subsetting""",2021-03-11,online,2021,Guadalajara,20.6720375,-103.338396
276248005,rladies-strasbourg,Les réseaux bayésiens pour la modélisation des toxicités aiguës,2021-03-11,online,2021,Strasbourg,48.584614,7.7507127
275178977,rladies-columbus,R-Ladies Columbus Monthly Meetup,2021-03-11,online,2021,"Columbus, OH",39.9622601,-83.0007065
276718990,rladies-melbourne,Women's Day Social!  ,2021-03-11,inperson,2021,Melbourne,-37.8142454,144.9631732
276364069,rladies-helsinki,Data Talks: Happy IWD 2021!,2021-03-10,online,2021,Helsinki,60.1674881,24.9427473
