name,type,ra,dec,image
MACS0647-JD,Galaxy,101.9822125,70.2432667,http://commons.wikimedia.org/wiki/Special:FilePath/MACS0647-JD.JPG
MWC 922,Star,275.31688301822,-13.02375326672,NA
Maffei 1,Galaxy,39.1477875,59.6545917,http://commons.wikimedia.org/wiki/Special:FilePath/Maf1atlas.jpg
Maffei 2,Galaxy,40.47955,59.6040917,http://commons.wikimedia.org/wiki/Special:FilePath/Maf2atlas.jpg
Magellanic Clouds,Galaxy,45,-71,http://commons.wikimedia.org/wiki/Special:FilePath/Magellanic%20Clouds%20%E2%80%95%20Irregular%20Dwarf%20Galaxies.jpg
Magellanic Stream,Galaxy,8,-30,NA
McNeil's Nebula,Nebula,86.5583,-0.0967,http://commons.wikimedia.org/wiki/Special:FilePath/McNeil%27s%20Nebula%20in%202006%20and%202004.jpg
Medusa Nebula,Nebula,112.2612893421821,13.24683036709417,http://commons.wikimedia.org/wiki/Special:FilePath/Abell21%20-%20Noaoann09008a.jpg
Merope,Star,56.58155767833,23.94835590111,http://commons.wikimedia.org/wiki/Special:FilePath/Plei%20scheme.jpg
Messier 10,Cluster,254.287708,-4.100306,http://commons.wikimedia.org/wiki/Special:FilePath/Globular%20Cluster%20M10.jpg
Messier 106,Galaxy,184.7400833,47.3037194,http://commons.wikimedia.org/wiki/Special:FilePath/Messier%20106%20visible%20and%20infrared%20composite.jpg
Messier 108,Galaxy,167.8790292,55.6741222,http://commons.wikimedia.org/wiki/Special:FilePath/Messier108%20-%20SDSS%20DR%2014%20%28panorama%29.jpg
Messier 109,Galaxy,179.3999333,53.3745194,http://commons.wikimedia.org/wiki/Special:FilePath/Messier109%20-%20SDSS%20DR14%20%28panorama%29.jpg
Messier 21,Cluster,271.0542,-22.49,http://commons.wikimedia.org/wiki/Special:FilePath/M21a.jpg
Messier 22,Cluster,279.09975,-23.90475,http://commons.wikimedia.org/wiki/Special:FilePath/M22%20Combine7%20cp%20Vs%20%2818670836859%29.jpg
Messier 41,Cluster,101.5042,-20.7567,http://commons.wikimedia.org/wiki/Special:FilePath/Messier%20041%202MASS.jpg
Messier 43,Nebula,83.8792,-5.27,http://commons.wikimedia.org/wiki/Special:FilePath/Messier-42-10.12.2004-filtered.jpeg
Messier 61,Galaxy,185.4788646454377,4.473774537722,http://commons.wikimedia.org/wiki/Special:FilePath/M61%203.6%205.8%208.0%20microns%20spitzer.png
Messier 66,Galaxy,170.0626083,12.9912889,http://commons.wikimedia.org/wiki/Special:FilePath/M66%20Galaxy%20from%20the%20Mount%20Lemmon%20SkyCenter%20Schulman%20Telescope%20courtesy%20Adam%20Block.jpg
Messier 67,Cluster,132.825,11.8,http://commons.wikimedia.org/wiki/Special:FilePath/NGC2682%20-%20SDSS%20DR14%20%28panorama%29.jpg
Messier 77,Galaxy,40.6698792,-0.0132889,http://commons.wikimedia.org/wiki/Special:FilePath/Messier%2077%20spiral%20galaxy%20by%20HST.jpg
Messier 81,Galaxy,148.88821939854,69.06529514038,http://commons.wikimedia.org/wiki/Special:FilePath/M81.jpg
Messier 87,Galaxy,187.705930759583,12.391123293917,http://commons.wikimedia.org/wiki/Special:FilePath/M87-full%20jpg.jpg
Messier 94,Galaxy,192.72145,41.1201528,http://commons.wikimedia.org/wiki/Special:FilePath/Messier%2094.jpg
Messier 96,Galaxy,161.6906,11.8199389,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%203368%20ESO.jpg
Messier 99,Galaxy,184.7067708,14.4164889,http://commons.wikimedia.org/wiki/Special:FilePath/M99s.jpg
Mira,Star,34.836633758,-2.977637673,http://commons.wikimedia.org/wiki/Special:FilePath/Mira%201997.jpg
Mon R2,Nebula,91.94417,-6.38306,NA
Mu Cephei,Star,325.8769210725,58.78004449472,http://commons.wikimedia.org/wiki/Special:FilePath/Mu%20Cephei%20%22The%20Garnet%20Star%22%202023%20%28Ha%20and%20OIII%29.png
Mu Columbae,Star,86.49956259956,-32.30643396160999,NA
Mu Geminorum,Star,95.740111926,22.513582746,NA
Musca,Constellation,743,-71.3,NA
N11,Nebula,74.21417,-66.40667,NA
N159,Nebula,84.944375,-69.7610944,http://commons.wikimedia.org/wiki/Special:FilePath/LMC-N159%28HST%29.jpg
N44,Nebula,80.52875,-67.94611,http://commons.wikimedia.org/wiki/Special:FilePath/Southern%20part%20of%20the%20spectacular%20N44%20H%20II%20region%20in%20the%20Large%20Magellanic%20Cloud.jpg
N6946-BH1,Star,308.864833,60.1356361,http://commons.wikimedia.org/wiki/Special:FilePath/Giant%20star%20N6946-BH1%20before%20and%20after%20it%20vanished%20out%20of%20sight%20by%20imploding%20to%20form%20a%20black%20hole.jpg
NGC 1268,Galaxy,49.6881790378084,41.4887481466683,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%201268%20SDSS.jpg
NGC 1275,Galaxy,49.94625,41.511667,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%201275%20Hubble.jpg
NGC 131,Galaxy,7.4104958,-33.2597194,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%20131%20DECam.png
NGC 1316,Galaxy,50.6741208,-37.2082,http://commons.wikimedia.org/wiki/Special:FilePath/The%20contrasting%20galaxies%20NGC%201316%20and%201317.jpg
NGC 1317,Galaxy,50.6845051120215,-37.1036562589234,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%201317-HST05446%204s-606.png
NGC 1931,Nebula,82.845,34.233,http://commons.wikimedia.org/wiki/Special:FilePath/NGC1931HunterWilson.jpg
NGC 1931,Cluster,82.845,34.233,http://commons.wikimedia.org/wiki/Special:FilePath/NGC1931HunterWilson.jpg
NGC 1947,Galaxy,81.6983875,-63.7600222,http://commons.wikimedia.org/wiki/Special:FilePath/NGC1947%20-%20HST%20-%20Potw2051a.tif
NGC 1975,Nebula,83.82542,-4.68472,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%201973%20DSS.jpg
NGC 2070,Cluster,84.675,-69.1,http://commons.wikimedia.org/wiki/Special:FilePath/Tarantula%20Nebula.jpg
NGC 2237,Nebula,97.650417,4.980722,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202244%20Rosette%20Nebula.jpg
NGC 2327,Nebula,106.0333,-11.3167,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202327%20DSS.jpg
NGC 2343,Cluster,107.025,-10.6167,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202343.jpg
NGC 2359,Nebula,109.625,-13.226666700000001,http://commons.wikimedia.org/wiki/Special:FilePath/NGC2359%20-%20Noaoann10014a.jpg
NGC 2403,Galaxy,114.21415,65.6025472,http://commons.wikimedia.org/wiki/Special:FilePath/NGC2403%20Galaxy%20from%20the%20Mount%20Lemmon%20SkyCenter%20Schulman%20Telescope%20courtesy%20Adam%20Block.jpg
NGC 2525,Galaxy,121.4084994046131,-11.4270375619059,http://commons.wikimedia.org/wiki/Special:FilePath/NGC2525%20-%20HST%20-%20Heic2018b.tif
NGC 2841,Galaxy,140.5110625,50.9764778,http://commons.wikimedia.org/wiki/Special:FilePath/Spiral%20Galaxy%20NGC%202841.jpg
NGC 2976,Galaxy,146.8144083,67.9163806,http://commons.wikimedia.org/wiki/Special:FilePath/NGC2976-hst-R814G606B475.jpg
NGC 300,Galaxy,13.7226916941068,-37.6842174896297,http://commons.wikimedia.org/wiki/Special:FilePath/Phot-18a-02-hires.jpg
NGC 3016,Galaxy,147.46115,12.6952611,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%203016%20SDSS.jpg
NGC 3019,Galaxy,147.530000189061,12.7461204586815,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%203019%20SDSS.jpg
NGC 3020,Galaxy,147.5274958,12.8136,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%203020%20SDSS.jpg
NGC 3024,Galaxy,147.6141375,12.7656222,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%203024%20SDSS.jpg
NGC 3187,Galaxy,154.4494562562898,21.8733349419877,http://commons.wikimedia.org/wiki/Special:FilePath/NGC3190-NGC3187-NGC3189GALEX.jpg
NGC 3314,Galaxy,159.3038388949439,-27.6839740109641,http://commons.wikimedia.org/wiki/Special:FilePath/Galactic%20Silhouettes.jpg
NGC 3319,Galaxy,159.7897208,41.6868722,http://commons.wikimedia.org/wiki/Special:FilePath/NGC3319%20-%20SDSS%20DR14%20%28panorama%29.jpg
NGC 3344,Galaxy,160.8797917,24.9222194,http://commons.wikimedia.org/wiki/Special:FilePath/Ngc3344.png
NGC 346,Cluster,14.771207,-72.1759,http://commons.wikimedia.org/wiki/Special:FilePath/Ngc346.jpg
NGC 346,Nebula,14.771207,-72.1759,http://commons.wikimedia.org/wiki/Special:FilePath/Ngc346.jpg
NGC 3582,Nebula,168.05,-61.27361,http://commons.wikimedia.org/wiki/Special:FilePath/Wide%20Field%20Imager%20view%20of%20the%20star%20formation%20region%20NGC%203582.jpg
NGC 3621,Galaxy,169.5679167,-32.8126,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%203621.jpg
NGC 3717,Galaxy,172.8833,-30.3077389,http://commons.wikimedia.org/wiki/Special:FilePath/A%20Spiral%20in%20Profile%20NGC%203717.jpg
NGC 4222,Galaxy,184.0938417,13.3070722,http://commons.wikimedia.org/wiki/Special:FilePath/SDSS%20NGC%204222.jpg
NGC 4248,Galaxy,184.4576763254423,47.4091807412126,http://commons.wikimedia.org/wiki/Special:FilePath/NGC4248%20-%20HST%20-%20Potw1730a.tif
NGC 4312,Galaxy,185.6306625,15.5379194,http://commons.wikimedia.org/wiki/Special:FilePath/NGC4312%20-%20SDSS%20DR14.jpg
NGC 4478,Galaxy,187.5726625,12.3285778,http://commons.wikimedia.org/wiki/Special:FilePath/SDSS%20NGC%204478.jpeg
NGC 4562,Galaxy,188.8940283022575,25.8495536436701,http://commons.wikimedia.org/wiki/Special:FilePath/NGC4562%20-%20SDSS%20DR14.jpg
NGC 4564,Galaxy,189.112475,11.4393194,http://commons.wikimedia.org/wiki/Special:FilePath/SDSS%20NGC%204564.jpeg
NGC 4627,Galaxy,190.4998664807554,32.5735585315852,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%204627%20I%20FUV%20g2006.jpg
NGC 467,Galaxy,19.7921625,3.3008889,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%200467%20SDSS.jpg
NGC 4725,Galaxy,192.6107053818968,25.5007604473309,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%204725.jpg
NGC 4731,Galaxy,192.7545625,-6.39305,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%204731%20legacy%20dr10.jpg
NGC 4753,Galaxy,193.0921333,-1.1996889,http://commons.wikimedia.org/wiki/Special:FilePath/SDSS%20image%20NGC%204753.jpeg
NGC 4945,Galaxy,196.3636625,-49.4679,http://commons.wikimedia.org/wiki/Special:FilePath/Spiral%20Galaxy%20NGC%204945.jpg
NGC 4993,Galaxy,197.448775,-23.3838306,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%204993%20and%20GRB170817A%20after%20glow.gif
NGC 5195,Galaxy,202.498292,47.2661278,http://commons.wikimedia.org/wiki/Special:FilePath/Messier51.jpg
NGC 5291,Galaxy,206.8519125,-30.4069528,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%205291SST05-021.jpg
NGC 5335,Galaxy,208.235647921128,2.8142538654482,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%205335%20imaged%20by%20the%20Hubble%20Space%20Telescope.jpg
NGC 5866,Galaxy,226.623171,55.7633083,http://commons.wikimedia.org/wiki/Special:FilePath/Ngc5866%20hst%20big%20rotated.jpg
NGC 5965,Galaxy,233.5102375,56.6856,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%205963%205965%205971%20GALEX%20WikiSky.jpg
NGC 5969,Galaxy,233.7126193979845,56.4510755936425,http://commons.wikimedia.org/wiki/Special:FilePath/NGC5969%20-%20SDSS%20DR14.jpg
NGC 604,Nebula,23.63375,30.78361,http://commons.wikimedia.org/wiki/Special:FilePath/Nursery%20of%20New%20Stars%20-%20GPN-2000-000972.jpg
NGC 6050,Galaxy,241.3473634586706,17.7571572122938,http://commons.wikimedia.org/wiki/Special:FilePath/Hubble%20Interacting%20Galaxy%20NGC%206050%20%282008-04-24%29.jpg
NGC 6240,Galaxy,253.2452542,2.4009861,http://commons.wikimedia.org/wiki/Special:FilePath/Hubble%20Interacting%20Galaxy%20NGC%206240%20%282008-04-24%29.jpg
NGC 6505,Galaxy,267.7808542,65.5307778,http://commons.wikimedia.org/wiki/Special:FilePath/NGC6505%20-%20SDSS%20DR14.jpg
NGC 6530,Cluster,271.1292,-24.3583,http://commons.wikimedia.org/wiki/Special:FilePath/Hubble%20NGC6530.jpg
NGC 6552,Galaxy,270.0302114595353,66.6150965482701,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%206552%20-%20Flickr%20-%20geckzilla.png
NGC 6603,Cluster,274.6083,-18.40667,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%206603%20PanS.jpg
NGC 6745,Galaxy,285.421635,40.743706,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%206745.jpg
NGC 6905,Nebula,305.5957999290614,20.1045235901098,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%206905%20-%20VLT%28FORS2%29%20-%20RHaBOIII.png
NGC 7284,Galaxy,337.1496875,-24.8440472,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%207284%2085%20Arp%2093.jpg
NGC 7285,Galaxy,337.154292,-24.840528,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%207284%2085%20Arp%2093.jpg
NGC 7318,Galaxy,338.9913,33.9656306,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%207318.jpg
NGC 7318A,Galaxy,338.98687,33.965083,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%207318.jpg
NGC 7600,Galaxy,349.7243353988353,-7.5804735350659,http://commons.wikimedia.org/wiki/Special:FilePath/NGC7600%20-%20SDSS%20DR14.jpg
NGC 7768,Galaxy,357.74398,27.147342,http://commons.wikimedia.org/wiki/Special:FilePath/NGC7768%20-%20SDSS%20DR14.jpg
NGC 896,Nebula,36.45,61.983,http://commons.wikimedia.org/wiki/Special:FilePath/Heart%20Nebula%20IC%201805%20NGC%20896.jpg
NGC 918,Galaxy,36.46162958454083,18.49621781532194,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%200918%20DSS.jpg
Necklace Nebula,Nebula,295.9979626621542,17.15026608314583,http://commons.wikimedia.org/wiki/Special:FilePath/Necklace%20Nebula%20by%20Hubble.jpg
Norma Arm,Galaxy,240,-50,NA
North America Nebula,Nebula,314.6958,44.33,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%207000%20photo.jpg
Nova Centauri 2013,Star,208.689012132585,-59.1511583407327,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B2%D0%B5%D0%B6%D0%B8%D0%B9%20%D1%81%D0%BD%D0%B8%D0%BC%D0%BE%D0%BA%20%D0%9D%D0%BE%D0%B2%D0%BE%D0%B9%20%D0%A6%D0%B5%D0%BD%D1%82%D0%B0%D0%B2%D1%80%D0%B0%202013.jpg
Nu Scorpii,Star,242.99889865,-19.460704478,NA
Omega Centauri,Cluster,201.697,-47.479472,http://commons.wikimedia.org/wiki/Special:FilePath/Omega%20Centauri%20by%20ESO.jpg
Omega Nebula,Nebula,275.1958,-16.1717,http://commons.wikimedia.org/wiki/Special:FilePath/Omega%20Nebula.jpg
Orion Nebula,Nebula,83.81042,-5.39111,http://commons.wikimedia.org/wiki/Special:FilePath/Orion%20Nebula%20-%20Hubble%202006%20mosaic%2018000.jpg
Owl Nebula,Nebula,168.69880209216,55.0190237014077,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Owl%20Nebula%20M97%20Goran%20Nilsson%20%26%20The%20Liverpool%20Telescope.jpg
PDS 70,Star,212.04231062531,-41.3979370253,http://commons.wikimedia.org/wiki/Special:FilePath/PDS%2070%20-%20eso2111b%20%28cropped%29.jpg
PSR B1509-58,Star,228.481333,-59.135778,http://commons.wikimedia.org/wiki/Special:FilePath/PSR%20B1509-58%20full.jpg
Pa 30,Nebula,13.29667,67.50067,http://commons.wikimedia.org/wiki/Special:FilePath/Pa%2030%20cropped%20%28SII%29%20cleaned%20up.jpg
Palomar 12,Cluster,326.661833,-21.252611,http://commons.wikimedia.org/wiki/Special:FilePath/Palomar%2012%20Hubble.jpg
Palomar 6,Cluster,265.925833,-26.2225,http://commons.wikimedia.org/wiki/Special:FilePath/Palomar6%20%282MASS%29.jpg
Peacock,Constellation,306.411904365,-56.735089726,http://commons.wikimedia.org/wiki/Special:FilePath/Pavo%20constellation%20map.png
Pease 1,Nebula,322.4975,12.174306,http://commons.wikimedia.org/wiki/Special:FilePath/M15pease1%20%28HST%29.jpg
Pelican Nebula,Nebula,312.75,44.367,http://commons.wikimedia.org/wiki/Special:FilePath/PelicanHunterWilson09.jpg
Perseus Cluster,Cluster,49.94667,41.51306,http://commons.wikimedia.org/wiki/Special:FilePath/Central%20regions%20Perseus%20galaxy%20cluster.jpg
Perseus molecular cloud,Nebula,53.75,31.217,NA
Phi Persei,Star,25.91515800375,50.68873134222,http://commons.wikimedia.org/wiki/Special:FilePath/Phi%20Persei.jpg
Pi Scorpii,Star,239.71297182417,-26.114107945,NA
Pinwheel Galaxy,Galaxy,210.8024292,54.34875,http://commons.wikimedia.org/wiki/Special:FilePath/M101%20hires%20STScI-PRC2006-10a.jpg
Pipe Nebula,Nebula,262.5,-25,NA
Pismis 24,Cluster,261.1792,-34.20639,http://commons.wikimedia.org/wiki/Special:FilePath/Pismis%2024%20%28NIRCam%20image%29%20%2854763755527%29.jpg
Pismis 24-1,Star,261.1812083,-34.199175,http://commons.wikimedia.org/wiki/Special:FilePath/EmissionNebula%20NGC6357.jpg
Pleiades,Cluster,56.75,24.1167,http://commons.wikimedia.org/wiki/Special:FilePath/Pleiades%20large.jpg
Pleione,Star,57.29673582413,24.13671019778,http://commons.wikimedia.org/wiki/Special:FilePath/M45map.jpg
Polaris,Star,37.95456067,89.26410897,http://commons.wikimedia.org/wiki/Special:FilePath/Polaris%20alpha%20ursae%20minoris.jpg
Pollux,Star,116.328957774,28.02619889,http://commons.wikimedia.org/wiki/Special:FilePath/Gemini%20constellation%20map.png
Prawn Nebula,Nebula,254.2277991747417,-40.5123492327004,http://commons.wikimedia.org/wiki/Special:FilePath/Prawn%20Nebula%20from%20ESO%27s%20VST%20%28wide%20crop%29.jpg
Procyon,Star,114.825497908,5.224987557,http://commons.wikimedia.org/wiki/Special:FilePath/Procyon%20A%20and%20Procyon%20B%20%2829468251154%29.jpg
Proxima Centauri,Star,217.42894222160575,-62.67949018907555,http://commons.wikimedia.org/wiki/Special:FilePath/New%20shot%20of%20Proxima%20Centauri%2C%20our%20nearest%20neighbour.jpg
Puppis A,Nebula,126.0292,-42.9967,http://commons.wikimedia.org/wiki/Special:FilePath/Puppis%20A%20Chandra%20%2B%20ROSAT.jpg
R Aquarii,Star,355.95609580824,-15.2844956201548,http://commons.wikimedia.org/wiki/Special:FilePath/R%20Aquarii%20%28heic2413a%29.jpg
R Coronae Australis,Star,285.4736875949474,-36.9522626444367,http://commons.wikimedia.org/wiki/Special:FilePath/R%20Coronae%20Australis%20region.jpg
R Leporis,Star,74.9014501640119,-14.8062531757239,http://commons.wikimedia.org/wiki/Special:FilePath/R%20Leporis%20as%20imaged%20by%20ALMA%20%28ann23019a%29.jpg
R Monocerotis,Star,99.7914744628589,8.7359887233975,NA
R Sculptoris,Star,21.7420609308274,-32.5431771479631,http://commons.wikimedia.org/wiki/Special:FilePath/R%20Sculptoris%20A%20red%20giant%20sheds%20its%20skin.jpg
R136,Cluster,84.67665,-69.1009333,http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20star-forming%20region%20R136%20in%20NGC%202070%20%28visible%20and%20ultraviolet%2C%20captured%20by%20the%20Hubble%20Space%20Telescope%29.jpg
R136,Star,84.67665,-69.1009333,http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20star-forming%20region%20R136%20in%20NGC%202070%20%28visible%20and%20ultraviolet%2C%20captured%20by%20the%20Hubble%20Space%20Telescope%29.jpg
RCW 49,Nebula,10.4040556,-57.7827778,http://commons.wikimedia.org/wiki/Special:FilePath/Stellar%20nursery%20Gum%2029%20aka%20RCW%2049.jpg
RCW 79,Nebula,204.975,-61.75,http://commons.wikimedia.org/wiki/Special:FilePath/RCW%2079%20%28Emission%20nebula%29.jpg
RS Ophiuchi,Star,267.5548297854,-6.70791131383,NA
RS Puppis,Star,123.2675654741407,-34.5785255102954,http://commons.wikimedia.org/wiki/Special:FilePath/RS%20Puppis.jpg
RY Tauri,Star,65.4892052292,28.44320981017,NA
Red Rectangle Nebula,Nebula,94.99257729,-10.63741835222,http://commons.wikimedia.org/wiki/Special:FilePath/Redrectangle%20hst%20full.jpg
Red Square Nebula,Nebula,275.31688301822,-13.02375326672,NA
Regulus,Star,152.09375,11.96722,http://commons.wikimedia.org/wiki/Special:FilePath/Leo%20constellation%20map%20ru%20lite.png
Rho Ophiuchi,Star,246.396323589,-23.44717083,NA
Rho Ophiuchi,Nebula,246.396323589,-23.44717083,NA
Rigel,Star,78.634467067,-8.201638365,http://commons.wikimedia.org/wiki/Special:FilePath/Orion%20constellation%20map.png
Ring Nebula,Nebula,296.14325,-14.705639,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%206822%20Bubble%20and%20Ring%20nebulae.jpg
Rosette Nebula,Nebula,97.9167,4.9633,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202244%20Erroseta%20nebulosa.jpg
S Monocerotis,Star,100.2444165,9.89575,http://commons.wikimedia.org/wiki/Special:FilePath/Monoceros%20constellation%20map%20ru%20lite.png
S2,Star,266.41685083,-29.00777083,http://commons.wikimedia.org/wiki/Special:FilePath/Galactic%20centre%20orbits.svg
SN 1006,Star,225.59208,-42.09694,http://commons.wikimedia.org/wiki/Special:FilePath/SN%201006.jpg
SN 1006,Nebula,225.59208,-42.09694,http://commons.wikimedia.org/wiki/Special:FilePath/SN%201006.jpg
SN 1181,Nebula,22.8083,70.2638,http://commons.wikimedia.org/wiki/Special:FilePath/IRAS%2000500%2B6713%20WISE.png
SN 1987A,Star,83.86675,-69.2697417,http://commons.wikimedia.org/wiki/Special:FilePath/HST%20SN%201987A%2020th%20anniversary.jpg
SN 2014J,Star,148.9255,69.67386,http://commons.wikimedia.org/wiki/Special:FilePath/SN%202014J%20University%20of%20London%20Observation.gif
SN 2017eaw,Star,308.684333,60.1933056,http://commons.wikimedia.org/wiki/Special:FilePath/SN%202017eaw%20%28MIRI%29%20%28dustysupernovae1%29%20%28cropped%29.jpg
SN 2018gv,Star,121.394083,-11.438019,http://commons.wikimedia.org/wiki/Special:FilePath/SN2018gv.gif
SNR 0509-67.5,Nebula,77.3792,-67.5217,http://commons.wikimedia.org/wiki/Special:FilePath/Supernova%20SNR%20B0509-67.5.jpg
SS 433,Star,287.9565191240419,4.9827289132041,http://commons.wikimedia.org/wiki/Special:FilePath/Ss433%20art%20big.gif
SS 433,Black Hole,287.9565191240419,4.9827289132041,http://commons.wikimedia.org/wiki/Special:FilePath/Ss433%20art%20big.gif
Sagittarius A,Black Hole,266.3,-28.805,http://commons.wikimedia.org/wiki/Special:FilePath/Chandra%20image%20of%20Sgr%20A.jpg
Sagittarius A*,Black Hole,266.416816625,-29.007824972,http://commons.wikimedia.org/wiki/Special:FilePath/EHT%20Sagittarius%20A%2A.jpg
Sagittarius Dwarf Elliptical Galaxy,Galaxy,283.76292,-30.47833,http://commons.wikimedia.org/wiki/Special:FilePath/Messier%2054.png
Sagittarius Star Cloud,Nebula,274.2,-18.55,http://commons.wikimedia.org/wiki/Special:FilePath/M024.jpg
Sagittarius Star Cloud,Galaxy,274.2,-18.55,http://commons.wikimedia.org/wiki/Special:FilePath/M024.jpg
Sagittarius Star Cloud,Cluster,274.2,-18.55,http://commons.wikimedia.org/wiki/Special:FilePath/M024.jpg
Saiph,Star,86.93912016833,-9.66960491861,http://commons.wikimedia.org/wiki/Special:FilePath/Orion%20constellation%20map.png
Sculptor Galaxy,Galaxy,11.8880583,-25.2888,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%20253%20Galaxy.jpg
Sculptor Group,Galaxy,5.90917,-38.00028,http://commons.wikimedia.org/wiki/Special:FilePath/Ngc253%202mass%20barred%20spiral.jpg
Seahorse Nebula,Nebula,312.775,60.183,NA
Sextans A,Galaxy,152.75208,-4.69167,http://commons.wikimedia.org/wiki/Special:FilePath/Local.group.arp.600pix.jpg
Sh2-239,Nebula,67.825,18.1,http://commons.wikimedia.org/wiki/Special:FilePath/SH2-239%20Nebula%20from%20the%20Mount%20Lemmon%20SkyCenter%20Schulman%20Telescope%20courtesy%20Adam%20Block.jpg
Sh2-264,Nebula,83.825,9.933,http://commons.wikimedia.org/wiki/Special:FilePath/Lambda%20Orionis.jpg
Shapley 1,Nebula,237.9206295969861,-51.524595737672,http://commons.wikimedia.org/wiki/Special:FilePath/Fine%20Ring%20Nebula.jpg
Shapley Supercluster,Cluster,196.5,-33.067,http://commons.wikimedia.org/wiki/Special:FilePath/Shapley.gif
Sigma Octantis,Star,317.19526487582993,-88.95649953627,http://commons.wikimedia.org/wiki/Special:FilePath/Octans%20trapezoid.GIF
Sigma Orionis,Star,84.68652242855,-2.60007866108,http://commons.wikimedia.org/wiki/Special:FilePath/Sigma%20orionis%20cluster.jpg
Sigma Scorpii,Star,245.29714880583,-25.59279207667,http://commons.wikimedia.org/wiki/Special:FilePath/Scorpius%20IAU.svg
Simeis 147,Nebula,84.75,27.8333333,http://commons.wikimedia.org/wiki/Special:FilePath/S147%20SH2-240%20GeorgesAttard%20Apod1012020.jpg
Sirius,Star,101.287155333,-16.716115861,http://commons.wikimedia.org/wiki/Special:FilePath/Sirius.jpg
Small Magellanic Cloud,Galaxy,13.15833,-72.80028,http://commons.wikimedia.org/wiki/Special:FilePath/SMC%20-%20Noirlab2030b.jpg
Snake Nebula,Nebula,260.9125,-23.695,http://commons.wikimedia.org/wiki/Special:FilePath/Snake%20Nebula.jpg
Sombrero Galaxy,Galaxy,190,-11.623054278,http://commons.wikimedia.org/wiki/Special:FilePath/M104%20ngc4594%20sombrero%20galaxy%20hi-res.jpg
Soul Nebula,Nebula,42.777,60.41,http://commons.wikimedia.org/wiki/Special:FilePath/Heart%20and%20Soul%20nebulae.jpg
Southern Crab Nebula,Nebula,212.9669214173158,-51.4400510935413,http://commons.wikimedia.org/wiki/Special:FilePath/Southern%20Crab%20Nebula%20center.jpg
Southern Delta Aquariids,Constellation,339,-16,NA
Southern Delta Aquariids,Asteroid,339,-16,NA
Spica,Star,201.298247362,-11.161319485,http://commons.wikimedia.org/wiki/Special:FilePath/Virgo%20constellation%20map.png
Spirograph Nebula,Nebula,81.8675251429756,-12.697300738613,http://commons.wikimedia.org/wiki/Special:FilePath/Spirograph%20Nebula%20-%20Hubble%201999.jpg
Stephan's Quintet,Galaxy,338.98958,33.96,http://commons.wikimedia.org/wiki/Special:FilePath/Stephan%27s%20Quintet%20Hubble%202009.full.jpg
Stephan's Quintet,Cluster,338.98958,33.96,http://commons.wikimedia.org/wiki/Special:FilePath/Stephan%27s%20Quintet%20Hubble%202009.full.jpg
Sunflower Galaxy,Galaxy,198.9553077198746,42.0293683550047,http://commons.wikimedia.org/wiki/Special:FilePath/M63s.jpg
T Tauri,Star,65.49763328083,19.53512010926,http://commons.wikimedia.org/wiki/Special:FilePath/T%20Tauri.jpg
Tadpole Galaxy,Galaxy,241.5164167,55.4253694,http://commons.wikimedia.org/wiki/Special:FilePath/UGC%2010214HST.jpg
